iter	RMSE
1547	0.003144319282
1548	0.003141046997
1549	0.003114421376
1550	0.003067986764
1551	0.003044534216
1552	0.003037783069
1553	0.00302935481
1554	0.003022845574
1555	0.003019634878
1556	0.003015704912
1557	0.002978601331
1558	0.002944385374
1559	0.002905770483
1560	0.002881216138
1561	0.002879787637
1562	0.002871796556
1563	0.002867548447
1564	0.002849466066
1565	0.002827508707
1566	0.002821248465
1567	0.002792943132
1568	0.002791516347
1569	0.002781909268
1570	0.002756005297
1571	0.002718897017
1572	0.002713527066
1573	0.002704954399
1574	0.002699555813
1575	0.00269095565
1576	0.002680719986
1577	0.0026733712
1578	0.002666477017
1579	0.002659382268
1580	0.002657196032
1581	0.002652567695
1582	0.002649369943
1583	0.002630069882
1584	0.002623350687
1585	0.002618686379
1586	0.002607445462
1587	0.00260558063
1588	0.002599707571
1589	0.002594448945
1590	0.002581711495
1591	0.002578146104
1592	0.002551604785
1593	0.002540062307
1594	0.002517385387
1595	0.002504887537
1596	0.002490512457
1597	0.002468309998
1598	0.002462078643
1599	0.002458465378
1600	0.002441285905
1601	0.002432135885
1602	0.002430018146
1603	0.002428384426
1604	0.002426419327
1605	0.002405580572
1606	0.002401495267
1607	0.002400294144
1608	0.002386497272
1609	0.002383892024
1610	0.002346936959
1611	0.002324326972
1612	0.002320721875
1613	0.002316149082
1614	0.002314555733
1615	0.002310242792
1616	0.002298860784
1617	0.002294137915
1618	0.002293511249
1619	0.002277824678
1620	0.002252295509
1621	0.002248435383
1622	0.002237025702
1623	0.002223487635
1624	0.002220706111
1625	0.002216722501
1626	0.0021933384
1627	0.00218912706
1628	0.002179522873
1629	0.002173669416
1630	0.002168372363
1631	0.002160424049
1632	0.002153828875
1633	0.002137016919
1634	0.002133036552
1635	0.002122376094
1636	0.002115576236
1637	0.002106753315
1638	0.002096253796
1639	0.002090742868
1640	0.002076380815
1641	0.002074000095
1642	0.002072521408
1643	0.002043921493
1644	0.002037147963
1645	0.002034958428
1646	0.002016162587
1647	0.002014723045
1648	0.002011415605
1649	0.002009194263
1650	0.002007242125
1651	0.001991721767
1652	0.001991045916
1653	0.001986610503
1654	0.001983633214
1655	0.001972025111
1656	0.001968667428
1657	0.001958825726
1658	0.001946021388
1659	0.001936603538
1660	0.001931853913
1661	0.001922454383
1662	0.001915236355
1663	0.001912619387
1664	0.001890955358
1665	0.001886354117
1666	0.001883897142
1667	0.00187697675
1668	0.001874644961
1669	0.001869309417
1670	0.001866597489
1671	0.001864021569
1672	0.001860906271
1673	0.001858377284
1674	0.001856641507
1675	0.001854043539
1676	0.001836293861
1677	0.00183458264
1678	0.001822695471
1679	0.001786891822
1680	0.0017804059
1681	0.001767905547
1682	0.001763400529
1683	0.001752352383
1684	0.001742622454
1685	0.001733454149
1686	0.001731504235
1687	0.001722610026
1688	0.001713100864
1689	0.001709429241
1690	0.001707668591
1691	0.001705114466
1692	0.001698132878
1693	0.001694951301
1694	0.001688773581
1695	0.001687494754
1696	0.001686935115
1697	0.001683719279
1698	0.001676779273
1699	0.001672837349
1700	0.001635104541
1701	0.001623803067
1702	0.001623728384
1703	0.001612520328
1704	0.001609383986
1705	0.001605219563
1706	0.001584292725
1707	0.001581372942
1708	0.001579491477
1709	0.001577164373
1710	0.001571137388
1711	0.001561025052
1712	0.001559642567
1713	0.001556215967
1714	0.001545482865
1715	0.001532359907
1716	0.001528165141
1717	0.00152609051
1718	0.001523498305
1719	0.001522412787
1720	0.001521830011
1721	0.001518589281
1722	0.00151644378
1723	0.001506944603
1724	0.001484662565
1725	0.00147350533
1726	0.001471357164
1727	0.001464373252
1728	0.001463742323
1729	0.001463642121
1730	0.00145683285
1731	0.001455151244
1732	0.001453428131
1733	0.001430751335
1734	0.001429274383
1735	0.001421668446
1736	0.001409823612
1737	0.001404048948
1738	0.001397915217
1739	0.001396810293
1740	0.001390938166
1741	0.001368887032
1742	0.001367313368
1743	0.00135648702
1744	0.001352251859
1745	0.00134798919
1746	0.001338147429
1747	0.001336043735
1748	0.001331012065
1749	0.001325163611
1750	0.001320105695
1751	0.001318720259
1752	0.001315258081
1753	0.001314382775
1754	0.001313054808
1755	0.001304769305
1756	0.001289455472
1757	0.001285728176
1758	0.001278016157
1759	0.001276088434
1760	0.001245139187
1761	0.001239983281
1762	0.001238930058
1763	0.00123597351
1764	0.001235177697
1765	0.001225937084
1766	0.00122151849
1767	0.001209405509
1768	0.001209262415
1769	0.00120422565
1770	0.001203417936
1771	0.001202008563
1772	0.001198357294
1773	0.001190146577
1774	0.001181170482
1775	0.001174278841
1776	0.00117034999
1777	0.001166916737
1778	0.001154940712
1779	0.001152619877
1780	0.001141373869
1781	0.001136687573
1782	0.001126646543
1783	0.001120968357
1784	0.00111722329
1785	0.001115658354
1786	0.001109775024
1787	0.001106624398
1788	0.001088626834
1789	0.001087954983
1790	0.001086767048
1791	0.001083238535
1792	0.001080811252
1793	0.001078471308
1794	0.001074012595
1795	0.001069856986
1796	0.001067199591
1797	0.001064050148
1798	0.001058789679
1799	0.00105392789
1800	0.001049063511
1801	0.001047523828
1802	0.001046142222
1803	0.001040565814
1804	0.001034122761
1805	0.001005419668
1806	0.001001864023
1807	0.0009930122357
1808	0.0009730257074
1809	0.0009690066612
1810	0.0009674198091
1811	0.0009634107395
1812	0.0009622979241
1813	0.0009607234288
1814	0.0009502173536
1815	0.0009490130396
1816	0.000947476335
1817	0.000947257271
1818	0.0009384820846
1819	0.0009354070991
1820	0.0009331886867
1821	0.000932085247
1822	0.0009288291343
1823	0.0009263042353
1824	0.0009229134005
1825	0.0009215799687
1826	0.0009166180994
1827	0.0009130775451
1828	0.0009093100932
1829	0.0009083084419
1830	0.0009080120393
1831	0.000907367247
1832	0.0009060144557
1833	0.0009039871145
1834	0.0009016679375
1835	0.0008989886515
1836	0.0008972684358
1837	0.0008940531454
1838	0.0008926789458
1839	0.0008909299205
1840	0.0008849230166
1841	0.0008840811621
1842	0.0008831459871
1843	0.0008716250326
1844	0.0008577177409
1845	0.0008562465089
1846	0.000849597297
1847	0.0008458122147
1848	0.0008454053643
1849	0.0008405859877
1850	0.000839493441
1851	0.0008341053763
1852	0.0008331225898
1853	0.000832229446
1854	0.0008209214441
1855	0.0008121497055
1856	0.0008073632102
1857	0.0008055468765
1858	0.0008039919004
1859	0.0008019450383
1860	0.0007968672931
1861	0.0007878256436
1862	0.0007869046703
1863	0.0007828186282
1864	0.0007820845105
1865	0.0007776171218
1866	0.0007691206334
1867	0.0007670871898
1868	0.0007661578116
1869	0.0007617757203
1870	0.0007507104734
1871	0.0007489086697
1872	0.000747884385
1873	0.0007471707217
1874	0.0007460970248
1875	0.0007440406855
1876	0.0007438634102
1877	0.0007369744975
1878	0.000729252917
1879	0.0007202630355
1880	0.0007172778611
1881	0.0007170377612
1882	0.0007126917595
1883	0.0007120479615
1884	0.0007106511984
1885	0.0007081644073
1886	0.0007042619616
1887	0.0007007267981
1888	0.0006992915351
1889	0.0006965528696
1890	0.0006953882849
1891	0.0006941976781
1892	0.0006916157522
1893	0.0006877424259
1894	0.0006832428551
1895	0.0006772593475
1896	0.0006766221829
1897	0.000674916197
1898	0.0006734222887
1899	0.0006559228984
1900	0.0006490645781
1901	0.0006475741045
1902	0.0006438585743
1903	0.000641358726
1904	0.0006401502392
1905	0.0006389411511
1906	0.0006386793764
1907	0.0006377323825
1908	0.0006371092448
1909	0.0006362978237
1910	0.0006358828923
1911	0.0006253855829
1912	0.0006239512385
1913	0.000623135823
1914	0.0006212002151
1915	0.0006180851258
1916	0.0006172710693
1917	0.0006091463563
1918	0.000604456061
1919	0.0005986003439
1920	0.0005972737843
1921	0.0005908827295
1922	0.000590231063
1923	0.0005897213947
1924	0.0005890322679
1925	0.0005811326479
1926	0.0005708351861
1927	0.0005681545195
1928	0.0005676128585
1929	0.000566879447
1930	0.0005644818988
1931	0.0005594225721
1932	0.0005585402176
1933	0.0005581961097
1934	0.0005577888549
1935	0.0005544169556
1936	0.0005511535517
1937	0.0005491886425
1938	0.0005486995708
1939	0.0005471829758
1940	0.0005462438417
1941	0.0005439709358
1942	0.000542856652
1943	0.0005363887927
1944	0.0005363120792
1945	0.0005340553625
1946	0.0005275690636
1947	0.0005221251355
1948	0.0005093667257
1949	0.0005071744763
1950	0.0005045903762
1951	0.0005020287367
1952	0.0004998229462
1953	0.0004994719704
1954	0.0004961734498
1955	0.0004955492203
1956	0.0004946804669
1957	0.0004927194542
1958	0.0004918109625
1959	0.0004909851512
1960	0.0004901218817
1961	0.0004846066896
1962	0.0004802327321
1e-06
1886	3.052156289e-06
1887	3.030115713e-06
1888	3.021018347e-06
1889	3.004864024e-06
1890	2.986207374e-06
1891	2.981619787e-06
1892	2.960382861e-06
1893	2.92134567e-06
1894	2.91814522e-06
1895	2.901005686e-06
1896	2.894846288e-06
1897	2.868933869e-06
1898	2.862821769e-06
1899	2.858461347e-06
1900	2.847658845e-06
1901	2.826895256e-06
1902	2.804459557e-06
1903	2.797141827e-06
1904	2.788261067e-06
1905	2.763029187e-06
1906	2.750932156e-06
1907	2.723359251e-06
1908	2.711887435e-06
1909	2.668898304e-06
1910	2.659881632e-06
1911	2.656047862e-06
1912	2.645569333e-06
1913	2.632301305e-06
1914	2.625811052e-06
1915	2.616005327e-06
1916	2.601072e-06
1917	2.595233351e-06
1918	2.590817558e-06
1919	2.58897161e-06
1920	2.575542842e-06
1921	2.566041335e-06
1922	2.554241616e-06
1923	2.548203298e-06
1924	2.542469374e-06
1925	2.531295023e-06
1926	2.522893105e-06
1927	2.470556614e-06
1928	2.46639078e-06
1929	2.465188078e-06
1930	2.434925318e-06
1931	2.430774809e-06
1932	2.426354708e-06
1933	2.424994447e-06
1934	2.408845777e-06
1935	2.389456857e-06
1936	2.380927905e-06
1937	2.35748981e-06
1938	2.35370781e-06
1939	2.347304113e-06
1940	2.341299248e-06
1941	2.293545755e-06
1942	2.289392255e-06
1943	2.286078792e-06
1944	2.276346755e-06
1945	2.262382998e-06
1946	2.220047136e-06
1947	2.180706288e-06
1948	2.176224936e-06
1949	2.171120744e-06
1950	2.08184244e-06
1951	2.060530524e-06
1952	2.056899067e-06
1953	2.04918362e-06
1954	2.040051337e-06
1955	2.031596421e-06
1956	2.029911434e-06
1957	2.018118667e-06
1958	1.932656178e-06
1959	1.930255568e-06
1960	1.923994709e-06
1961	1.920733324e-06
1962	1.919133369e-06
