iter	RMSE
542	0.5114399447
543	0.5074253086
544	0.5043266878
545	0.5035158833
546	0.5028820198
547	0.4992013457
548	0.4983101809
549	0.4953331379
550	0.4897180939
551	0.4888347092
552	0.4867426347
553	0.4855498505
554	0.4830345042
555	0.4808319679
556	0.4795323665
557	0.4774358431
558	0.473746501
559	0.4672785811
560	0.4641314706
561	0.4631004884
562	0.4627964337
563	0.4620408905
564	0.4604194347
565	0.4597462856
566	0.45821564
567	0.4536848268
568	0.4492612188
569	0.4480441092
570	0.4474150442
571	0.4452720104
572	0.4440124895
573	0.4425950388
574	0.440988932
575	0.4393211521
576	0.4375272075
577	0.4370919618
578	0.4361146544
579	0.4326908182
580	0.4285943055
581	0.428048465
582	0.4266771662
583	0.4243461582
584	0.4233506465
585	0.4216928329
586	0.4197877599
587	0.4169454962
588	0.4157752497
589	0.4147904888
590	0.4138388146
591	0.4094255602
592	0.4059037647
593	0.3964657972
594	0.3957438882
595	0.3947605699
596	0.3928584114
597	0.391687269
598	0.3870996366
599	0.3865599918
600	0.385401421
601	0.3832492387
602	0.3826271484
603	0.3800598196
604	0.3781151647
605	0.3722481213
606	0.3703415292
607	0.3680971501
608	0.3668395675
609	0.3661170753
610	0.3641213645
611	0.3578510358
612	0.3557220514
613	0.350918032
614	0.3483500939
615	0.3451652013
616	0.3432721898
617	0.3415400229
618	0.339237425
619	0.3376051627
620	0.3370510637
621	0.3363514608
622	0.3355440267
623	0.3346896374
624	0.3337909409
625	0.331753584
626	0.3295268878
627	0.3288996228
628	0.3243159202
629	0.3219171713
630	0.3210855362
631	0.3178898674
632	0.3174740658
633	0.3165182871
634	0.3150973101
635	0.314528638
636	0.3098564024
637	0.3085662762
638	0.3040989051
639	0.2998032349
640	0.2953572833
641	0.2944727391
642	0.2919672063
643	0.2893921367
644	0.2859251593
645	0.2835574609
646	0.2829825833
647	0.280785651
648	0.2803701704
649	0.2794288926
650	0.2785104836
651	0.2730885807
652	0.2727368714
653	0.271324718
654	0.2699254159
655	0.2671666158
656	0.2643801764
657	0.2640653637
658	0.2633568097
659	0.2629600378
660	0.2624820017
661	0.261434919
662	0.261237613
663	0.2603910835
664	0.2588309939
665	0.2584953674
666	0.2578143412
667	0.2572964213
668	0.255443702
669	0.2543965884
670	0.2539317013
671	0.2522092511
672	0.2508205713
673	0.2504499895
674	0.2500736152
675	0.2484208052
676	0.2474232061
677	0.2465964573
678	0.2457157992
679	0.2453401954
680	0.2445552544
681	0.2426712476
682	0.2402534602
683	0.2395081514
684	0.2359566055
685	0.2349019648
686	0.2335337869
687	0.2326949618
688	0.2310054877
689	0.2281592044
690	0.227517887
691	0.2270673795
692	0.2269575164
693	0.2265276636
694	0.2213725729
695	0.2211646165
696	0.2208799025
697	0.2205424471
698	0.2197243687
699	0.219362249
700	0.217649369
701	0.2170397349
702	0.2150318999
703	0.2141157206
704	0.2098629348
705	0.2094165861
706	0.2079898087
707	0.2070944762
708	0.2052046841
709	0.2042401396
710	0.2016799936
711	0.1993645529
712	0.198225411
713	0.197686861
714	0.1958772462
715	0.195108548
716	0.1942327599
717	0.1941318505
718	0.1937353576
719	0.1926731989
720	0.1916755861
721	0.1879376509
722	0.1869177681
723	0.1857841343
724	0.1840077219
725	0.1816207611
726	0.1802914834
727	0.1791703423
728	0.178685435
729	0.1785527997
730	0.1758830977
731	0.1758169675
732	0.1752244389
733	0.1747597746
734	0.1743181984
735	0.1735752887
736	0.1727325838
737	0.1721590696
738	0.1711819893
739	0.1707634172
740	0.169402303
741	0.1648797541
742	0.1645692685
743	0.164337509
744	0.1639160343
745	0.1636117262
746	0.1634082752
747	0.1630918191
748	0.1603914579
749	0.1590884651
750	0.1587013193
751	0.1574725141
752	0.1565111478
753	0.1558139716
754	0.1555292898
755	0.1545840074
756	0.1540620721
757	0.1534558962
758	0.1531743968
759	0.1528901336
760	0.1525834125
761	0.1523344601
762	0.1512335164
763	0.1510676694
764	0.1505781702
765	0.1504667425
766	0.149541134
767	0.1486914653
768	0.1478645011
769	0.147637943
770	0.1473944498
771	0.146920778
772	0.1467949012
773	0.1463910616
774	0.1448404003
775	0.1440206502
776	0.143199937
777	0.1431023558
778	0.139704288
779	0.1393958613
780	0.138821069
781	0.1383539207
782	0.1381812734
783	0.1375192665
784	0.1364880717
785	0.135889494
786	0.1339594934
787	0.1339165588
788	0.1332010055
789	0.1328596001
790	0.1325124385
791	0.1319183821
792	0.1294226524
793	0.1291322941
794	0.1283226235
795	0.1277340873
796	0.125303741
797	0.1249040216
798	0.1247990866
799	0.1245096945
800	0.1242230233
801	0.1240731654
802	0.1219789565
803	0.1218280522
804	0.1210300961
805	0.1209670809
806	0.1200695505
807	0.1187054577
808	0.1180475872
809	0.1176867503
810	0.1171967101
811	0.1168615483
812	0.1167743306
813	0.1162912361
814	0.1160155473
815	0.1159396838
816	0.1150720614
817	0.1148892266
818	0.1144611795
819	0.114094476
820	0.1140244974
821	0.1139076252
822	0.1113146588
823	0.1105123254
824	0.1103240033
825	0.1100180618
826	0.1097858279
827	0.1096072927
828	0.1093942397
829	0.1070186202
830	0.1067458484
831	0.1060777895
832	0.1033028288
833	0.101699379
834	0.1014115585
835	0.1009844184
836	0.1004954111
837	0.1002337276
838	0.09961066588
839	0.09899078917
840	0.09859436135
841	0.09810474864
842	0.09754562032
843	0.09726092111
844	0.09699430093
845	0.09660706264
846	0.09591793521
847	0.0951657641
848	0.09474222943
849	0.09462781539
850	0.09440206698
851	0.09425910851
852	0.0931734592
853	0.09285036762
854	0.09245874318
855	0.09161853521
856	0.09141920978
857	0.09076787347
858	0.09022731805
859	0.08956152764
860	0.08891071729
861	0.08864107207
862	0.08860278291
863	0.08810213734
864	0.08755856829
865	0.08700582817
866	0.08585213899
867	0.0852144161
868	0.08509026913
869	0.08499423867
870	0.0848299691
871	0.08429728839
872	0.08426421544
873	0.08396802576
874	0.08311859184
875	0.08256723525
876	0.08254029914
877	0.08232384307
878	0.08217405873
879	0.08198716234
880	0.08181387753
881	0.08154407193
882	0.08073645912
883	0.08067428023
884	0.08028848199
885	0.07999943688
886	0.07988350168
887	0.07963637719
888	0.07947765325
889	0.07925681756
890	0.07902794352
891	0.07848599439
892	0.07821119662
893	0.07668492166
894	0.0754440421
895	0.07493843542
896	0.07341404542
897	0.07248087517
898	0.07223543443
899	0.07102038656
900	0.07051420258
901	0.06977366948
902	0.0697383971
903	0.06960761569
904	0.06927659229
905	0.06912558235
906	0.0689181528
907	0.06864508549
908	0.06808116314
909	0.06679362489
910	0.0666298441
911	0.06616828936
912	0.06583477431
913	0.06576953993
914	0.06541201109
915	0.06489766439
916	0.0645931442
917	0.06414788988
918	0.0631231114
919	0.06293278237
920	0.0628010986
921	0.06204086454
922	0.06170089265
923	0.06162925856
924	0.0610637941
925	0.06102664918
926	0.06075163355
927	0.06029888933
928	0.06015933842
929	0.05986304275
930	0.05965298674
931	0.05950341812
932	0.05927156189
933	0.05912092406
934	0.05897608627
935	0.0586795478
936	0.0582579228
937	0.0581478058
938	0.05797285494
939	0.05763559909
940	0.05743526527
941	0.05710759448
942	0.05699999787
943	0.05626774214
944	0.05583718211
945	0.05535206627
946	0.05531766637
947	0.05511077589
948	0.0548276802
949	0.05462174211
950	0.05448768145
951	0.05374816325
952	0.05361274305
953	0.05332880277
954	0.05271974822
955	0.05253356463
956	0.05204408442
957	0.05116359643
958	0.05094399913
959	0.05085433115
960	0.05078281606
961	0.05047352841
962	0.05037657205
963	0.05002522563
964	0.04985245103
965	0.04973241071
966	0.04930949643
967	0.04872275669
968	0.04865316933
969	0.0484213066
970	0.04829853015
971	0.04820568056
972	0.04814282435
973	0.0480241449
974	0.04790248879
975	0.04748046544
976	0.04735383392
977	0.04726121082
978	0.04720306558
979	0.04679846819
980	0.0466315212
981	0.04654357625
982	0.04646426919
983	0.0463707421
984	0.04628072903
985	0.04601769654
986	0.04579312718
987	0.04566262539
988	0.04543647326
989	0.04530034384
990	0.04520681881
991	0.04509934676
992	0.04472915467
993	0.04433296238
994	0.04353484381
995	0.04335320044
996	0.04317104086
997	0.04292840614
998	0.04246442296
999	0.04240757696
1000	0.04200925355
1001	0.04160532506
1002	0.04134709758
1003	0.04092201845
1004	0.04086672344
1005	0.04069012595
1006	0.04061438879
1007	0.04045189222
1008	0.04010314554
1009	0.04004556512
1010	0.03981650418
1011	0.03968469831
1012	0.0396507288
1013	0.03945358188
1014	0.03935434271
1015	0.03927661076
1016	0.038963675
1017	0.03892115363
1018	0.03856962649
1019	0.03846898736
1020	0.03841337007
1021	0.03825090146
1022	0.0381671808
1023	0.03791922286
1024	0.03768457941
1025	0.0375405344
1026	0.03747677577
1027	0.03725726477
1028	0.03706849788
1029	0.03685915852
1030	0.03677259388
1031	0.0367007382
1032	0.03666460867
1033	0.03659393097
1034	0.03638245179
1035	0.03622295406
1036	0.03613393114
1037	0.03599585159
1038	0.03598018554
1039	0.03595105156
1040	0.03579512618
1041	0.03569391622
1042	0.03551538179
1043	0.03511262945
1044	0.03507475406
1045	0.03485562649
1046	0.03478365922
1047	0.03475094278
1048	0.03470062412
1049	0.03463923738
1050	0.03447372237
1051	0.03431750754
1052	0.03416666325
1053	0.03336505071
1054	0.0331820114
1055	0.03308229288
1056	0.03305235051
1057	0.03298144983
1058	0.03262931339
1059	0.03238489301
1060	0.03226896208
1061	0.03212568439
1062	0.03203998717
1063	0.03196828495
1064	0.03188494722
1065	0.03181883356
1066	0.03174519198
1067	0.03171469532
1068	0.03150186065
1069	0.03129090674
1070	0.03113762829
1071	0.03101159687
1072	0.03034351376
1073	0.0303223976
1074	0.03028929401
1075	0.0302459141
1076	0.03019520967
1077	0.03012437121
1078	0.02998326668
1079	0.02982111489
1080	0.02975371026
1081	0.02970538392
1082	0.02965462395
1083	0.02964073137
1084	0.02957079599
1085	0.02885307871
1086	0.02878432045
1087	0.02876542655
1088	0.02869814405
1089	0.02840880301
1090	0.02828688346
1091	0.02825762602
1092	0.02799681939
1093	0.02792137032
1094	0.02785316457
1095	0.02758399234
1096	0.02755705183
1097	0.02678733723
1098	0.02660156294
1099	0.02648301949
1100	0.0264100407
1101	0.02631973386
1102	0.02603941899
1103	0.02601624407
1104	0.0259386462
1105	0.02592426665
1106	0.02588910349
1107	0.02560552166
1108	0.02554534076
1109	0.025310471
1110	0.02527045715
1111	0.02521606104
1112	0.02520518711
1113	0.02500101683
1114	0.02495653286
1115	0.02478841142
1116	0.02469267819
1117	0.02464249085
1118	0.02447560841
1119	0.02425262482
1120	0.02384833409
1121	0.0237069658
1122	0.02366841129
1123	0.02363738613
1124	0.0236124049
1125	0.02348141292
1126	0.02338622665
1127	0.02269540711
1128	0.02261795949
1129	0.02223620556
1130	0.02211684964
1131	0.02200353156
1132	0.02185372815
1133	0.0217759926
1134	0.02172995184
1135	0.02156575102
1136	0.02143147879
1137	0.02139920058
1138	0.0210798979
1139	0.02103897681
1140	0.02096614944
1141	0.02093465463
1142	0.02088972975
1143	0.02078141345
1144	0.020584483
1145	0.02049090485
1146	0.0204403026
1147	0.02038240191
1148	0.02036705266
1149	0.02033994845
1150	0.02032653522
1151	0.0202830096
1152	0.02014800849
1153	0.01974627542
1154	0.01964390115
1155	0.01952639542
1156	0.01920715372
1157	0.01917626589
1158	0.01910304577
1159	0.01900593256
1160	0.01890365024
1161	0.01873775713
1162	0.01870607259
1163	0.01843698332
1164	0.0184089284
1165	0.0182507936
1166	0.0182215407
1167	0.01809607277
1168	0.01799957468
1169	0.01798944991
1170	0.01796149374
1171	0.01779783912
1172	0.0177711419
1173	0.01774875332
1174	0.01770924477
1175	0.01767457767
1176	0.01764863635
1177	0.01752287958
1178	0.01749917205
1179	0.01728420587
1180	0.01720045165
1181	0.01715990689
1182	0.01710777109
1183	0.01707966571
1184	0.01707420258
1185	0.01697985315
1186	0.01695615245
1187	0.01685684465
1188	0.01682739331
1189	0.01677696196
1190	0.01676949679
1191	0.01673901982
1192	0.01671562478
1193	0.01650725185
1194	0.01644684141
1195	0.01641671981
1196	0.01638541166
1197	0.01637503399
1198	0.0163096925
1199	0.01617800266
1200	0.01614832631
1201	0.01605047642
1202	0.01587731761
1203	0.01571165305
1204	0.01554224203
1205	0.01549745896
1206	0.01545243099
1207	0.01543544437
1208	0.01526950019
1209	0.01525643279
1210	0.01523293492
1211	0.01512482297
1212	0.01510901157
1213	0.0150920764
1214	0.01507948286
1215	0.01506039322
1216	0.01505293232
1217	0.01501145091
1218	0.01486639197
1219	0.01483835773
1220	0.0148126539
1221	0.01480499847
1222	0.0147909179
1223	0.01462518605
1224	0.01455469352
1225	0.01446978357
1226	0.01444292264
1227	0.01441436336
1228	0.01409964834
1229	0.01382499497
1230	0.01379923174
1231	0.01351415532
1232	0.01349576636
1233	0.01323211735
1234	0.01321280993
1235	0.01300633891
1236	0.01296978003
1237	0.01295128694
1238	0.01293121765
1239	0.01286021665
1240	0.01283793585
1241	0.01283243412
1242	0.01278719818
1243	0.01261403694
1244	0.01244744163
1245	0.01243492685
1246	0.01234988219
1247	0.0123160553
1248	0.01227826272
1249	0.01214941697
1250	0.01213262285
1251	0.01210903014
1252	0.01197839959
1253	0.01197147718
1254	0.01192639294
1255	0.0118340719
1256	0.01181548058
1257	0.01157186163
1258	0.01146933782
1259	0.01143680363
1260	0.01134355971
1261	0.01121326672
1262	0.01118450835
1263	0.01113817405
1264	0.01104999838
1265	0.0109940905
1266	0.01099222668
1267	0.01093544149
1268	0.01087067753
1269	0.01070765534
1270	0.01070031775
1271	0.01063543329
1272	0.01045579574
1273	0.01042943392
1274	0.01042300313
1275	0.01040533711
1276	0.0103758596
1277	0.01033666261
1278	0.01031590047
1279	0.01024167912
1280	0.0101576737
1281	0.01015265554
1282	0.01013167076
1283	0.01010048902
1284	0.01007598521
1285	0.01001236226
1286	0.009976170231
1287	0.009956606733
1288	0.009947221013
1289	0.009841486656
1290	0.009820712906
1291	0.009786109441
1292	0.009702401627
1293	0.009687239507
1294	0.009570721788
1295	0.009388424133
1296	0.009364170433
1297	0.009353700214
1298	0.009310749041
1299	0.009271907727
1300	0.009238411848
1301	0.009235841676
1302	0.009229481414
1303	0.009208363227
1304	0.009163119193
1305	0.00908486883
1306	0.009081345452
1307	0.009065335009
1308	0.009051241064
1309	0.008992759908
1310	0.008972457148
1311	0.008929317378
1312	0.008877225218
1313	0.008869587609
1314	0.00885398472
1315	0.008786379051
1316	0.008772032949
1317	0.00874856064
1318	0.008691642389
1319	0.008687493305
1320	0.00860761431
1321	0.008569173609
1322	0.008559779424
1323	0.008465032684
1324	0.008461996371
1325	0.008449507826
1326	0.008400681192
1327	0.008392397909
1328	0.00832433037
1329	0.008223023914
1330	0.008135575872
1331	0.008018050572
1332	0.008001173453
1333	0.007907061474
1334	0.007899335787
1335	0.007860077562
1336	0.007825829763
1337	0.007815967089
1338	0.00780757891
1339	0.007696171294
1340	0.007636151472
1341	0.007608056028
1342	0.007595409642
1343	0.007584756381
1344	0.007579134956
1345	0.007575376844
1346	0.00750801752
1347	0.007437863254
1348	0.007424767631
1349	0.007408560483
1350	0.007393306898
1351	0.007388273737
1352	0.007360938017
1353	0.00721677678
1354	0.007202750453
1355	0.007196696195
1356	0.007176681484
1357	0.007147789319
1358	0.0071270101
1359	0.007123561579
1360	0.007072118074
1361	0.006917972334
1362	0.006908040787
1363	0.006888831469
1364	0.006883916049
1365	0.006869304338
1366	0.006822796429
1367	0.006808314263
1368	0.006805512964
1369	0.006800032893
1370	0.006790999471
1371	0.006780890065
1372	0.006689452223
1373	0.00667501044
1374	0.006650042064
1375	0.006643628785
1376	0.006639472909
1377	0.006635680549
1378	0.006608581655
1379	0.006596541236
1380	0.006591933012
1381	0.006571600523
1382	0.006500149716
1383	0.006430128166
1384	0.006292957321
1385	0.00629144878
1386	0.006285644055
1387	0.006273782835
1388	0.00621040592
1389	0.006190627654
1390	0.006169351005
1391	0.006095859381
1392	0.006059401266
1393	0.006040555987
1394	0.006030159057
1395	0.006009336897
1396	0.005983631777
1397	0.005968807251
1398	0.005954751114
1399	0.005939798194
1400	0.005860348989
1401	0.005851195451
1402	0.005848785484
1403	0.005829701385
1404	0.005769859172
1405	0.005751701028
1406	0.005748873968
1407	0.005733952741
1408	0.005665852734
1409	0.005650088834
1410	0.005620354578
1411	0.005617769735
1412	0.005613121666
1413	0.005587800804
1414	0.005489708026
1415	0.005483888414
1416	0.005458022871
1417	0.005454553012
1418	0.00541864118
1419	0.005410216785
1420	0.00539152275
1421	0.005385654457
1422	0.005359680641
1423	0.005337708071
1424	0.005325886369
1425	0.005314714079
1426	0.005310641173
1427	0.005297413488
1428	0.00525935548
1429	0.005255773269
1430	0.005253467076
1431	0.005190985212
1432	0.005179193977
1433	0.005176368509
1434	0.00517009561
1435	0.005154710432
1436	0.005147001974
1437	0.005140071036
1438	0.005137768149
1439	0.005127060226
1440	0.005125970041
1441	0.005085590433
1442	0.005079134629
1443	0.005062420525
1444	0.005050053557
1445	0.005045673146
1446	0.004968971354
1447	0.004960615082
1448	0.004942961334
1449	0.004858394335
1450	0.00483301674
1451	0.00475656665
1452	0.004722986789
1453	0.004696806273
1454	0.004694823137
1455	0.004679988523
1456	0.004671373746
1457	0.004665517711
1458	0.004644012546
1459	0.004641850484
1460	0.004637706642
1461	0.004633168515
1462	0.004616257853
1463	0.004615008598
1464	0.00460047828
1465	0.004531600668
1466	0.004507854984
1467	0.004505520275
1468	0.004488778953
1469	0.004486796218
1470	0.004475957782
1471	0.004471580612
1472	0.0044629555
1473	0.004370195754
1474	0.004354611032
1475	0.004342933242
1476	0.00433179995
1477	0.004310710096
1478	0.004257248573
1479	0.00425035954
1480	0.004242487103
1481	0.004236448631
1482	0.004207779999
1483	0.004201384798
1484	0.004194209159
1485	0.004151503317
1486	0.004145199312
1487	0.004133713937
1488	0.004109327424
1489	0.004076029323
1490	0.00407056225
1491	0.004039626877
1492	0.004028821773
1493	0.004025921929
1494	0.004021204681
1495	0.004012700754
1496	0.004003006472
1497	0.003997378711
1498	0.003965042972
1499	0.003949281731
1500	0.003930426155
1501	0.003920874281
1502	0.003891165499
1503	0.00388609069
1504	0.003884235328
1505	0.003872924647
1506	0.003865989584
1507	0.003861082794
1508	0.003856362015
1509	0.003851955204
1510	0.003834343243
1511	0.00382057396
1512	0.003800881876
1513	0.003792513776
1514	0.003771980916
1515	0.003762567959
1516	0.003744066632
1517	0.003655668303
1518	0.003646616009
1519	0.003631819338
1520	0.003628529502
1521	0.003620005116
1522	0.003609769811
1523	0.003601251994
1524	0.003599276087
1525	0.003595840228
1526	0.003561216392
1527	0.003548468593
1528	0.003545872146
1529	0.003492176487
1530	0.003489620159
1531	0.003449071159
1532	0.003444249207
1533	0.003440487404
1534	0.003422510166
1535	0.003360276753
1536	0.00335756231
1537	0.003350105489
1538	0.003335686253
1539	0.003294743003
1540	0.003271092368
1541	0.003224491395
1542	0.003217528013
1543	0.003212867142
1544	0.00319328747
1545	0.003190829756
1546	0.003184721695
