index,target_value,target_zscore,Bed_value,Bath_value,Car_value,Land Size (sqm)_value,Floor Size (sqm)_value,Year Built_value,Days on Market_value,Capital Value_value,Last Rental Price_value,Bed_zscore,Bath_zscore,Car_zscore,Land Size (sqm)_zscore,Floor Size (sqm)_zscore,Year Built_zscore,Days on Market_zscore,Capital Value_zscore,Last Rental Price_zscore
672,435.0,-1.2590666666666666,2,1,1.0,354.0,61.0,1875.0,7.0,370000,435.0,-0.6745,0.0,0.0,-0.9707757009345794,-1.3265166666666666,-2.3607500000000003,0.0,-1.716909090909091,-1.2590666666666666
675,399.0,-1.5828266666666666,2,1,1.0,508.0,67.0,1975.0,7.0,385000,399.0,-0.6745,0.0,0.0,0.0,-1.1916166666666668,-0.11241666666666666,0.0,-1.6249318181818182,-1.5828266666666666
681,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1965.0,7.0,390000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.5942727272727273,-1.1241666666666668
687,350.0,-2.0235,2,1,1.0,508.0,70.0,1975.0,7.0,345000,350.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.8702045454545455,-2.0235
697,440.0,-1.2141,2,1,1.0,508.0,72.0,1980.0,7.0,450000,440.0,-0.6745,0.0,0.0,0.0,-1.0792,0.0,0.0,-1.2263636363636363,-1.2141
708,400.0,-1.5738333333333332,2,1,1.0,508.0,70.0,1975.0,7.0,390000,400.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.5942727272727273,-1.5738333333333332
709,440.0,-1.2141,2,1,1.0,508.0,95.0,2014.0,7.0,455000,440.0,-0.6745,0.0,0.0,0.0,-0.5620833333333334,0.7644333333333333,0.0,-1.1957045454545454,-1.2141
713,390.0,-1.6637666666666666,2,1,1.0,508.0,77.0,2000.0,7.0,380000,390.0,-0.6745,0.0,0.0,0.0,-0.9667833333333333,0.44966666666666666,0.0,-1.6555909090909091,-1.6637666666666666
717,440.0,-1.2141,2,1,1.0,508.0,60.0,1975.0,7.0,355000,440.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.8088863636363637,-1.2141
718,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,2019.0,7.0,450000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.8768499999999999,0.0,-1.2263636363636363,-1.1241666666666668
721,380.0,-1.7537,2,1,1.0,508.0,60.0,1975.0,7.0,350000,380.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.8395454545454546,-1.7537
722,350.0,-2.0235,2,1,1.0,506.0,102.0,1920.0,7.0,610000,350.0,-0.6745,0.0,0.0,-0.01260747663551402,-0.4047,-1.349,0.0,-0.24527272727272728,-2.0235
740,400.0,-1.5738333333333332,2,1,1.0,508.0,60.0,1965.0,7.0,330000,400.0,-0.6745,0.0,0.0,0.0,-1.349,-0.33725,0.0,-1.9621818181818182,-1.5738333333333332
742,400.0,-1.5738333333333332,2,1,1.0,508.0,80.0,1970.0,7.0,310000,400.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.22483333333333333,0.0,-2.0848181818181817,-1.5738333333333332
746,460.0,-1.0342333333333333,2,1,1.0,508.0,67.0,2017.0,7.0,435000,460.0,-0.6745,0.0,0.0,0.0,-1.1916166666666668,0.8318833333333333,0.0,-1.318340909090909,-1.0342333333333333
753,410.0,-1.4839,2,1,1.0,508.0,88.0,1970.0,7.0,350000,410.0,-0.6745,0.0,0.0,0.0,-0.7194666666666667,-0.22483333333333333,0.0,-1.8395454545454546,-1.4839
754,430.0,-1.3040333333333332,2,1,1.0,508.0,90.0,1995.0,7.0,415000,430.0,-0.6745,0.0,0.0,0.0,-0.6745,0.33725,0.0,-1.4409772727272727,-1.3040333333333332
755,400.0,-1.5738333333333332,2,1,1.0,508.0,90.0,1990.0,7.0,415000,400.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-1.4409772727272727,-1.5738333333333332
756,410.0,-1.4839,2,1,1.0,508.0,70.0,1965.0,7.0,360000,410.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.7782272727272728,-1.4839
757,460.0,-1.0342333333333333,2,1,1.0,508.0,70.0,1975.0,7.0,370000,460.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.716909090909091,-1.0342333333333333
760,450.0,-1.1241666666666668,2,1,1.0,270.0,59.0,1960.0,7.0,340000,450.0,-0.6745,0.0,0.0,-1.5002897196261682,-1.3714833333333334,-0.44966666666666666,0.0,-1.9008636363636364,-1.1241666666666668
766,460.0,-1.0342333333333333,2,1,1.0,739.0,90.0,1950.0,7.0,465000,460.0,-0.6745,0.0,0.0,1.456163551401869,-0.6745,-0.6745,0.0,-1.1343863636363636,-1.0342333333333333
769,440.0,-1.2141,2,1,1.0,508.0,64.0,1970.0,7.0,375000,440.0,-0.6745,0.0,0.0,0.0,-1.2590666666666666,-0.22483333333333333,0.0,-1.68625,-1.2141
773,460.0,-1.0342333333333333,2,1,1.0,508.0,100.0,1970.0,7.0,430000,460.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.22483333333333333,0.0,-1.349,-1.0342333333333333
778,900.0,2.9228333333333336,2,1,1.0,481.0,70.0,1950.0,7.0,565000,900.0,-0.6745,0.0,0.0,-0.17020093457943927,-1.1241666666666668,-0.6745,0.0,-0.5212045454545454,2.9228333333333336
793,460.0,-1.0342333333333333,2,1,1.0,508.0,100.0,1960.0,7.0,640000,460.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.44966666666666666,0.0,-0.06131818181818182,-1.0342333333333333
799,380.0,-1.7537,2,1,1.0,508.0,80.0,1970.0,7.0,560000,380.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.22483333333333333,0.0,-0.5518636363636363,-1.7537
833,700.0,1.1241666666666668,2,1,1.0,508.0,120.0,1970.0,7.0,690000,700.0,-0.6745,0.0,0.0,0.0,0.0,-0.22483333333333333,0.0,0.24527272727272728,1.1241666666666668
835,390.0,-1.6637666666666666,2,1,1.0,508.0,70.0,1970.0,7.0,560000,390.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-0.5518636363636363,-1.6637666666666666
848,410.0,-1.4839,2,1,1.0,508.0,92.0,1940.0,7.0,720000,410.0,-0.6745,0.0,0.0,0.0,-0.6295333333333333,-0.8993333333333333,0.0,0.42922727272727274,-1.4839
851,340.0,-2.113433333333333,2,1,1.0,508.0,81.0,1940.0,7.0,550000,340.0,-0.6745,0.0,0.0,0.0,-0.8768499999999999,-0.8993333333333333,0.0,-0.6131818181818182,-2.113433333333333
857,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1970.0,7.0,630000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-0.12263636363636364,-1.1241666666666668
864,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1970.0,7.0,465000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.22483333333333333,0.0,-1.1343863636363636,-1.3939666666666666
870,410.0,-1.4839,2,1,1.0,508.0,80.0,1975.0,7.0,500000,410.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-0.9197727272727273,-1.4839
883,450.0,-1.1241666666666668,2,1,1.0,432.0,80.0,1930.0,7.0,570000,450.0,-0.6745,0.0,0.0,-0.4790841121495327,-0.8993333333333333,-1.1241666666666668,0.0,-0.49054545454545456,-1.1241666666666668
887,450.0,-1.1241666666666668,2,1,1.0,508.0,61.0,1970.0,7.0,435000,450.0,-0.6745,0.0,0.0,0.0,-1.3265166666666666,-0.22483333333333333,0.0,-1.318340909090909,-1.1241666666666668
890,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,380000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.6555909090909091,-1.3939666666666666
892,350.0,-2.0235,2,1,1.0,506.0,71.0,1910.0,7.0,490000,350.0,-0.6745,0.0,0.0,-0.01260747663551402,-1.1016833333333333,-1.5738333333333332,0.0,-0.9810909090909091,-2.0235
893,400.0,-1.5738333333333332,2,1,1.0,508.0,50.0,1975.0,7.0,310000,400.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-2.0848181818181817,-1.5738333333333332
896,420.0,-1.3939666666666666,2,1,1.0,508.0,70.0,1985.0,7.0,425000,420.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.11241666666666666,0.0,-1.379659090909091,-1.3939666666666666
904,390.0,-1.6637666666666666,2,1,1.0,508.0,62.0,1970.0,7.0,350000,390.0,-0.6745,0.0,0.0,0.0,-1.3040333333333334,-0.22483333333333333,0.0,-1.8395454545454546,-1.6637666666666666
907,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1980.0,7.0,470000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.0,0.0,-1.1037272727272727,-1.3040333333333332
910,445.0,-1.1691333333333334,2,1,1.0,508.0,64.0,1950.0,7.0,440000,445.0,-0.6745,0.0,0.0,0.0,-1.2590666666666666,-0.6745,0.0,-1.2876818181818181,-1.1691333333333334
920,420.0,-1.3939666666666666,2,1,1.0,506.0,78.0,1905.0,7.0,415000,420.0,-0.6745,0.0,0.0,-0.01260747663551402,-0.9443,-1.68625,0.0,-1.4409772727272727,-1.3939666666666666
934,400.0,-1.5738333333333332,2,1,1.0,508.0,70.0,1990.0,7.0,360000,400.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.22483333333333333,0.0,-1.7782272727272728,-1.5738333333333332
946,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,1970.0,7.0,450000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.22483333333333333,0.0,-1.2263636363636363,-1.1241666666666668
949,420.0,-1.3939666666666666,2,1,1.0,508.0,70.0,1970.0,7.0,420000,420.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-1.4103181818181818,-1.3939666666666666
980,460.0,-1.0342333333333333,2,1,1.0,551.0,80.0,1995.0,7.0,300000,460.0,-0.6745,0.0,0.0,0.27106074766355137,-0.8993333333333333,0.33725,0.0,-2.1461363636363635,-1.0342333333333333
991,400.0,-1.5738333333333332,2,1,1.0,508.0,70.0,1975.0,7.0,370000,400.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.716909090909091,-1.5738333333333332
993,320.0,-2.2933,2,1,1.0,508.0,60.0,1975.0,7.0,310000,320.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.0848181818181817,-2.2933
994,380.0,-1.7537,2,1,1.0,508.0,59.0,2000.0,7.0,320000,380.0,-0.6745,0.0,0.0,0.0,-1.3714833333333334,0.44966666666666666,0.0,-2.0235,-1.7537
995,400.0,-1.5738333333333332,2,1,1.0,508.0,54.0,2000.0,7.0,320000,400.0,-0.6745,0.0,0.0,0.0,-1.4838999999999998,0.44966666666666666,0.0,-2.0235,-1.5738333333333332
996,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1975.0,7.0,290000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-2.2074545454545453,-1.1241666666666668
999,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1975.0,7.0,380000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.6555909090909091,-1.3939666666666666
1003,350.0,-2.0235,2,1,1.0,508.0,70.0,1975.0,7.0,335000,350.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.9315227272727273,-2.0235
1009,400.0,-1.5738333333333332,2,1,1.0,508.0,100.0,1990.0,7.0,460000,400.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,0.22483333333333333,0.0,-1.1650454545454545,-1.5738333333333332
1029,460.0,-1.0342333333333333,2,1,1.0,508.0,72.0,1970.0,7.0,390000,460.0,-0.6745,0.0,0.0,0.0,-1.0792,-0.22483333333333333,0.0,-1.5942727272727273,-1.0342333333333333
1033,390.0,-1.6637666666666666,2,1,1.0,508.0,70.0,1975.0,7.0,355000,390.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.8088863636363637,-1.6637666666666666
1034,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,275000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.299431818181818,-1.3939666666666666
1036,395.0,-1.6188,2,1,1.0,508.0,61.0,1975.0,7.0,345000,395.0,-0.6745,0.0,0.0,0.0,-1.3265166666666666,-0.11241666666666666,0.0,-1.8702045454545455,-1.6188
1037,385.0,-1.7087333333333334,2,1,1.0,508.0,61.0,1975.0,7.0,345000,385.0,-0.6745,0.0,0.0,0.0,-1.3265166666666666,-0.11241666666666666,0.0,-1.8702045454545455,-1.7087333333333334
1039,395.0,-1.6188,2,1,1.0,508.0,61.0,1975.0,7.0,345000,395.0,-0.6745,0.0,0.0,0.0,-1.3265166666666666,-0.11241666666666666,0.0,-1.8702045454545455,-1.6188
1049,460.0,-1.0342333333333333,2,1,1.0,251.0,89.0,2016.0,7.0,475000,460.0,-0.6745,0.0,0.0,-1.6200607476635513,-0.6969833333333334,0.8094,0.0,-1.0730681818181818,-1.0342333333333333
1060,410.0,-1.4839,2,1,1.0,508.0,60.0,1985.0,7.0,320000,410.0,-0.6745,0.0,0.0,0.0,-1.349,0.11241666666666666,0.0,-2.0235,-1.4839
1062,385.0,-1.7087333333333334,2,1,1.0,508.0,60.0,1975.0,7.0,310000,385.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.0848181818181817,-1.7087333333333334
1063,450.0,-1.1241666666666668,2,1,1.0,508.0,60.0,1975.0,7.0,310000,450.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.0848181818181817,-1.1241666666666668
1064,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,310000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.0848181818181817,-1.3939666666666666
1065,380.0,-1.7537,2,1,1.0,508.0,60.0,1975.0,7.0,370000,380.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.716909090909091,-1.7537
1066,450.0,-1.1241666666666668,2,1,1.0,508.0,74.0,1990.0,7.0,495000,450.0,-0.6745,0.0,0.0,0.0,-1.0342333333333333,0.22483333333333333,0.0,-0.9504318181818182,-1.1241666666666668
1067,410.0,-1.4839,2,1,1.0,508.0,60.0,1975.0,7.0,310000,410.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.0848181818181817,-1.4839
1068,365.0,-1.8886,2,1,1.0,508.0,310.0,1965.0,7.0,410000,365.0,-0.6745,0.0,0.0,0.0,4.271833333333333,-0.33725,0.0,-1.4716363636363636,-1.8886
1069,370.0,-1.8436333333333335,2,1,1.0,508.0,60.0,1975.0,7.0,335000,370.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.9315227272727273,-1.8436333333333335
1073,410.0,-1.4839,2,1,1.0,508.0,50.0,1975.0,7.0,310000,410.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-2.0848181818181817,-1.4839
1074,425.0,-1.349,2,1,1.0,508.0,71.0,1960.0,7.0,375000,425.0,-0.6745,0.0,0.0,0.0,-1.1016833333333333,-0.44966666666666666,0.0,-1.68625,-1.349
1077,440.0,-1.2141,2,1,1.0,508.0,92.0,1990.0,7.0,405000,440.0,-0.6745,0.0,0.0,0.0,-0.6295333333333333,0.22483333333333333,0.0,-1.5022954545454545,-1.2141
1079,750.0,1.5738333333333332,2,1,1.0,508.0,180.0,1970.0,7.0,680000,750.0,-0.6745,0.0,0.0,0.0,1.349,-0.22483333333333333,0.0,0.18395454545454545,1.5738333333333332
1115,460.0,-1.0342333333333333,2,1,1.0,508.0,85.0,1955.0,7.0,530000,460.0,-0.6745,0.0,0.0,0.0,-0.7869166666666666,-0.5620833333333334,0.0,-0.7358181818181818,-1.0342333333333333
1119,435.0,-1.2590666666666666,2,1,1.0,508.0,95.0,1980.0,7.0,510000,435.0,-0.6745,0.0,0.0,0.0,-0.5620833333333334,0.0,0.0,-0.8584545454545455,-1.2590666666666666
1127,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1970.0,7.0,375000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.22483333333333333,0.0,-1.68625,-1.3939666666666666
1133,400.0,-1.5738333333333332,2,1,1.0,739.0,90.0,1940.0,7.0,910000,400.0,-0.6745,0.0,0.0,1.456163551401869,-0.6745,-0.8993333333333333,0.0,1.5942727272727273,-1.5738333333333332
1138,440.0,-1.2141,2,1,1.0,508.0,71.0,1980.0,7.0,460000,440.0,-0.6745,0.0,0.0,0.0,-1.1016833333333333,0.0,0.0,-1.1650454545454545,-1.2141
1139,440.0,-1.2141,2,1,1.0,508.0,90.0,1990.0,7.0,520000,440.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-0.7971363636363636,-1.2141
1151,460.0,-1.0342333333333333,2,1,1.0,508.0,82.0,1970.0,7.0,470000,460.0,-0.6745,0.0,0.0,0.0,-0.8543666666666667,-0.22483333333333333,0.0,-1.1037272727272727,-1.0342333333333333
1153,410.0,-1.4839,2,1,1.0,508.0,68.0,1970.0,7.0,440000,410.0,-0.6745,0.0,0.0,0.0,-1.1691333333333334,-0.22483333333333333,0.0,-1.2876818181818181,-1.4839
1154,410.0,-1.4839,2,1,1.0,508.0,90.0,1960.0,7.0,530000,410.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.44966666666666666,0.0,-0.7358181818181818,-1.4839
1159,440.0,-1.2141,2,1,1.0,508.0,81.0,1960.0,7.0,520000,440.0,-0.6745,0.0,0.0,0.0,-0.8768499999999999,-0.44966666666666666,0.0,-0.7971363636363636,-1.2141
1160,395.0,-1.6188,2,1,1.0,508.0,81.0,1960.0,7.0,485000,395.0,-0.6745,0.0,0.0,0.0,-0.8768499999999999,-0.44966666666666666,0.0,-1.01175,-1.6188
1164,430.0,-1.3040333333333332,2,1,1.0,508.0,69.0,1970.0,7.0,445000,430.0,-0.6745,0.0,0.0,0.0,-1.14665,-0.22483333333333333,0.0,-1.2570227272727272,-1.3040333333333332
1165,430.0,-1.3040333333333332,2,1,1.0,508.0,108.0,1970.0,7.0,475000,430.0,-0.6745,0.0,0.0,0.0,-0.2698,-0.22483333333333333,0.0,-1.0730681818181818,-1.3040333333333332
1174,460.0,-1.0342333333333333,2,1,1.0,296.0,90.0,1990.0,7.0,550000,460.0,-0.6745,0.0,0.0,-1.336392523364486,-0.6745,0.22483333333333333,0.0,-0.6131818181818182,-1.0342333333333333
1181,440.0,-1.2141,2,1,1.0,508.0,60.0,1960.0,7.0,590000,440.0,-0.6745,0.0,0.0,0.0,-1.349,-0.44966666666666666,0.0,-0.3679090909090909,-1.2141
1201,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,1970.0,7.0,485000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.22483333333333333,0.0,-1.01175,-1.1241666666666668
1206,460.0,-1.0342333333333333,2,1,1.0,508.0,96.0,1970.0,7.0,515000,460.0,-0.6745,0.0,0.0,0.0,-0.5396,-0.22483333333333333,0.0,-0.8277954545454546,-1.0342333333333333
1207,750.0,1.5738333333333332,2,1,1.0,129.0,95.0,2023.0,7.0,730000,750.0,-0.6745,0.0,0.0,-2.3891168224299064,-0.5620833333333334,0.9667833333333333,0.0,0.49054545454545456,1.5738333333333332
1217,440.0,-1.2141,2,1,1.0,508.0,71.0,1990.0,7.0,455000,440.0,-0.6745,0.0,0.0,0.0,-1.1016833333333333,0.22483333333333333,0.0,-1.1957045454545454,-1.2141
1221,445.0,-1.1691333333333334,2,1,1.0,216.0,80.0,2000.0,7.0,540000,445.0,-0.6745,0.0,0.0,-1.8406915887850468,-0.8993333333333333,0.44966666666666666,0.0,-0.6745,-1.1691333333333334
1222,460.0,-1.0342333333333333,2,1,1.0,508.0,92.0,1970.0,7.0,460000,460.0,-0.6745,0.0,0.0,0.0,-0.6295333333333333,-0.22483333333333333,0.0,-1.1650454545454545,-1.0342333333333333
1224,440.0,-1.2141,2,1,1.0,508.0,90.0,1990.0,7.0,420000,440.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-1.4103181818181818,-1.2141
1226,400.0,-1.5738333333333332,2,1,1.0,508.0,105.0,1970.0,7.0,520000,400.0,-0.6745,0.0,0.0,0.0,-0.33725,-0.22483333333333333,0.0,-0.7971363636363636,-1.5738333333333332
1231,449.0,-1.13316,2,1,1.0,508.0,72.0,1970.0,7.0,450000,449.0,-0.6745,0.0,0.0,0.0,-1.0792,-0.22483333333333333,0.0,-1.2263636363636363,-1.13316
1233,430.0,-1.3040333333333332,2,1,1.0,508.0,60.0,1960.0,7.0,480000,430.0,-0.6745,0.0,0.0,0.0,-1.349,-0.44966666666666666,0.0,-1.0424090909090908,-1.3040333333333332
1256,450.0,-1.1241666666666668,2,1,1.0,508.0,80.0,2000.0,7.0,580000,450.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,0.44966666666666666,0.0,-0.42922727272727274,-1.1241666666666668
1259,420.0,-1.3939666666666666,2,1,1.0,508.0,80.0,1960.0,7.0,570000,420.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.44966666666666666,0.0,-0.49054545454545456,-1.3939666666666666
1261,395.0,-1.6188,2,1,1.0,312.0,77.0,1950.0,7.0,445000,395.0,-0.6745,0.0,0.0,-1.235532710280374,-0.9667833333333333,-0.6745,0.0,-1.2570227272727272,-1.6188
1263,450.0,-1.1241666666666668,2,1,1.0,508.0,80.0,1950.0,7.0,510000,450.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.6745,0.0,-0.8584545454545455,-1.1241666666666668
1266,370.0,-1.8436333333333335,2,1,1.0,508.0,61.0,1970.0,7.0,305000,370.0,-0.6745,0.0,0.0,0.0,-1.3265166666666666,-0.22483333333333333,0.0,-2.1154772727272726,-1.8436333333333335
1267,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1975.0,7.0,440000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.2876818181818181,-1.3939666666666666
1268,420.0,-1.3939666666666666,2,1,1.0,508.0,50.0,1965.0,7.0,305000,420.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.33725,0.0,-2.1154772727272726,-1.3939666666666666
1280,395.0,-1.6188,2,1,1.0,508.0,60.0,1975.0,7.0,305000,395.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.1154772727272726,-1.6188
1281,400.0,-1.5738333333333332,2,1,1.0,508.0,60.0,1975.0,7.0,300000,400.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.1461363636363635,-1.5738333333333332
1282,420.0,-1.3939666666666666,2,1,1.0,508.0,54.0,1970.0,7.0,360000,420.0,-0.6745,0.0,0.0,0.0,-1.4838999999999998,-0.22483333333333333,0.0,-1.7782272727272728,-1.3939666666666666
1283,370.0,-1.8436333333333335,2,1,1.0,508.0,54.0,1970.0,7.0,340000,370.0,-0.6745,0.0,0.0,0.0,-1.4838999999999998,-0.22483333333333333,0.0,-1.9008636363636364,-1.8436333333333335
1288,425.0,-1.349,2,1,1.0,508.0,50.0,1975.0,7.0,355000,425.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-1.8088863636363637,-1.349
1294,350.0,-2.0235,2,1,1.0,508.0,70.0,1965.0,7.0,410000,350.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.4716363636363636,-2.0235
1305,330.0,-2.2033666666666667,2,1,1.0,508.0,100.0,1965.0,7.0,475000,330.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.33725,0.0,-1.0730681818181818,-2.2033666666666667
1308,450.0,-1.1241666666666668,2,1,1.0,222.0,83.0,2000.0,7.0,515000,450.0,-0.6745,0.0,0.0,-1.8028691588785049,-0.8318833333333333,0.44966666666666666,0.0,-0.8277954545454546,-1.1241666666666668
1309,430.0,-1.3040333333333332,2,1,1.0,178.0,82.0,2000.0,7.0,515000,430.0,-0.6745,0.0,0.0,-2.0802336448598133,-0.8543666666666667,0.44966666666666666,0.0,-0.8277954545454546,-1.3040333333333332
1311,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1965.0,7.0,320000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.33725,0.0,-2.0235,-1.3939666666666666
1320,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1985.0,7.0,345000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.11241666666666666,0.0,-1.8702045454545455,-1.3040333333333332
1321,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1975.0,7.0,400000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.5329545454545455,-1.3939666666666666
1324,375.0,-1.7986666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,275000,375.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.299431818181818,-1.7986666666666666
1326,440.0,-1.2141,2,1,1.0,508.0,58.0,1970.0,7.0,380000,440.0,-0.6745,0.0,0.0,0.0,-1.3939666666666668,-0.22483333333333333,0.0,-1.6555909090909091,-1.2141
1331,420.0,-1.3939666666666666,2,1,1.0,508.0,94.0,1970.0,7.0,305000,420.0,-0.6745,0.0,0.0,0.0,-0.5845666666666667,-0.22483333333333333,0.0,-2.1154772727272726,-1.3939666666666666
1334,450.0,-1.1241666666666668,2,1,1.0,508.0,65.0,1965.0,7.0,430000,450.0,-0.6745,0.0,0.0,0.0,-1.2365833333333331,-0.33725,0.0,-1.349,-1.1241666666666668
1338,325.0,-2.2483333333333335,2,1,1.0,508.0,70.0,1975.0,7.0,320000,325.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-2.0235,-2.2483333333333335
1341,450.0,-1.1241666666666668,2,1,1.0,508.0,78.0,2000.0,7.0,515000,450.0,-0.6745,0.0,0.0,0.0,-0.9443,0.44966666666666666,0.0,-0.8277954545454546,-1.1241666666666668
1353,450.0,-1.1241666666666668,2,1,1.0,508.0,80.0,2000.0,7.0,570000,450.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,0.44966666666666666,0.0,-0.49054545454545456,-1.1241666666666668
1357,360.0,-1.9335666666666664,2,1,1.0,508.0,73.0,2000.0,7.0,580000,360.0,-0.6745,0.0,0.0,0.0,-1.0567166666666667,0.44966666666666666,0.0,-0.42922727272727274,-1.9335666666666664
1359,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,1965.0,7.0,470000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.33725,0.0,-1.1037272727272727,-1.1241666666666668
1360,450.0,-1.1241666666666668,2,1,1.0,508.0,100.0,1965.0,7.0,395000,450.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.33725,0.0,-1.5636136363636364,-1.1241666666666668
