index,target_value,target_zscore,Bed_value,Bath_value,Car_value,Land Size (sqm)_value,Floor Size (sqm)_value,Year Built_value,Days on Market_value,Capital Value_value,Last Rental Price_value,Bed_zscore,Bath_zscore,Car_zscore,Land Size (sqm)_zscore,Floor Size (sqm)_zscore,Year Built_zscore,Days on Market_zscore,Capital Value_zscore,Last Rental Price_zscore
1364,420.0,-1.3939666666666666,2,1,1.0,627.0,104.0,1950.0,7.0,550000,420.0,-0.6745,0.0,0.0,0.7501448598130841,-0.35973333333333335,-0.6745,0.0,-0.6131818181818182,-1.3939666666666666
1365,440.0,-1.2141,2,1,1.0,508.0,68.0,2018.0,7.0,455000,440.0,-0.6745,0.0,0.0,0.0,-1.1691333333333334,0.8543666666666667,0.0,-1.1957045454545454,-1.2141
1367,420.0,-1.3939666666666666,2,1,1.0,508.0,100.0,2015.0,7.0,530000,420.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,0.7869166666666666,0.0,-0.7358181818181818,-1.3939666666666666
1388,440.0,-1.2141,2,1,1.0,508.0,75.0,1960.0,7.0,390000,440.0,-0.6745,0.0,0.0,0.0,-1.01175,-0.44966666666666666,0.0,-1.5942727272727273,-1.2141
1390,430.0,-1.3040333333333332,2,1,1.0,508.0,100.0,1970.0,7.0,475000,430.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.22483333333333333,0.0,-1.0730681818181818,-1.3040333333333332
1393,450.0,-1.1241666666666668,2,1,1.0,508.0,60.0,1975.0,7.0,400000,450.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.5329545454545455,-1.1241666666666668
1395,340.0,-2.113433333333333,2,1,1.0,508.0,50.0,1975.0,7.0,290000,340.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-2.2074545454545453,-2.113433333333333
1405,450.0,-1.1241666666666668,2,1,1.0,508.0,112.0,1970.0,7.0,460000,450.0,-0.6745,0.0,0.0,0.0,-0.17986666666666667,-0.22483333333333333,0.0,-1.1650454545454545,-1.1241666666666668
1407,435.0,-1.2590666666666666,2,1,1.0,508.0,70.0,1990.0,7.0,495000,435.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,0.22483333333333333,0.0,-0.9504318181818182,-1.2590666666666666
1432,425.0,-1.349,2,1,1.0,508.0,101.0,1970.0,7.0,490000,425.0,-0.6745,0.0,0.0,0.0,-0.42718333333333336,-0.22483333333333333,0.0,-0.9810909090909091,-1.349
1456,460.0,-1.0342333333333333,2,1,1.0,508.0,80.0,1965.0,7.0,460000,460.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.33725,0.0,-1.1650454545454545,-1.0342333333333333
1459,460.0,-1.0342333333333333,2,1,1.0,508.0,83.0,2005.0,7.0,500000,460.0,-0.6745,0.0,0.0,0.0,-0.8318833333333333,0.5620833333333334,0.0,-0.9197727272727273,-1.0342333333333333
1480,450.0,-1.1241666666666668,2,1,1.0,508.0,94.0,1970.0,7.0,405000,450.0,-0.6745,0.0,0.0,0.0,-0.5845666666666667,-0.22483333333333333,0.0,-1.5022954545454545,-1.1241666666666668
1537,460.0,-1.0342333333333333,2,1,1.0,508.0,71.0,1970.0,7.0,440000,460.0,-0.6745,0.0,0.0,0.0,-1.1016833333333333,-0.22483333333333333,0.0,-1.2876818181818181,-1.0342333333333333
1542,395.0,-1.6188,2,1,1.0,508.0,83.0,1980.0,7.0,355000,395.0,-0.6745,0.0,0.0,0.0,-0.8318833333333333,0.0,0.0,-1.8088863636363637,-1.6188
1544,420.0,-1.3939666666666666,2,1,1.0,508.0,87.0,1990.0,7.0,390000,420.0,-0.6745,0.0,0.0,0.0,-0.7419499999999999,0.22483333333333333,0.0,-1.5942727272727273,-1.3939666666666666
1564,720.0,1.3040333333333332,2,1,1.0,123.0,100.0,2023.0,7.0,640000,720.0,-0.6745,0.0,0.0,-2.4269392523364486,-0.44966666666666666,0.9667833333333333,0.0,-0.06131818181818182,1.3040333333333332
1565,695.0,1.0792,2,1,1.0,123.0,100.0,2023.0,7.0,640000,695.0,-0.6745,0.0,0.0,-2.4269392523364486,-0.44966666666666666,0.9667833333333333,0.0,-0.06131818181818182,1.0792
1575,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1965.0,7.0,410000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.4716363636363636,-1.1241666666666668
1578,450.0,-1.1241666666666668,2,1,1.0,508.0,130.0,1980.0,7.0,775000,450.0,-0.6745,0.0,0.0,0.0,0.22483333333333333,0.0,0.0,0.7664772727272727,-1.1241666666666668
1581,450.0,-1.1241666666666668,2,1,1.0,508.0,100.0,1960.0,7.0,570000,450.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-0.44966666666666666,0.0,-0.49054545454545456,-1.1241666666666668
1584,405.0,-1.5288666666666666,2,1,1.0,508.0,70.0,1970.0,7.0,440000,405.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-1.2876818181818181,-1.5288666666666666
1585,410.0,-1.4839,2,1,1.0,508.0,70.0,1970.0,7.0,520000,410.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-0.7971363636363636,-1.4839
1586,440.0,-1.2141,2,1,1.0,508.0,90.0,1960.0,7.0,480000,440.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.44966666666666666,0.0,-1.0424090909090908,-1.2141
1596,425.0,-1.349,2,1,1.0,508.0,80.0,1975.0,7.0,390000,425.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.5942727272727273,-1.349
1611,400.0,-1.5738333333333332,2,1,1.0,508.0,50.0,1970.0,7.0,415000,400.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.22483333333333333,0.0,-1.4409772727272727,-1.5738333333333332
1612,380.0,-1.7537,2,1,1.0,508.0,50.0,1970.0,7.0,410000,380.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.22483333333333333,0.0,-1.4716363636363636,-1.7537
1614,420.0,-1.3939666666666666,2,1,1.0,508.0,50.0,1970.0,7.0,350000,420.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.22483333333333333,0.0,-1.8395454545454546,-1.3939666666666666
1615,420.0,-1.3939666666666666,2,1,1.0,508.0,50.0,1975.0,7.0,350000,420.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-1.8395454545454546,-1.3939666666666666
1616,450.0,-1.1241666666666668,2,1,1.0,508.0,50.0,1970.0,7.0,350000,450.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.22483333333333333,0.0,-1.8395454545454546,-1.1241666666666668
1618,420.0,-1.3939666666666666,2,1,1.0,508.0,100.0,1980.0,7.0,670000,420.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,0.0,0.0,0.12263636363636364,-1.3939666666666666
1631,295.0,-2.518133333333333,2,1,1.0,539.0,140.0,1910.0,7.0,600000,295.0,-0.6745,0.0,0.0,0.1954158878504673,0.44966666666666666,-1.5738333333333332,0.0,-0.3065909090909091,-2.518133333333333
1649,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,1975.0,7.0,510000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-0.8584545454545455,-1.1241666666666668
1658,460.0,-1.0342333333333333,2,1,1.0,508.0,70.0,1960.0,7.0,495000,460.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.44966666666666666,0.0,-0.9504318181818182,-1.0342333333333333
1664,430.0,-1.3040333333333332,2,1,1.0,508.0,80.0,1940.0,7.0,520000,430.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.8993333333333333,0.0,-0.7971363636363636,-1.3040333333333332
1683,460.0,-1.0342333333333333,2,1,1.0,508.0,70.0,1970.0,7.0,550000,460.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-0.6131818181818182,-1.0342333333333333
1687,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1960.0,7.0,430000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.44966666666666666,0.0,-1.349,-1.1241666666666668
1688,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1960.0,7.0,430000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.44966666666666666,0.0,-1.349,-1.1241666666666668
1708,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1975.0,7.0,420000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.4103181818181818,-1.3939666666666666
1722,400.0,-1.5738333333333332,2,1,1.0,508.0,84.0,1980.0,7.0,590000,400.0,-0.6745,0.0,0.0,0.0,-0.8094,0.0,0.0,-0.3679090909090909,-1.5738333333333332
1723,430.0,-1.3040333333333332,2,1,1.0,508.0,77.0,1980.0,7.0,790000,430.0,-0.6745,0.0,0.0,0.0,-0.9667833333333333,0.0,0.0,0.8584545454545455,-1.3040333333333332
1736,340.0,-2.113433333333333,2,1,1.0,508.0,50.0,1970.0,7.0,455000,340.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.22483333333333333,0.0,-1.1957045454545454,-2.113433333333333
1738,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,1950.0,7.0,570000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.6745,0.0,-0.49054545454545456,-1.1241666666666668
1742,435.0,-1.2590666666666666,2,1,1.0,508.0,60.0,1980.0,7.0,510000,435.0,-0.6745,0.0,0.0,0.0,-1.349,0.0,0.0,-0.8584545454545455,-1.2590666666666666
1752,440.0,-1.2141,2,1,1.0,508.0,60.0,1985.0,7.0,540000,440.0,-0.6745,0.0,0.0,0.0,-1.349,0.11241666666666666,0.0,-0.6745,-1.2141
1763,440.0,-1.2141,2,1,1.0,508.0,60.0,1970.0,7.0,420000,440.0,-0.6745,0.0,0.0,0.0,-1.349,-0.22483333333333333,0.0,-1.4103181818181818,-1.2141
1768,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1960.0,7.0,395000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.44966666666666666,0.0,-1.5636136363636364,-1.3939666666666666
1773,460.0,-1.0342333333333333,2,1,1.0,508.0,80.0,1970.0,7.0,510000,460.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.22483333333333333,0.0,-0.8584545454545455,-1.0342333333333333
1774,420.0,-1.3939666666666666,2,1,1.0,508.0,70.0,1975.0,7.0,470000,420.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.1037272727272727,-1.3939666666666666
1780,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1970.0,7.0,410000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-1.4716363636363636,-1.3040333333333332
1789,460.0,-1.0342333333333333,2,1,1.0,610.0,110.0,1960.0,7.0,850000,460.0,-0.6745,0.0,0.0,0.6429813084112149,-0.22483333333333333,-0.44966666666666666,0.0,1.2263636363636363,-1.0342333333333333
1820,460.0,-1.0342333333333333,2,1,1.0,508.0,110.0,1965.0,7.0,560000,460.0,-0.6745,0.0,0.0,0.0,-0.22483333333333333,-0.33725,0.0,-0.5518636363636363,-1.0342333333333333
1837,450.0,-1.1241666666666668,2,1,1.0,508.0,81.0,2000.0,7.0,425000,450.0,-0.6745,0.0,0.0,0.0,-0.8768499999999999,0.44966666666666666,0.0,-1.379659090909091,-1.1241666666666668
1840,460.0,-1.0342333333333333,2,1,1.0,508.0,80.0,1965.0,7.0,460000,460.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.33725,0.0,-1.1650454545454545,-1.0342333333333333
1841,390.0,-1.6637666666666666,2,1,1.0,508.0,70.0,1965.0,7.0,420000,390.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.4103181818181818,-1.6637666666666666
1844,435.0,-1.2590666666666666,2,1,1.0,508.0,80.0,1990.0,7.0,520000,435.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,0.22483333333333333,0.0,-0.7971363636363636,-1.2590666666666666
1848,450.0,-1.1241666666666668,2,1,1.0,508.0,80.0,1975.0,7.0,360000,450.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.7782272727272728,-1.1241666666666668
1860,435.0,-1.2590666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,370000,435.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.716909090909091,-1.2590666666666666
1861,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,385000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.6249318181818182,-1.3939666666666666
1864,400.0,-1.5738333333333332,2,1,1.0,508.0,90.0,1990.0,7.0,435000,400.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-1.318340909090909,-1.5738333333333332
1868,440.0,-1.2141,2,1,1.0,508.0,120.0,1995.0,7.0,520000,440.0,-0.6745,0.0,0.0,0.0,0.0,0.33725,0.0,-0.7971363636363636,-1.2141
1872,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1975.0,7.0,370000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.716909090909091,-1.1241666666666668
1875,420.0,-1.3939666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,275000,420.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-2.299431818181818,-1.3939666666666666
1876,360.0,-1.9335666666666664,2,1,1.0,508.0,70.0,1965.0,7.0,385000,360.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-1.6249318181818182,-1.9335666666666664
1878,400.0,-1.5738333333333332,2,1,1.0,508.0,50.0,1975.0,7.0,375000,400.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-1.68625,-1.5738333333333332
1884,430.0,-1.3040333333333332,2,1,1.0,508.0,82.0,1975.0,7.0,425000,430.0,-0.6745,0.0,0.0,0.0,-0.8543666666666667,-0.11241666666666666,0.0,-1.379659090909091,-1.3040333333333332
1886,460.0,-1.0342333333333333,2,1,1.0,508.0,70.0,1965.0,7.0,510000,460.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.33725,0.0,-0.8584545454545455,-1.0342333333333333
1890,390.0,-1.6637666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,345000,390.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.8702045454545455,-1.6637666666666666
1891,330.0,-2.2033666666666667,2,1,1.0,508.0,62.0,1970.0,7.0,335000,330.0,-0.6745,0.0,0.0,0.0,-1.3040333333333334,-0.22483333333333333,0.0,-1.9315227272727273,-2.2033666666666667
1895,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1990.0,7.0,445000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-1.2570227272727272,-1.3939666666666666
1896,420.0,-1.3939666666666666,2,1,1.0,508.0,90.0,1975.0,7.0,465000,420.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.1343863636363636,-1.3939666666666666
1902,395.0,-1.6188,2,1,1.0,508.0,50.0,1975.0,7.0,340000,395.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,-0.11241666666666666,0.0,-1.9008636363636364,-1.6188
1905,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1975.0,7.0,450000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.2263636363636363,-1.3040333333333332
1908,390.0,-1.6637666666666666,2,1,1.0,508.0,60.0,1975.0,7.0,450000,390.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.2263636363636363,-1.6637666666666666
1912,380.0,-1.7537,2,1,1.0,508.0,60.0,1975.0,7.0,375000,380.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.68625,-1.7537
1915,420.0,-1.3939666666666666,2,1,1.0,173.0,85.0,2000.0,7.0,530000,420.0,-0.6745,0.0,0.0,-2.1117523364485984,-0.7869166666666666,0.44966666666666666,0.0,-0.7358181818181818,-1.3939666666666666
1929,395.0,-1.6188,2,1,1.0,508.0,71.0,2018.0,7.0,630000,395.0,-0.6745,0.0,0.0,0.0,-1.1016833333333333,0.8543666666666667,0.0,-0.12263636363636364,-1.6188
1935,950.0,3.3725,2,1,1.0,688.0,160.0,1950.0,7.0,800000,950.0,-0.6745,0.0,0.0,1.1346728971962616,0.8993333333333333,-0.6745,0.0,0.9197727272727273,3.3725
1936,370.0,-1.8436333333333335,2,1,1.0,508.0,80.0,1965.0,7.0,455000,370.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.33725,0.0,-1.1957045454545454,-1.8436333333333335
1939,925.0,3.1476666666666664,2,1,1.0,479.0,137.0,2000.0,7.0,560000,925.0,-0.6745,0.0,0.0,-0.18280841121495328,0.38221666666666665,0.44966666666666666,0.0,-0.5518636363636363,3.1476666666666664
1948,460.0,-1.0342333333333333,2,1,1.0,508.0,90.0,1970.0,7.0,410000,460.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.22483333333333333,0.0,-1.4716363636363636,-1.0342333333333333
1952,420.0,-1.3939666666666666,2,1,1.0,508.0,72.0,1940.0,7.0,780000,420.0,-0.6745,0.0,0.0,0.0,-1.0792,-0.8993333333333333,0.0,0.7971363636363636,-1.3939666666666666
1953,440.0,-1.2141,2,1,1.0,508.0,80.0,1965.0,7.0,485000,440.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.33725,0.0,-1.01175,-1.2141
1958,415.0,-1.4389333333333334,2,1,1.0,508.0,90.0,1960.0,7.0,475000,415.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.44966666666666666,0.0,-1.0730681818181818,-1.4389333333333334
1965,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1975.0,7.0,450000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.2263636363636363,-1.3040333333333332
2001,430.0,-1.3040333333333332,2,1,1.0,508.0,70.0,1975.0,7.0,415000,430.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.4409772727272727,-1.3040333333333332
2002,420.0,-1.3939666666666666,2,1,1.0,508.0,87.0,2016.0,7.0,460000,420.0,-0.6745,0.0,0.0,0.0,-0.7419499999999999,0.8094,0.0,-1.1650454545454545,-1.3939666666666666
2016,450.0,-1.1241666666666668,2,1,1.0,508.0,90.0,2016.0,7.0,480000,450.0,-0.6745,0.0,0.0,0.0,-0.6745,0.8094,0.0,-1.0424090909090908,-1.1241666666666668
2017,400.0,-1.5738333333333332,2,1,1.0,508.0,59.0,2000.0,7.0,440000,400.0,-0.6745,0.0,0.0,0.0,-1.3714833333333334,0.44966666666666666,0.0,-1.2876818181818181,-1.5738333333333332
2032,450.0,-1.1241666666666668,2,1,1.0,174.0,95.0,2000.0,7.0,470000,450.0,-0.6745,0.0,0.0,-2.105448598130841,-0.5620833333333334,0.44966666666666666,0.0,-1.1037272727272727,-1.1241666666666668
2033,410.0,-1.4839,2,1,1.0,508.0,60.0,1975.0,7.0,330000,410.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.9621818181818182,-1.4839
2034,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1975.0,7.0,320000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-2.0235,-1.1241666666666668
2036,420.0,-1.3939666666666666,2,1,1.0,508.0,50.0,2016.0,7.0,510000,420.0,-0.6745,0.0,0.0,0.0,-1.5738333333333332,0.8094,0.0,-0.8584545454545455,-1.3939666666666666
2039,460.0,-1.0342333333333333,2,1,1.0,508.0,90.0,1990.0,7.0,445000,460.0,-0.6745,0.0,0.0,0.0,-0.6745,0.22483333333333333,0.0,-1.2570227272727272,-1.0342333333333333
2047,420.0,-1.3939666666666666,2,1,1.0,508.0,55.0,2018.0,7.0,425000,420.0,-0.6745,0.0,0.0,0.0,-1.4614166666666668,0.8543666666666667,0.0,-1.379659090909091,-1.3939666666666666
2050,450.0,-1.1241666666666668,2,1,1.0,98.0,97.0,2000.0,7.0,540000,450.0,-0.6745,0.0,0.0,-2.584532710280374,-0.5171166666666667,0.44966666666666666,0.0,-0.6745,-1.1241666666666668
2052,420.0,-1.3939666666666666,2,1,1.0,508.0,80.0,1975.0,7.0,365000,420.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.7475681818181819,-1.3939666666666666
2060,400.0,-1.5738333333333332,2,1,1.0,508.0,80.0,1975.0,7.0,400000,400.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.5329545454545455,-1.5738333333333332
2069,435.0,-1.2590666666666666,2,1,1.0,659.0,80.0,1950.0,7.0,570000,435.0,-0.6745,0.0,0.0,0.9518644859813084,-0.8993333333333333,-0.6745,0.0,-0.49054545454545456,-1.2590666666666666
2070,450.0,-1.1241666666666668,2,1,1.0,251.0,95.0,2016.0,7.0,630000,450.0,-0.6745,0.0,0.0,-1.6200607476635513,-0.5620833333333334,0.8094,0.0,-0.12263636363636364,-1.1241666666666668
2079,410.0,-1.4839,2,1,1.0,508.0,84.0,2000.0,7.0,410000,410.0,-0.6745,0.0,0.0,0.0,-0.8094,0.44966666666666666,0.0,-1.4716363636363636,-1.4839
2081,450.0,-1.1241666666666668,2,1,1.0,508.0,70.0,1975.0,7.0,400000,450.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.5329545454545455,-1.1241666666666668
2085,450.0,-1.1241666666666668,2,1,1.0,508.0,80.0,1965.0,7.0,385000,450.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.33725,0.0,-1.6249318181818182,-1.1241666666666668
2089,440.0,-1.2141,2,1,1.0,508.0,70.0,1970.0,7.0,375000,440.0,-0.6745,0.0,0.0,0.0,-1.1241666666666668,-0.22483333333333333,0.0,-1.68625,-1.2141
2092,400.0,-1.5738333333333332,2,1,1.0,508.0,80.0,1975.0,7.0,350000,400.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.8395454545454546,-1.5738333333333332
2093,415.0,-1.4389333333333334,2,1,1.0,508.0,80.0,1975.0,7.0,370000,415.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.716909090909091,-1.4389333333333334
2095,380.0,-1.7537,2,1,1.0,508.0,90.0,1975.0,7.0,390000,380.0,-0.6745,0.0,0.0,0.0,-0.6745,-0.11241666666666666,0.0,-1.5942727272727273,-1.7537
2123,400.0,-1.5738333333333332,2,1,1.0,508.0,60.0,1975.0,7.0,370000,400.0,-0.6745,0.0,0.0,0.0,-1.349,-0.11241666666666666,0.0,-1.716909090909091,-1.5738333333333332
2130,420.0,-1.3939666666666666,2,1,1.0,508.0,80.0,1975.0,7.0,400000,420.0,-0.6745,0.0,0.0,0.0,-0.8993333333333333,-0.11241666666666666,0.0,-1.5329545454545455,-1.3939666666666666
2134,430.0,-1.3040333333333332,2,1,1.0,508.0,90.0,1920.0,7.0,500000,430.0,-0.6745,0.0,0.0,0.0,-0.6745,-1.349,0.0,-0.9197727272727273,-1.3040333333333332
2196,240.0,-3.012766666666667,3,1,1.0,508.0,135.0,2000.0,7.0,540000,240.0,0.0,0.0,0.0,0.0,0.33725,0.44966666666666666,0.0,-0.6745,-3.012766666666667
2254,700.0,1.1241666666666668,3,1,1.0,536.0,149.0,1950.0,7.0,700000,700.0,0.0,0.0,0.0,0.17650467289719626,0.6520166666666667,-0.6745,0.0,0.3065909090909091,1.1241666666666668
2323,450.0,-1.1241666666666668,3,1,1.0,508.0,120.0,1990.0,7.0,450000,450.0,0.0,0.0,0.0,0.0,0.0,0.22483333333333333,0.0,-1.2263636363636363,-1.1241666666666668
2339,410.0,-1.4839,3,1,1.0,508.0,140.0,1940.0,7.0,920000,410.0,0.0,0.0,0.0,0.0,0.44966666666666666,-0.8993333333333333,0.0,1.6555909090909091,-1.4839
2475,890.0,2.8329,3,1,1.0,615.0,100.0,1940.0,7.0,600000,890.0,0.0,0.0,0.0,0.6745,-0.44966666666666666,-0.8993333333333333,0.0,-0.3065909090909091,2.8329
2479,400.0,-1.5738333333333332,3,1,1.0,787.0,110.0,1940.0,7.0,660000,400.0,0.0,0.0,0.0,1.7587429906542056,-0.22483333333333333,-0.8993333333333333,0.0,0.06131818181818182,-1.5738333333333332
2495,750.0,1.5738333333333332,3,1,1.0,508.0,140.0,1995.0,7.0,800000,750.0,0.0,0.0,0.0,0.0,0.44966666666666666,0.33725,0.0,0.9197727272727273,1.5738333333333332
2554,750.0,1.5738333333333332,3,1,1.0,716.0,104.0,1950.0,7.0,650000,750.0,0.0,0.0,0.0,1.3111775700934578,-0.35973333333333335,-0.6745,0.0,0.0,1.5738333333333332
2561,975.0,3.5973333333333333,3,1,1.0,508.0,124.0,1940.0,7.0,780000,975.0,0.0,0.0,0.0,0.0,0.08993333333333334,-0.8993333333333333,0.0,0.7971363636363636,3.5973333333333333
2671,220.0,-3.192633333333333,3,1,1.0,508.0,100.0,1930.0,7.0,805000,220.0,0.0,0.0,0.0,0.0,-0.44966666666666666,-1.1241666666666668,0.0,0.9504318181818182,-3.192633333333333
2674,420.0,-1.3939666666666666,3,1,1.0,508.0,120.0,1980.0,7.0,560000,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5518636363636363,-1.3939666666666666
2676,750.0,1.5738333333333332,3,1,1.0,642.0,130.0,1950.0,7.0,850000,750.0,0.0,0.0,0.0,0.8447009345794392,0.22483333333333333,-0.6745,0.0,1.2263636363636363,1.5738333333333332
2700,700.0,1.1241666666666668,3,1,1.0,658.0,100.0,1990.0,7.0,840000,700.0,0.0,0.0,0.0,0.9455607476635514,-0.44966666666666666,0.22483333333333333,0.0,1.1650454545454545,1.1241666666666668
2717,225.0,-3.1476666666666664,3,1,1.0,766.0,90.0,1950.0,7.0,490000,225.0,0.0,0.0,0.0,1.6263644859813082,-0.6745,-0.6745,0.0,-0.9810909090909091,-3.1476666666666664
2729,740.0,1.4839,3,1,1.0,418.0,130.0,2019.0,7.0,800000,740.0,0.0,0.0,0.0,-0.5673364485981308,0.22483333333333333,0.8768499999999999,0.0,0.9197727272727273,1.4839
2754,460.0,-1.0342333333333333,3,1,1.0,508.0,70.0,1975.0,7.0,420000,460.0,0.0,0.0,0.0,0.0,-1.1241666666666668,-0.11241666666666666,0.0,-1.4103181818181818,-1.0342333333333333
3049,695.0,1.0792,3,1,1.0,198.0,179.0,2000.0,7.0,730000,695.0,0.0,0.0,0.0,-1.9541588785046728,1.3265166666666666,0.44966666666666666,0.0,0.49054545454545456,1.0792
3077,750.0,1.5738333333333332,3,1,1.0,832.0,130.0,1950.0,7.0,720000,750.0,0.0,0.0,0.0,2.0424112149532707,0.22483333333333333,-0.6745,0.0,0.42922727272727274,1.5738333333333332
3228,850.0,2.4731666666666663,3,1,1.0,733.0,110.0,1950.0,7.0,620000,850.0,0.0,0.0,0.0,1.418341121495327,-0.22483333333333333,-0.6745,0.0,-0.18395454545454545,2.4731666666666663
