street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
1/5 KIPLING STREET,ADDINGTON,CHRISTCHURCH,8024,Unit,3.0,1.0,2.0,,2.0,147.0,120.0,1995.0,575.0,2025-01-16,50.0,-,610000.0,195000.0,415000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1990's-average,nill,,,YES,-43.5465669,172.6247628,3628,"1/5 KIPLING STREET, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
2/78 PAGES ROAD,LINWOOD,CHRISTCHURCH,8062,Townhouse,2.0,1.0,,1.0,1.0,98.0,90.0,2025.0,470.0,2025-01-16,7.0,Quinovic Riccarton,430000.0,200000.0,230000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1960's-average,nill,,,NO,-43.5239895,172.6877411,1898,"2/78 PAGES ROAD, LINWOOD, CHRISTCHURCH, 8062, New Zealand"
7/231 MARINE PARADE,NEW BRIGHTON,CHRISTCHURCH,8061,Townhouse,2.0,2.0,1.0,,1.0,61.0,93.0,2023.0,580.0,2025-01-16,7.0,Max Property Management Ltd,630000.0,290000.0,340000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5087363,172.7313506,2020,"7/231 MARINE PARADE, NEW BRIGHTON, CHRISTCHURCH, 8061, New Zealand"
61 KITTYHAWK AVENUE,WIGRAM,CHRISTCHURCH,8042,House,3.0,2.0,2.0,,2.0,491.0,155.0,2013.0,680.0,2025-01-16,7.0,Harcourts Asset Managers,820000.0,450000.0,370000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5552263,172.5546548,4997,"61 KITTYHAWK AVENUE, WIGRAM, CHRISTCHURCH, 8042, New Zealand"
23 ELSIE STREET,HALSWELL,CHRISTCHURCH,8025,House,3.0,2.0,1.0,,2.0,320.0,143.0,2023.0,700.0,2025-01-16,27.0,-,740000.0,380000.0,360000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.5821332,172.5513175,4647,"23 ELSIE STREET, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
7B KAURI STREET,RICCARTON,CHRISTCHURCH,8041,House,4.0,1.0,2.0,,2.0,885.0,,2000.0,895.0,2025-01-16,7.0,A1 Property Managers Ltd,1660000.0,960000.0,700000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,,YES,-43.5292325,172.5964306,5701,"7B KAURI STREET, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
11 CLISSOLD STREET,MERIVALE,CHRISTCHURCH,8014,House,4.0,1.0,,2.0,2.0,783.0,,1910.0,800.0,2025-01-16,35.0,"Cowdy, (Licensed: Reaa 2008)",1575000.0,1430000.0,145000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1914/1929-average,nill,,,NO,-43.5199495,172.6200531,5710,"11 CLISSOLD STREET, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
14/241 LINCOLN ROAD,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,1.0,1.0,,1.0,85.0,77.0,2021.0,580.0,2025-01-16,49.0,Max Property Management Ltd,610000.0,133000.0,477000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-2020/2029-average,partial,fridge;fridge/freezer;washer;washer/dryer,,YES,-43.5442352,172.6085928,1131,"14/241 LINCOLN ROAD, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
33 DOVEDALE AVENUE,ILAM,CHRISTCHURCH,8041,,4.0,2.0,,2.0,2.0,,210.0,1985.0,895.0,2025-01-16,36.0,The Good Girls Property Management Ltd,770000.0,415000.0,355000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Mix.Material,Mix.Material,Residential-OYO-1980's-average,nill,,,NO,-43.5198144,172.567651,5573,"33 DOVEDALE AVENUE, ILAM, CHRISTCHURCH, 8041, New Zealand"
1/26 WIREMU STREET,REDWOOD,CHRISTCHURCH,8051,Unit,2.0,2.0,,1.0,1.0,98.0,105.0,1988.0,550.0,2025-01-16,29.0,"Progressive First National - Progressive Realty Ltd Mreinz, (Licensed: Reaa 2008)",490000.0,232871.2871,257128.7129,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1980's-average,nill,,,NO,-43.4888997,172.6229126,2771,"1/26 WIREMU STREET, REDWOOD, CHRISTCHURCH, 8051, New Zealand"
61 PRESTONS ROAD,REDWOOD,CHRISTCHURCH,8051,House,4.0,1.0,,2.0,2.0,1386.0,182.0,1970.0,650.0,2025-01-16,7.0,Iron Bridge Property Management - Christchurch,770000.0,410000.0,360000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1970's-average,nill,,,NO,-43.4733473,172.6231855,5394,"61 PRESTONS ROAD, REDWOOD, CHRISTCHURCH, 8051, New Zealand"
76B PEER STREET,UPPER RICCARTON,CHRISTCHURCH,8041,,1.0,0.0,,,0.0,75.0,51.0,2014.0,260.0,2025-01-16,7.0,Bayleys Property Management Ltd,377500.0,175000.0,155000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2010/2019-average,nill,,,NO,-43.5256656,172.5714868,79,"76B PEER STREET, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
2A CHELTENHAM STREET,MERIVALE,CHRISTCHURCH,8014,Townhouse,2.0,2.0,1.0,,1.0,76.0,77.0,2022.0,670.0,2025-01-16,7.0,-,830000.0,500000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5213312,172.6216552,1111,"2A CHELTENHAM STREET, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
75 LANGDONS ROAD,PAPANUI,CHRISTCHURCH,8053,Townhouse,2.0,1.0,,1.0,1.0,96.5,100.0,2025.0,590.0,2025-01-16,7.0,-,590000.0,245000.0,345000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,,,,NO,-43.4926503,172.6039891,2342,"75 LANGDONS ROAD, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
6/100 ENGLAND STREET,LINWOOD,CHRISTCHURCH,8011,Townhouse,2.0,1.0,1.0,,1.0,131.0,76.0,2024.0,550.0,2025-01-16,7.0,Harcourts Asset Managers,590000.0,200000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Corner,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5301889,172.662383,1094,"6/100 ENGLAND STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
45 EVELEYN COUZINS AVENUE,RICHMOND,CHRISTCHURCH,8013,Townhouse,3.0,2.0,2.0,,1.0,160.0,123.0,2022.0,875.0,2025-01-16,69.0,Myrent.Co.NZ Ltd,660000.0,220000.0,440000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5179824,172.6598712,3839,"45 EVELEYN COUZINS AVENUE, RICHMOND, CHRISTCHURCH, 8013, New Zealand"
4/41 YORK STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,2.0,1.0,,1.0,113.0,76.0,2023.0,540.0,2025-01-16,7.0,Brooksfield,610000.0,160000.0,450000.0,1/08/2022,Residential,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,nill,,,YES,-43.5495865,172.6542037,1086,"4/41 YORK STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
47A AORANGI ROAD,BRYNDWR,CHRISTCHURCH,8053,House,2.0,1.0,,1.0,1.0,540.0,93.0,1950.0,529.0,2025-01-16,67.0,"Braziers Limited, (Licensed: Reaa 2008)",540000.0,485000.0,55000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Aluminium,Weatherboard,Residential-Dwelling-1950's-average,nill,,,NO,-43.5022087,172.5974521,2040,"47A AORANGI ROAD, BRYNDWR, CHRISTCHURCH, 8053, New Zealand"
18 MCCORMACKS BAY ROAD,MOUNT PLEASANT,CHRISTCHURCH,8081,House,2.0,1.0,,1.0,1.0,1034.0,60.0,1940.0,600.0,2025-01-16,7.0,Slpm Ltd Auckland,790000.0,600000.0,190000.0,1/08/2022,Single Unit excluding Bach,Residential Hills,Inside,No appreciable view,Fibre Cement,Weatherboard,Residential-Dwelling-1940's-average,nill,,,NO,-43.5565948,172.7209121,188,"18 MCCORMACKS BAY ROAD, MOUNT PLEASANT, CHRISTCHURCH, 8081, New Zealand"
2/17 FREDERICK STREET,WALTHAM,CHRISTCHURCH,8011,Townhouse,2.0,2.0,1.0,,1.0,125.0,73.0,2023.0,490.0,2025-01-16,43.0,Grenadier Rent Shop Ltd,575000.0,185000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5428085,172.6629663,853,"2/17 FREDERICK STREET, WALTHAM, CHRISTCHURCH, 8011, New Zealand"
30A SAINT MARTINS ROAD,SAINT MARTINS,CHRISTCHURCH,8022,Unit,3.0,2.0,,1.0,1.0,,76.0,1980.0,550.0,2025-01-16,40.0,Priority Property Management Ltd,440000.0,340000.0,100000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Fibre Cement,Residential-OYO-1980's-average,nill,,,NO,-43.558669,172.6496134,1107,"30A SAINT MARTINS ROAD, SAINT MARTINS, CHRISTCHURCH, 8022, New Zealand"
1/12 ROA ROAD,FENDALTON,CHRISTCHURCH,8041,Unit,3.0,1.0,1.0,,1.0,,170.0,1930.0,500.0,2025-01-16,7.0,Rental Solutions,960000.0,930000.0,30000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-OYO-1930's-average,nill,,,YES,-43.523052,172.5957171,5251,"1/12 ROA ROAD, FENDALTON, CHRISTCHURCH, 8041, New Zealand"
138E HOLLY ROAD,ST ALBANS,CHRISTCHURCH,8014,,4.0,5.0,1.0,,1.0,195.0,139.0,2015.0,800.0,2025-01-16,7.0,Fraser Flynn Property Management,940000.0,410000.0,530000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2010/2019-average,nill,,,YES,-43.5160698,172.6347126,4438,"138E HOLLY ROAD, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
19A HARGOOD STREET,WOOLSTON,CHRISTCHURCH,8062,House,3.0,1.0,,3.0,3.0,1669.0,140.0,1970.0,495.0,2025-01-16,7.0,"Irelands, (Licensed: Reaa 2008)",730000.0,610000.0,120000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1970's-average,nill,,,NO,-43.5461984,172.6791407,4497,"19A HARGOOD STREET, WOOLSTON, CHRISTCHURCH, 8062, New Zealand"
247 QUEENSPARK DRIVE,PARKLANDS,CHRISTCHURCH,8083,House,3.0,1.0,,2.0,2.0,647.0,113.0,1980.0,600.0,2025-01-16,7.0,"Progressive First National - Progressive Realty Ltd Mreinz, (Licensed: Reaa 2008)",650000.0,360000.0,290000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1980's-average,nill,,,NO,-43.4716636,172.6963801,3260,"247 QUEENSPARK DRIVE, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
42 CHURCH SQUARE,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,2.0,1.0,,1.0,82.0,81.0,2021.0,545.0,2025-01-16,7.0,Rentworks Property Management 2018 Ltd,560000.0,133000.0,427000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5446159,172.6187907,1469,"42 CHURCH SQUARE, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
50 FRANK STREET,PAPANUI,CHRISTCHURCH,8053,,2.0,2.0,1.0,,1.0,206.0,97.0,2023.0,600.0,2025-01-16,7.0,Harcourts Gold Property Management,770000.0,360000.0,410000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Corner,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.4973776,172.6123418,2169,"50 FRANK STREET, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
2/3 WORTHY STREET,ILAM,CHRISTCHURCH,8041,House,3.0,2.0,2.0,,2.0,,160.0,1995.0,650.0,2025-01-16,7.0,-,670000.0,330000.0,340000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5275382,172.5643446,5170,"2/3 WORTHY STREET, ILAM, CHRISTCHURCH, 8041, New Zealand"
2 ROSCOE STREET,SAINT MARTINS,CHRISTCHURCH,8022,,2.0,1.0,,1.0,1.0,,82.0,1950.0,585.0,2025-01-16,7.0,Wolfbrook Property Management,590000.0,360000.0,230000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,,,,NO,-43.5654224,172.658374,1497,"2 ROSCOE STREET, SAINT MARTINS, CHRISTCHURCH, 8022, New Zealand"
4/11 LEITCH STREET,SOMERFIELD,CHRISTCHURCH,8024,Townhouse,2.0,1.0,,1.0,1.0,124.0,70.0,2023.0,540.0,2025-01-16,7.0,Brooksfield,600000.0,220000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,NO,-43.5558188,172.6303055,527,"4/11 LEITCH STREET, SOMERFIELD, CHRISTCHURCH, 8024, New Zealand"
3/141 CLARENCE STREET,RICCARTON,CHRISTCHURCH,8011,Townhouse,2.0,1.0,1.0,,1.0,99.0,112.0,2025.0,505.0,2025-01-16,35.0,Rempstone Property Management,550000.0,325000.0,225000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-1990's-average,nill,,,YES,-43.5344294,172.602325,3225,"3/141 CLARENCE STREET, RICCARTON, CHRISTCHURCH, 8011, New Zealand"
66A WESTGROVE AVENUE,AVONHEAD,CHRISTCHURCH,8042,Unit,3.0,1.0,2.0,,2.0,,160.0,1980.0,600.0,2025-01-16,7.0,Myrent.Co.NZ Ltd,630000.0,345000.0,285000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1980's-average,nill,,,YES,-43.5055479,172.5544169,5179,"66A WESTGROVE AVENUE, AVONHEAD, CHRISTCHURCH, 8042, New Zealand"
9/9 GROVE ROAD,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,2.0,1.0,,1.0,72.0,70.0,2023.0,530.0,2025-01-16,49.0,Positive Asset Management (Chch),630000.0,150000.0,480000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5435009,172.6166982,517,"9/9 GROVE ROAD, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
117A WAINONI ROAD,AVONDALE,CHRISTCHURCH,8061,House,3.0,1.0,,3.0,3.0,1189.0,,1970.0,575.0,2025-01-16,7.0,A1 Property Managers Ltd,720000.0,295000.0,425000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1970's-average,nill,,,NO,-43.5143405,172.6883573,6322,"117A WAINONI ROAD, AVONDALE, CHRISTCHURCH, 8061, New Zealand"
16A MERRIN STREET,AVONHEAD,CHRISTCHURCH,8042,House,3.0,3.0,,2.0,2.0,888.0,,1960.0,920.0,2025-01-16,45.0,"Bright Realty & Property Management, (Licensed: Reaa 2008)",970000.0,590000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1960's-average,nill,,,NO,-43.5096538,172.5610296,5943,"16A MERRIN STREET, AVONHEAD, CHRISTCHURCH, 8042, New Zealand"
67 KARNAK CRESCENT,RUSSLEY,CHRISTCHURCH,8042,Townhouse,2.0,1.0,,1.0,1.0,98.0,110.0,2025.0,470.0,2025-01-16,7.0,"Bright Realty & Property Management, (Licensed: Reaa 2008)",540000.0,355000.0,185000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,,,,NO,-43.5142909,172.5412002,3060,"67 KARNAK CRESCENT, RUSSLEY, CHRISTCHURCH, 8042, New Zealand"
114B NURSERY ROAD,PHILLIPSTOWN,CHRISTCHURCH,8011,Townhouse,3.0,2.0,1.0,,1.0,120.0,111.0,2012.0,580.0,2025-01-16,29.0,Harcourts Asset Managers,510000.0,220000.0,290000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Rear,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2010/2019-average,nill,,,YES,-43.539553,172.6561557,3195,"114B NURSERY ROAD, PHILLIPSTOWN, CHRISTCHURCH, 8011, New Zealand"
1/68 CHECKETTS AVENUE,HALSWELL,CHRISTCHURCH,8025,House,3.0,1.0,,1.0,1.0,,110.0,1955.0,590.0,2025-01-16,7.0,Iron Bridge Property Management - Christchurch,570000.0,245000.0,325000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1950's-average,,,,NO,-43.5736722,172.5609225,3034,"1/68 CHECKETTS AVENUE, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
2/137 HAREWOOD ROAD,PAPANUI,CHRISTCHURCH,8053,House,3.0,1.0,2.0,,2.0,,140.0,1990.0,580.0,2025-01-16,37.0,Real Property Management Ltd,670000.0,280000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.4924988,172.598447,4532,"2/137 HAREWOOD ROAD, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
35A SOMERFIELD STREET,SOMERFIELD,CHRISTCHURCH,8024,Unit,2.0,2.0,,2.0,1.0,661.0,,1920.0,495.0,2025-01-16,7.0,Quinovic Riccarton,710000.0,385000.0,325000.0,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Converted Flat-1914/1929-average,nill,,,NO,-43.562058,172.627913,6333,"35A SOMERFIELD STREET, SOMERFIELD, CHRISTCHURCH, 8024, New Zealand"
10 CHISLEHURST PLACE,BRYNDWR,CHRISTCHURCH,8052,House,4.0,2.0,,2.0,2.0,642.0,161.0,1960.0,800.0,2025-01-16,7.0,"Irelands, (Licensed: Reaa 2008)",1080000.0,730000.0,350000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1960's-average,nill,,,NO,-43.5093246,172.6000899,5189,"10 CHISLEHURST PLACE, BRYNDWR, CHRISTCHURCH, 8052, New Zealand"
3/61B STRATHFIELD AVENUE,DALLINGTON,CHRISTCHURCH,8061,House,3.0,1.0,2.0,,2.0,,,1994.0,550.0,2025-01-16,7.0,"Irelands, (Licensed: Reaa 2008)",650000.0,230000.0,420000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5112569,172.6673635,6377,"3/61B STRATHFIELD AVENUE, DALLINGTON, CHRISTCHURCH, 8061, New Zealand"
12 LARSENS ROAD,HALSWELL,CHRISTCHURCH,8025,House,3.0,2.0,2.0,,2.0,609.0,,1970.0,640.0,2025-01-16,7.0,Iron Bridge Property Management - Christchurch,700000.0,390000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1970's-average,nill,,,YES,-43.5917564,172.5687358,6344,"12 LARSENS ROAD, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
30 STACKHOUSE AVENUE,BISHOPDALE,CHRISTCHURCH,8053,House,3.0,1.0,,2.0,2.0,620.0,102.0,1960.0,530.0,2025-01-16,7.0,-,660000.0,510000.0,150000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-average,nill,,,NO,-43.4909579,172.5890345,2590,"30 STACKHOUSE AVENUE, BISHOPDALE, CHRISTCHURCH, 8053, New Zealand"
44A BROMLEY ROAD,BROMLEY,CHRISTCHURCH,8062,House,3.0,1.0,,,0.0,,84.0,1980.0,520.0,2025-01-16,7.0,Trust Property Group,470000.0,250000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1980's-average,nill,,,NO,-43.538995,172.6913079,1576,"44A BROMLEY ROAD, BROMLEY, CHRISTCHURCH, 8062, New Zealand"
41 ROYAL PARK DRIVE,PARKLANDS,CHRISTCHURCH,8083,House,4.0,1.0,,2.0,2.0,619.0,140.0,1970.0,585.0,2025-01-16,7.0,"Holmwood Property Management - Sherborne, (Licensed: Reaa 2008)",680000.0,335000.0,345000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Corner,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1970's-average,nill,,,NO,-43.4781981,172.693091,4528,"41 ROYAL PARK DRIVE, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
1/24 CHAMPION STREET,EDGEWARE,CHRISTCHURCH,8013,,2.0,1.0,1.0,,1.0,102.0,110.0,2025.0,450.0,2025-01-16,7.0,"Braziers Limited, (Licensed: Reaa 2008)",435000.0,281470.5882,153529.4118,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,,,,YES,-43.5195965,172.6497964,3145,"1/24 CHAMPION STREET, EDGEWARE, CHRISTCHURCH, 8013, New Zealand"
8A HOLMWOOD ROAD,MERIVALE,CHRISTCHURCH,8014,Townhouse,3.0,2.0,1.0,,2.0,,146.0,2017.0,700.0,2025-01-16,7.0,"Irelands, (Licensed: Reaa 2008)",1000000.0,750000.0,250000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Weatherboard,Residential-OYO-2010/2019-average,nill,,,YES,-43.5216593,172.611463,4714,"8A HOLMWOOD ROAD, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
5/106 NURSERY ROAD,PHILLIPSTOWN,CHRISTCHURCH,8011,Unit,1.0,1.0,,,0.0,,40.0,1975.0,375.0,2025-01-16,7.0,Real Property Management Ltd,265000.0,110000.0,155000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-1970's-average,nill,,,NO,-43.5343837,172.6585559,12,"5/106 NURSERY ROAD, PHILLIPSTOWN, CHRISTCHURCH, 8011, New Zealand"
1/1 APOLLO PLACE,PAPANUI,CHRISTCHURCH,8052,,2.0,2.0,2.0,,2.0,722.0,,1990.0,595.0,2025-01-16,25.0,Rent Wise Property Management,630000.0,330000.0,175000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.4910722,172.6155477,6518,"1/1 APOLLO PLACE, PAPANUI, CHRISTCHURCH, 8052, New Zealand"
5 TE PIHOPA WAY,AIDANFIELD,CHRISTCHURCH,8025,House,4.0,2.0,2.0,,2.0,801.0,,2000.0,790.0,2025-01-16,7.0,"Irelands, (Licensed: Reaa 2008)",1000000.0,470000.0,530000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-2000/2009-average,nill,,,YES,-43.5704699,172.5684775,5903,"5 TE PIHOPA WAY, AIDANFIELD, CHRISTCHURCH, 8025, New Zealand"
36 THE RUNWAY,WIGRAM,CHRISTCHURCH,8042,House,4.0,1.0,2.0,,2.0,600.0,,2013.0,840.0,2025-01-16,7.0,Xclusive Property Management,1010000.0,520000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Steel/G-Iron,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5552397,172.551725,5892,"36 THE RUNWAY, WIGRAM, CHRISTCHURCH, 8042, New Zealand"
