Last Rental Date,Bed,Last Rental Price,Dollar_Volume,Volume,VWAP_3M,VWAP_2Y,Volume_eq,VWAP_3M_eq,VWAP_2Y_eq,Rolling_Median_3M_bed,Rolling_Median_2Y_bed,Volume_all,VWAP_3M_all,VWAP_2Y_all,Volume_all_eq,VWAP_3M_all_eq,VWAP_2Y_all_eq,Percentage_Diff,Percentage_Diff_eq,Percentage_Diff_all,Percentage_Diff_all_eq,RollMed_VWAP_3M_all_eq_30D,RollMed_VWAP_2Y_all_eq_730D
2022-05-05,0.0,65000.0,65000.0,65000.0,103028.66819987456,243524.24246353406,1.0,76528.0,96982.625,80000.0,67821.0,65000.0,103028.66819987456,243524.24246353406,1.0,76528.0,96982.625,-57.69264400224863,-21.09102016985001,-57.69264400224863,-21.09102016985001,76150.66666666666,102481.86923076923
2022-05-21,0.0,49500.0,49500.0,49500.0,97506.67858100259,236346.7093068567,1.0,74606.66666666667,95101.29411764706,72500.0,65000.0,49500.0,97506.67858100259,236346.7093068567,1.0,74606.66666666667,95101.29411764706,-58.74421993563427,-21.550313948017447,-58.74421993563427,-21.550313948017447,75567.33333333334,100055.53846153847
2022-07-05,0.0,34950.0,34950.0,34950.0,95361.60249739855,230795.881079472,1.0,80083.33333333333,92567.88888888889,72500.0,60346.0,34950.0,95361.60249739855,230795.881079472,1.0,80083.33333333333,92567.88888888889,-58.68141058177645,-13.486918309805063,-58.68141058177645,-13.486918309805063,80083.33333333333,99432.85256410256
2022-07-21,0.0,67500.0,67500.0,67500.0,91832.49252944278,226772.294079611,1.0,71112.5,89535.36842105263,57250.0,55692.0,67500.0,91832.49252944278,226772.294079611,1.0,71112.5,89535.36842105263,-59.50453608005396,-20.576079314731253,-59.50453608005396,-20.576079314731253,75597.91666666666,98810.16666666667
2022-08-09,0.0,78000.0,78000.0,78000.0,57400.334178382116,220693.79006621917,1.0,54237.5,88433.6,57250.0,60346.0,78000.0,57400.334178382116,220693.79006621917,1.0,54237.5,88433.6,-73.99096088695602,-38.66867344538728,-73.99096088695602,-38.66867344538728,62675.0,97896.39583333334
2022-08-30,0.0,125000.0,125000.0,125000.0,62239.62818003914,214666.66904788723,1.0,57487.5,87936.76190476191,58500.0,65000.0,125000.0,62239.62818003914,214666.66904788723,1.0,57487.5,87936.76190476191,-71.00638470979634,-34.62631696370552,-71.00638470979634,-34.62631696370552,55862.5,96982.625
2022-09-08,0.0,69995.0,69995.0,69995.0,89987.73121623833,208981.98435845313,1.0,76362.5,89621.45454545454,72750.0,66250.0,69995.0,89987.73121623833,208981.98435845313,1.0,76362.5,89621.45454545454,-56.939957531512256,-14.794397851163884,-56.939957531512256,-14.794397851163884,66925.0,96231.38392857142
2022-09-19,0.0,110000.0,110000.0,110000.0,86260.44433938393,204217.05747754165,1.0,75089.0,88768.13043478261,69995.0,67500.0,110000.0,86260.44433938393,204217.05747754165,1.0,75089.0,88768.13043478261,-57.760411688984284,-15.409956667762176,-57.760411688984284,-15.409956667762176,75089.0,95480.14285714286
2022-10-19,0.0,60000.0,60000.0,60000.0,91639.73781787844,199400.38448746948,1.0,80907.5,89652.79166666667,73997.5,68747.5,60000.0,91639.73781787844,199400.38448746948,1.0,80907.5,89652.79166666667,-54.04234648121394,-9.754622811057665,-54.04234648121394,-9.754622811057665,80907.5,95290.71848739496
2022-10-26,0.0,25000.0,25000.0,25000.0,95505.14119798192,195618.61125069912,1.0,88599.0,88466.68,78000.0,67500.0,25000.0,95505.14119798192,195618.61125069912,1.0,88599.0,88466.68,-51.17788609817636,0.1495704371408614,-51.17788609817636,0.1495704371408614,84753.25,95101.29411764706
2022-11-02,0.0,34000.0,34000.0,34000.0,91738.80068163121,193711.5480708572,1.0,77999.16666666667,86025.65384615384,73997.5,66250.0,34000.0,91738.80068163121,193711.5480708572,1.0,77999.16666666667,86025.65384615384,-52.64154274990651,-9.330341381469234,-52.64154274990651,-9.330341381469234,80907.5,94774.7137254902
2022-11-11,0.0,21000.0,21000.0,21000.0,87828.16566898077,191320.09541205293,1.0,71713.57142857143,84098.77777777778,69995.0,65000.0,21000.0,87828.16566898077,191320.09541205293,1.0,71713.57142857143,84098.77777777778,-54.09360136486336,-14.726975440633582,-54.09360136486336,-14.726975440633582,79453.33333333334,94448.13333333333
2022-11-16,0.0,49500.0,49500.0,49500.0,86397.15058596164,189759.3442192954,1.0,63570.71428571428,81845.25,60000.0,62500.0,49500.0,86397.15058596164,189759.3442192954,1.0,63570.71428571428,81845.25,-54.47014694247848,-22.328156752268114,-54.47014694247848,-22.328156752268114,77999.16666666667,93508.01111111112
2022-12-20,0.0,15000.0,15000.0,15000.0,82703.66742838653,186793.7986008687,1.0,61811.875,80729.89655172414,54750.0,60000.0,15000.0,82703.66742838653,186793.7986008687,1.0,61811.875,80729.89655172414,-55.724618243294344,-23.433724505769995,-55.724618243294344,-23.433724505769995,61811.875,92567.88888888889
2023-01-04,0.0,42000.0,42000.0,42000.0,41551.344743276284,185700.11255102037,1.0,34083.333333333336,78538.9,29500.0,57846.0,42000.0,41551.344743276284,185700.11255102037,1.0,34083.333333333336,78538.9,-77.62449135195854,-56.60324586500023,-77.62449135195854,-56.60324586500023,47947.60416666667,91110.34027777778
