Index,Bed,zRent,zCapVal,isRemoved,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
112,0.0,-0.6166857142857143,-0.1376530612244898,False,1847.0,0.0,409.0,-0.020006355932203387,2000.0,0.0,900000,-0.1376530612244898,22500.0,-0.6166857142857143
113,0.0,-0.6359571428571429,-0.42672448979591837,False,1724.0,-0.12902566096423015,315.0,-0.2886631355932203,2020.0,1.2263636363636363,690000,-0.42672448979591837,22000.0,-0.6359571428571429
114,0.0,-0.6745,-0.5781428571428572,False,257.0,-1.6678926905132192,263.0,-0.43728177966101694,2000.0,0.0,580000,-0.5781428571428572,21000.0,-0.6745
115,0.0,-0.6745,-0.9635714285714285,False,1847.0,0.0,127.0,-0.8259766949152542,1983.0,-1.0424090909090908,300000,-0.9635714285714285,21000.0,-0.6745
116,0.0,-0.6822085714285714,-0.7502091836734693,False,157.0,-1.772791601866252,142.0,-0.7831059322033898,2000.0,0.0,455000,-0.7502091836734693,20800.0,-0.6822085714285714
117,0.0,-0.7130428571428571,0.5368469387755102,False,1063.0,-0.8224074650077761,490.0,0.2114957627118644,2010.0,0.6131818181818182,1390000,0.5368469387755102,20000.0,-0.7130428571428571
118,0.0,-0.7130428571428571,-1.0323979591836734,False,1847.0,0.0,100.0,-0.9031440677966102,1985.0,-0.9197727272727273,250000,-1.0323979591836734,20000.0,-0.7130428571428571
119,0.0,-0.71497,-0.0688265306122449,False,1847.0,0.0,354.0,-0.1771991525423729,2011.0,0.6745,950000,-0.0688265306122449,19950.0,-0.71497
120,0.0,-0.7323142857142857,1.8720816326530612,False,1472.0,-0.3933709175738725,1027.0,1.7462690677966102,1980.0,-1.2263636363636363,2360000,1.8720816326530612,19500.0,-0.7323142857142857
121,0.0,-0.7323142857142857,-0.7570918367346938,False,238.0,-1.6878234836702957,168.0,-0.7087966101694916,2010.0,0.6131818181818182,450000,-0.7570918367346938,19500.0,-0.7323142857142857
122,0.0,-0.7515857142857143,-0.9085102040816326,False,1847.0,0.0,85.0,-0.9460148305084746,2000.0,0.0,340000,-0.9085102040816326,19000.0,-0.7515857142857143
123,0.0,-0.78242,0.16518367346938775,False,567.0,-1.342706065318818,433.0,0.04858686440677966,2010.0,0.6131818181818182,1120000,0.16518367346938775,18200.0,-0.78242
124,0.0,-0.8074728571428571,1.6518367346938776,False,1416.0,-0.45211430793157076,1270.0,2.4407754237288137,1976.0,-1.4716363636363636,2200000,1.6518367346938776,17550.0,-0.8074728571428571
125,0.0,-0.8479428571428571,-0.9360408163265306,False,137.0,-1.7937713841368585,128.0,-0.8231186440677966,2000.0,0.0,320000,-0.9360408163265306,16500.0,-0.8479428571428571
