Index,Bed,mainTarget,mainZ,zCapVal,zRent,SuspiciousFeats,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
766,2.0,Capital Value,-2.0235,-2.0235,-1.2984125,Last Rental Price[z=-1.30];Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,360000.0,-2.0235,450.0,-1.2984125
274,2.0,Last Rental Price,2.49565,1.180375,2.49565,Capital Value[z=1.18];Land Size (sqm)[z=279243000000.00];Floor Size (sqm)[z=2.35];Year Built[z=-2.89],632.0,279243000000.0,120.0,2.3460869565217393,1950.0,-2.8907142857142856,740000.0,1.180375,675.0,2.49565
283,2.0,Capital Value,-2.2764375,-2.2764375,-0.708225,Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,330000.0,-2.2764375,485.0,-0.708225
286,4.0,Last Rental Price,-2.0986901639344264,-0.54803125,-2.0986901639344264,Year Built[z=-1.10],501.0,0.05188461538461538,140.0,-0.62054,1905.0,-1.0960625,770000.0,-0.54803125,250.0,-2.0986901639344264
289,4.0,Capital Value,-2.529375,-2.529375,-1.3246737704918032,Last Rental Price[z=-1.32],218.0,-0.8658245192307692,130.0,-0.8903399999999999,1925.0,-0.7588125,300000.0,-2.529375,425.0,-1.3246737704918032
294,2.0,Last Rental Price,-3.1532875000000002,-1.22253125,-3.1532875000000002,Capital Value[z=-1.22];Floor Size (sqm)[z=-1.76];Year Built[z=-1.93],218.0,0.0,50.0,-1.7595652173913043,1970.0,-1.9271428571428573,455000.0,-1.22253125,340.0,-3.1532875000000002
295,3.0,Capital Value,2.0235,2.0235,0.6745,Land Size (sqm)[z=5.05];Year Built[z=-3.04],660.0,5.053033898305085,141.0,0.49463333333333337,1910.0,-3.03525,1020000.0,2.0235,700.0,0.6745
308,3.0,Capital Value,2.3232777777777778,2.3232777777777778,-1.349,Last Rental Price[z=-1.35];Land Size (sqm)[z=3.29];Floor Size (sqm)[z=-1.35];Year Built[z=-3.71],506.0,3.2924745762711862,100.0,-1.349,1890.0,-3.7097499999999997,1060000.0,2.3232777777777778,550.0,-1.349
331,2.0,Last Rental Price,2.0740875,1.01175,2.0740875,Capital Value[z=1.01];Land Size (sqm)[z=-36423000000.00];Floor Size (sqm)[z=2.40],164.0,-36423000000.0,121.0,2.4047391304347827,2023.0,0.6263214285714286,720000.0,1.01175,650.0,2.0740875
335,3.0,Last Rental Price,3.3725,1.1241666666666668,3.3725,Capital Value[z=1.12];Land Size (sqm)[z=7.67];Floor Size (sqm)[z=1.35];Year Built[z=-3.04],889.0,7.671008474576271,160.0,1.349,1910.0,-3.03525,900000.0,1.1241666666666668,900.0,3.3725
341,4.0,Capital Value,-2.23428125,-2.23428125,-1.081411475409836,Last Rental Price[z=-1.08];Floor Size (sqm)[z=-2.43],218.0,-0.8658245192307692,73.0,-2.4282,1970.0,0.0,370000.0,-2.23428125,480.0,-1.081411475409836
343,4.0,Capital Value,2.698,2.698,-1.4573622950819671,Last Rental Price[z=-1.46];Land Size (sqm)[z=1.01];Floor Size (sqm)[z=2.35],796.0,1.0085072115384615,250.0,2.34726,1970.0,0.0,1540000.0,2.698,395.0,-1.4573622950819671
344,4.0,Capital Value,-1.2646875,-1.2646875,-0.5948868852459016,Floor Size (sqm)[z=-1.16],463.0,-0.07134134615384616,120.0,-1.16014,1915.0,-0.9274374999999999,600000.0,-1.2646875,590.0,-0.5948868852459016
345,2.0,Last Rental Price,-2.22585,-1.47546875,-2.22585,Capital Value[z=-1.48];Floor Size (sqm)[z=1.17];Year Built[z=-1.93],218.0,0.0,100.0,1.1730434782608696,1970.0,-1.9271428571428573,425000.0,-1.47546875,395.0,-2.22585
350,3.0,Last Rental Price,4.38425,0.44966666666666666,4.38425,Land Size (sqm)[z=3.61];Year Built[z=-2.53],534.0,3.6125762711864406,150.0,0.8993333333333333,1925.0,-2.529375,810000.0,0.44966666666666666,975.0,4.38425
353,3.0,Last Rental Price,2.4282,1.7237222222222222,2.4282,Capital Value[z=1.72];Land Size (sqm)[z=3.35];Year Built[z=-2.70],511.0,3.349635593220339,114.0,-0.7194666666666667,1920.0,-2.698,980000.0,1.7237222222222222,830.0,2.4282
369,3.0,Last Rental Price,2.4282,1.199111111111111,2.4282,Capital Value[z=1.20];Land Size (sqm)[z=5.26],678.0,5.258813559322034,144.0,0.6295333333333333,2024.0,0.8093999999999999,910000.0,1.199111111111111,830.0,2.4282
381,2.0,Capital Value,-2.0235,-2.0235,-0.7925375,Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,360000.0,-2.0235,480.0,-0.7925375
399,1.0,Capital Value,2.754208333333333,2.754208333333333,0.0,Land Size (sqm)[z=272498000000.00];Floor Size (sqm)[z=15.51];Year Built[z=-1.12],622.0,272497999999.99997,170.0,15.513499999999999,1950.0,-1.1241666666666668,660000.0,2.754208333333333,420.0,0.0
404,3.0,Capital Value,3.147666666666667,3.147666666666667,1.68625,Last Rental Price[z=1.69];Land Size (sqm)[z=5.60];Year Built[z=-2.70],708.0,5.601779661016949,132.0,0.08993333333333334,1920.0,-2.698,1170000.0,3.147666666666667,775.0,1.68625
449,2.0,Last Rental Price,2.0740875,-0.5901875,2.0740875,Land Size (sqm)[z=13490000000.00];Year Built[z=-5.78],238.0,13490000000.0,63.0,-0.9970869565217392,1890.0,-5.781428571428571,530000.0,-0.5901875,650.0,2.0740875
460,4.0,Capital Value,2.866625,2.866625,-1.4573622950819671,Last Rental Price[z=-1.46];Floor Size (sqm)[z=1.54],640.0,0.5026322115384615,220.0,1.53786,1970.0,0.0,1580000.0,2.866625,395.0,-1.4573622950819671
470,3.0,Last Rental Price,7.419499999999999,2.398222222222222,7.419499999999999,Capital Value[z=2.40];Land Size (sqm)[z=1.36];Floor Size (sqm)[z=3.69],337.0,1.3604322033898306,212.0,3.6872666666666665,2018.0,0.60705,1070000.0,2.398222222222222,1200.0,7.419499999999999
471,3.0,Last Rental Price,2.698,0.5246111111111111,2.698,Floor Size (sqm)[z=-1.80];Year Built[z=-3.71],218.0,0.0,90.0,-1.7986666666666666,1890.0,-3.7097499999999997,820000.0,0.5246111111111111,850.0,2.698
508,2.0,Last Rental Price,3.7603375,0.843125,3.7603375,Land Size (sqm)[z=-33050500000.00];Floor Size (sqm)[z=1.11],169.0,-33050499999.999996,99.0,1.1143913043478262,2024.0,0.6745,700000.0,0.843125,750.0,3.7603375
