Index,Bed,mainTarget,mainZ,zCapVal,zRent,SuspiciousFeats,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
709,1.0,Capital Value,2.754208333333333,2.754208333333333,0.0,Land Size (sqm)[z=272498000000.00];Floor Size (sqm)[z=15.51];Year Built[z=-1.12],622.0,272497999999.99997,170.0,15.513499999999999,1950.0,-1.1241666666666668,660000.0,2.754208333333333,420.0,0.0
713,3.0,Last Rental Price,-3.2376,-1.349,-3.2376,Capital Value[z=-1.35];Land Size (sqm)[z=3.41];Year Built[z=-3.04],519.0,3.412176470588235,130.0,0.0,1910.0,-3.03525,570000.0,-1.349,410.0,-3.2376
203,3.0,Capital Value,2.847888888888889,2.847888888888889,0.0,Land Size (sqm)[z=2.78];Year Built[z=-3.04],463.0,2.7773529411764706,113.0,-0.7644333333333333,1910.0,-3.03525,1130000.0,2.847888888888889,650.0,0.0
720,2.0,Last Rental Price,-2.1415375,-1.854875,-2.1415375,Capital Value[z=-1.85];Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,380000.0,-1.854875,400.0,-2.1415375
723,2.0,Last Rental Price,-2.1415375,2.0235,-2.1415375,Capital Value[z=2.02];Land Size (sqm)[z=187511000000.00];Floor Size (sqm)[z=2.93];Year Built[z=-4.10],496.0,187510999999.99997,130.0,2.932608695652174,1925.0,-4.095178571428571,840000.0,2.0235,400.0,-2.1415375
725,2.0,Last Rental Price,-2.1415375,-2.1078125,-2.1415375,Capital Value[z=-2.11];Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,350000.0,-2.1078125,400.0,-2.1415375
724,4.0,Last Rental Price,-1.4352475409836065,0.29509375,-1.4352475409836065,Land Size (sqm)[z=1.28],880.0,1.2809014423076923,164.0,0.02698,1915.0,-0.9274374999999999,970000.0,0.29509375,400.0,-1.4352475409836065
730,4.0,Capital Value,2.866625,2.866625,-1.4573622950819671,Last Rental Price[z=-1.46];Floor Size (sqm)[z=1.54],640.0,0.5026322115384615,220.0,1.53786,1970.0,0.0,1580000.0,2.866625,395.0,-1.4573622950819671
732,2.0,Last Rental Price,-2.22585,-1.47546875,-2.22585,Capital Value[z=-1.48];Floor Size (sqm)[z=1.17];Year Built[z=-1.93],218.0,0.0,100.0,1.1730434782608696,1970.0,-1.9271428571428573,425000.0,-1.47546875,395.0,-2.22585
734,4.0,Capital Value,2.698,2.698,-1.4573622950819671,Last Rental Price[z=-1.46];Land Size (sqm)[z=1.01];Floor Size (sqm)[z=2.35],796.0,1.0085072115384615,250.0,2.34726,1970.0,0.0,1540000.0,2.698,395.0,-1.4573622950819671
