Index,Bed,zRent,zCapVal,isRemoved,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
13,2.0,6.289712499999999,-0.29509375,True,481.0,177393499999.99997,70.0,-0.5865217391304348,1950.0,-2.8907142857142856,565000.0,-0.29509375,900.0,6.289712499999999
14,3.0,3.3725,1.1241666666666668,True,889.0,7.606546218487395,160.0,1.349,1910.0,-3.03525,900000.0,1.1241666666666668,900.0,3.3725
15,4.0,0.776227868852459,1.89703125,False,712.0,0.7361129807692308,240.0,2.0774600000000003,2013.0,0.7250875,1350000.0,1.89703125,900.0,0.776227868852459
16,4.0,0.7541131147540984,0.71665625,False,401.0,-0.27239423076923075,226.0,1.6997399999999998,2005.0,0.5901875,1070000.0,0.71665625,895.0,0.7541131147540984
17,4.0,0.7541131147540984,1.9391875,False,850.0,1.1836177884615384,270.0,2.88686,2016.0,0.775675,1360000.0,1.9391875,895.0,0.7541131147540984
18,5.0,1.6005084745762712,0.07843023255813954,False,994.0,0.8193079096045197,167.0,-0.9161958333333333,2000.0,0.44966666666666666,950000.0,0.07843023255813954,875.0,1.6005084745762712
19,3.0,3.0352499999999996,3.072722222222222,True,430.0,2.403260504201681,128.0,-0.08993333333333334,2012.0,0.40469999999999995,1160000.0,3.072722222222222,875.0,3.0352499999999996
20,4.0,0.6656540983606557,2.1078125,False,645.0,0.5188461538461538,209.0,1.24108,2012.0,0.708225,1400000.0,2.1078125,875.0,0.6656540983606557
21,4.0,0.6214245901639345,1.47546875,False,352.0,-0.43129086538461536,214.0,1.3759799999999998,2008.0,0.640775,1250000.0,1.47546875,865.0,0.6214245901639345
22,2.0,5.4465875,12.2253125,False,541.0,217863499999.99997,352.0,15.953391304347827,2024.0,0.6745,2050000.0,12.2253125,850.0,5.4465875
23,3.0,2.698,0.5246111111111111,True,218.0,0.0,90.0,-1.7986666666666666,1890.0,-3.7097499999999997,820000.0,0.5246111111111111,850.0,2.698
24,4.0,0.5550803278688524,0.0843125,False,208.0,-0.8982524038461539,186.0,0.62054,2008.0,0.640775,920000.0,0.0843125,850.0,0.5550803278688524
25,4.0,0.5550803278688524,0.29509375,False,302.0,-0.5934302884615384,192.0,0.78242,2008.0,0.640775,970000.0,0.29509375,850.0,0.5550803278688524
26,4.0,0.5550803278688524,0.12646875,False,237.0,-0.8042115384615385,188.0,0.6745,2021.0,0.8599874999999999,930000.0,0.12646875,850.0,0.5550803278688524
28,4.0,0.5550803278688524,0.80096875,False,840.0,1.1511899038461537,150.0,-0.35074,1935.0,-0.5901875,1090000.0,0.80096875,850.0,0.5550803278688524
29,3.0,2.698,4.496666666666667,False,612.0,4.466436974789915,191.0,2.7429666666666668,1940.0,-2.0235,1350000.0,4.496666666666667,850.0,2.698
30,3.0,2.698,1.8736111111111111,True,348.0,1.4736974789915966,159.0,1.3040333333333334,1935.0,-2.192125,1000000.0,1.8736111111111111,850.0,2.698
31,4.0,0.5550803278688524,1.22253125,False,637.0,0.49290384615384614,132.0,-0.83638,1910.0,-1.01175,1190000.0,1.22253125,850.0,0.5550803278688524
32,4.0,0.5108508196721311,-0.33725,False,657.0,0.5577596153846154,158.0,-0.1349,1930.0,-0.6745,820000.0,-0.33725,840.0,0.5108508196721311
33,4.0,0.5108508196721311,-0.2529375,False,318.0,-0.541545673076923,182.0,0.51262,2016.0,0.775675,840000.0,-0.2529375,840.0,0.5108508196721311
34,3.0,2.4282,1.199111111111111,True,678.0,5.214621848739496,144.0,0.6295333333333333,2024.0,0.8093999999999999,910000.0,1.199111111111111,830.0,2.4282
35,4.0,0.46662131147540986,-0.168625,False,650.0,0.5350600961538462,155.0,-0.21584,1930.0,-0.6745,860000.0,-0.168625,830.0,0.46662131147540986
36,3.0,2.4282,1.8736111111111111,False,205.0,-0.14736974789915966,132.0,0.08993333333333334,2016.0,0.5396,1000000.0,1.8736111111111111,830.0,2.4282
37,3.0,2.4282,1.7237222222222222,True,511.0,3.321487394957983,114.0,-0.7194666666666667,1920.0,-2.698,980000.0,1.7237222222222222,830.0,2.4282
38,3.0,2.36075,0.07494444444444444,False,135.0,-0.9408991596638655,124.0,-0.2698,2023.0,0.775675,760000.0,0.07494444444444444,825.0,2.36075
39,4.0,0.4223918032786885,0.2529375,False,506.0,0.06809855769230769,162.0,-0.02698,1935.0,-0.5901875,960000.0,0.2529375,820.0,0.4223918032786885
40,3.0,2.1584,0.7494444444444445,False,186.0,-0.3627563025210084,128.0,-0.08993333333333334,2013.0,0.43842499999999995,850000.0,0.7494444444444445,810.0,2.1584
42,4.0,0.33393278688524586,-0.33725,False,536.0,0.16538221153846153,161.0,-0.05396,1915.0,-0.9274374999999999,820000.0,-0.33725,800.0,0.33393278688524586
43,4.0,0.33393278688524586,0.0,False,696.0,0.6842283653846154,196.0,0.8903399999999999,2000.0,0.505875,900000.0,0.0,800.0,0.33393278688524586
44,4.0,0.33393278688524586,0.0,False,690.0,0.6647716346153847,160.0,-0.08094,1930.0,-0.6745,900000.0,0.0,800.0,0.33393278688524586
45,3.0,2.0235,2.6230555555555557,True,188.0,-0.34008403361344536,198.0,3.057733333333333,2022.0,0.74195,1100000.0,2.6230555555555557,800.0,2.0235
46,2.0,4.6034625,1.517625,True,319.0,68124499999.99999,80.0,0.0,1905.0,-5.058750000000001,780000.0,1.517625,800.0,4.6034625
47,4.0,0.33393278688524586,0.37940625,False,546.0,0.19781009615384615,190.0,0.72846,1925.0,-0.7588125,990000.0,0.37940625,800.0,0.33393278688524586
48,3.0,2.0235,-0.37472222222222223,False,278.0,0.6801680672268907,116.0,-0.6295333333333333,2015.0,0.505875,700000.0,-0.37472222222222223,800.0,2.0235
49,3.0,2.0235,3.897111111111111,False,297.0,0.8955546218487395,180.0,2.2483333333333335,2000.0,0.0,1270000.0,3.897111111111111,800.0,2.0235
50,5.0,1.2575423728813557,-0.5490116279069768,False,218.0,-2.137822033898305,151.0,-1.0960625,1905.0,-3.8221666666666665,750000.0,-0.5490116279069768,800.0,1.2575423728813557
51,3.0,2.0235,0.8243888888888888,False,379.0,1.8251176470588235,148.0,0.8094,2014.0,0.47214999999999996,860000.0,0.8243888888888888,800.0,2.0235
52,3.0,1.9560499999999998,1.498888888888889,False,645.0,4.840529411764706,125.0,-0.22483333333333333,1925.0,-2.529375,950000.0,1.498888888888889,795.0,1.9560499999999998
53,3.0,1.9560499999999998,3.3725,True,218.0,0.0,189.0,2.653033333333333,2013.0,0.43842499999999995,1200000.0,3.3725,795.0,1.9560499999999998
54,3.0,1.9560499999999998,0.07494444444444444,False,185.0,-0.3740924369747899,122.0,-0.35973333333333335,2023.0,0.775675,760000.0,0.07494444444444444,795.0,1.9560499999999998
55,4.0,0.2897032786885246,-0.63234375,False,218.0,-0.8658245192307692,129.0,-0.91732,2011.0,0.6913625,750000.0,-0.63234375,790.0,0.2897032786885246
56,3.0,1.8885999999999998,1.349,False,625.0,4.613806722689076,122.0,-0.35973333333333335,1920.0,-2.698,930000.0,1.349,790.0,1.8885999999999998
57,4.0,0.2897032786885246,0.0843125,False,158.0,-1.060391826923077,138.0,-0.6745,2015.0,0.7588125,920000.0,0.0843125,790.0,0.2897032786885246
58,4.0,0.2897032786885246,0.168625,False,195.0,-0.9404086538461538,139.0,-0.64752,2015.0,0.7588125,940000.0,0.168625,790.0,0.2897032786885246
59,4.0,0.2897032786885246,-0.843125,False,326.0,-0.5156033653846154,171.0,0.21584,2005.0,0.5901875,700000.0,-0.843125,790.0,0.2897032786885246
60,4.0,0.24547377049180327,-0.71665625,False,208.0,-0.8982524038461539,138.0,-0.6745,2000.0,0.505875,730000.0,-0.71665625,780.0,0.24547377049180327
61,5.0,1.166084745762712,1.2391976744186046,False,657.0,-0.46490960451977403,309.0,0.6801208333333333,2000.0,0.44966666666666666,1320000.0,1.2391976744186046,780.0,1.166084745762712
62,4.0,0.24547377049180327,-0.0843125,False,248.0,-0.7685408653846154,185.0,0.59356,2000.0,0.505875,880000.0,-0.0843125,780.0,0.24547377049180327
63,3.0,1.68625,3.147666666666667,True,708.0,5.554705882352941,132.0,0.08993333333333334,1920.0,-2.698,1170000.0,3.147666666666667,775.0,1.68625
64,4.0,0.20124426229508197,-0.0843125,False,756.0,0.8787956730769231,164.0,0.02698,1920.0,-0.843125,880000.0,-0.0843125,770.0,0.20124426229508197
65,3.0,1.55135,2.6230555555555557,True,218.0,0.0,121.0,-0.4047,1950.0,-1.68625,1100000.0,2.6230555555555557,765.0,1.55135
66,3.0,1.4838999999999998,0.07494444444444444,False,218.0,0.0,159.0,1.3040333333333334,2008.0,0.2698,760000.0,0.07494444444444444,760.0,1.4838999999999998
67,3.0,1.4838999999999998,1.5738333333333334,False,447.0,2.5959747899159664,185.0,2.4731666666666663,1990.0,-0.33725,960000.0,1.5738333333333334,760.0,1.4838999999999998
68,2.0,3.7603375,0.505875,False,169.0,-33050499999.999996,95.0,0.8797826086956522,2019.0,0.43360714285714286,660000.0,0.505875,750.0,3.7603375
69,2.0,3.7603375,-0.7588125,False,218.0,0.0,85.0,0.2932608695652174,2000.0,-0.4817857142857143,510000.0,-0.7588125,750.0,3.7603375
70,3.0,1.349,-0.8243888888888888,False,218.0,0.0,150.0,0.8993333333333333,1990.0,-0.33725,640000.0,-0.8243888888888888,750.0,1.349
71,3.0,1.349,0.14988888888888888,False,129.0,-1.0089159663865546,136.0,0.2698,2019.0,0.640775,770000.0,0.14988888888888888,750.0,1.349
72,3.0,1.349,0.14988888888888888,False,186.0,-0.3627563025210084,123.0,-0.31476666666666664,2020.0,0.6745,770000.0,0.14988888888888888,750.0,1.349
73,4.0,0.11278524590163932,-1.13821875,False,447.0,-0.12322596153846153,161.0,-0.05396,1930.0,-0.6745,630000.0,-1.13821875,750.0,0.11278524590163932
74,3.0,1.349,1.5738333333333334,False,428.0,2.380588235294118,173.0,1.9335666666666667,2010.0,0.33725,960000.0,1.5738333333333334,750.0,1.349
75,3.0,1.349,0.9742777777777778,False,256.0,0.4307731092436975,165.0,1.5738333333333332,2007.0,0.23607499999999998,880000.0,0.9742777777777778,750.0,1.349
76,3.0,1.349,1.7986666666666666,False,207.0,-0.12469747899159664,157.0,1.2141,2010.0,0.33725,990000.0,1.7986666666666666,750.0,1.349
77,3.0,1.349,1.498888888888889,False,159.0,-0.6688319327731092,151.0,0.9443,2012.0,0.40469999999999995,950000.0,1.498888888888889,750.0,1.349
78,3.0,1.349,0.7494444444444445,False,206.0,-0.13603361344537815,136.0,0.2698,2023.0,0.775675,850000.0,0.7494444444444445,750.0,1.349
79,3.0,1.349,0.8993333333333333,False,299.0,0.9182268907563025,150.0,0.8993333333333333,2013.0,0.43842499999999995,870000.0,0.8993333333333333,750.0,1.349
80,3.0,1.349,0.22483333333333333,False,739.0,5.906126050420168,120.0,-0.44966666666666666,1940.0,-2.0235,780000.0,0.22483333333333333,750.0,1.349
81,3.0,1.349,1.0492222222222223,False,311.0,1.0542605042016806,142.0,0.5396,2017.0,0.573325,890000.0,1.0492222222222223,750.0,1.349
82,3.0,1.349,0.07494444444444444,False,144.0,-0.8388739495798319,127.0,-0.1349,2016.0,0.5396,760000.0,0.07494444444444444,750.0,1.349
83,2.0,3.7603375,0.843125,True,169.0,-33050499999.999996,99.0,1.1143913043478262,2024.0,0.6745,700000.0,0.843125,750.0,3.7603375
84,3.0,1.2141,0.37472222222222223,False,418.0,2.2672268907563025,130.0,0.0,2019.0,0.640775,800000.0,0.37472222222222223,740.0,1.2141
85,2.0,3.4230875,1.01175,True,218.0,0.0,140.0,3.5191304347826087,1990.0,-0.9635714285714286,720000.0,1.01175,730.0,3.4230875
86,3.0,1.0792,0.8243888888888888,False,217.0,-0.011336134453781512,142.0,0.5396,2017.0,0.573325,860000.0,0.8243888888888888,730.0,1.0792
87,3.0,1.0792,1.8736111111111111,False,249.0,0.3514201680672269,141.0,0.49463333333333337,2017.0,0.573325,1000000.0,1.8736111111111111,730.0,1.0792
88,3.0,0.9442999999999999,0.7494444444444445,False,198.0,-0.22672268907563026,150.0,0.8993333333333333,2022.0,0.74195,850000.0,0.7494444444444445,720.0,0.9442999999999999
89,3.0,0.9442999999999999,0.7494444444444445,False,162.0,-0.6348235294117647,149.0,0.8543666666666667,2022.0,0.74195,850000.0,0.7494444444444445,720.0,0.9442999999999999
90,3.0,0.9442999999999999,0.07494444444444444,False,165.0,-0.6008151260504202,118.0,-0.5396,2021.0,0.708225,760000.0,0.07494444444444444,720.0,0.9442999999999999
91,3.0,0.9442999999999999,0.9742777777777778,False,224.0,0.06801680672268907,165.0,1.5738333333333332,2007.0,0.23607499999999998,880000.0,0.9742777777777778,720.0,0.9442999999999999
92,3.0,0.9442999999999999,0.9742777777777778,False,257.0,0.44210924369747895,165.0,1.5738333333333332,2007.0,0.23607499999999998,880000.0,0.9742777777777778,720.0,0.9442999999999999
93,3.0,0.8094,1.498888888888889,False,139.0,-0.8955546218487395,153.0,1.0342333333333333,2021.0,0.708225,950000.0,1.498888888888889,710.0,0.8094
94,3.0,0.8094,0.8993333333333333,False,134.0,-0.9522352941176471,134.0,0.17986666666666667,2023.0,0.775675,870000.0,0.8993333333333333,710.0,0.8094
95,3.0,0.8094,2.548111111111111,True,749.0,6.019487394957983,143.0,0.5845666666666667,1930.0,-2.36075,1090000.0,2.548111111111111,710.0,0.8094
96,2.0,3.001525,1.180375,True,188.0,-20235000000.0,108.0,1.6422608695652172,2023.0,0.6263214285714286,740000.0,1.180375,705.0,3.001525
97,3.0,0.6745,-0.14988888888888888,False,181.0,-0.41943697478991593,120.0,-0.44966666666666666,2024.0,0.8093999999999999,730000.0,-0.14988888888888888,700.0,0.6745
98,3.0,0.6745,0.14988888888888888,False,173.0,-0.510126050420168,126.0,-0.17986666666666667,2024.0,0.8093999999999999,770000.0,0.14988888888888888,700.0,0.6745
99,3.0,0.6745,-0.9742777777777778,False,589.0,4.205705882352941,111.0,-0.8543666666666667,1930.0,-2.36075,620000.0,-0.9742777777777778,700.0,0.6745
100,5.0,0.8002542372881356,-0.9568488372093024,False,931.0,0.5792316384180791,237.0,-0.12927916666666667,1910.0,-3.5973333333333333,620000.0,-0.9568488372093024,700.0,0.8002542372881356
101,3.0,0.6745,2.0235,True,660.0,5.010571428571429,141.0,0.49463333333333337,1910.0,-3.03525,1020000.0,2.0235,700.0,0.6745
102,3.0,0.6745,-0.6745,False,311.0,1.0542605042016806,90.0,-1.7986666666666666,1910.0,-3.03525,660000.0,-0.6745,700.0,0.6745
103,3.0,0.6745,0.6745,False,126.0,-1.0429243697478991,130.0,0.0,2012.0,0.40469999999999995,840000.0,0.6745,700.0,0.6745
104,3.0,0.6745,-0.29977777777777775,False,186.0,-0.3627563025210084,148.0,0.8094,2006.0,0.20234999999999997,710000.0,-0.29977777777777775,700.0,0.6745
105,3.0,0.6745,0.0,False,218.0,0.0,150.0,0.8993333333333333,1995.0,-0.168625,750000.0,0.0,700.0,0.6745
106,3.0,0.6745,1.349,False,128.0,-1.020252100840336,142.0,0.5396,2020.0,0.6745,930000.0,1.349,700.0,0.6745
107,3.0,0.6745,0.6745,False,135.0,-0.9408991596638655,124.0,-0.2698,2022.0,0.74195,840000.0,0.6745,700.0,0.6745
108,3.0,0.6745,0.22483333333333333,False,218.0,0.0,170.0,1.7986666666666666,1990.0,-0.33725,780000.0,0.22483333333333333,700.0,0.6745
109,3.0,0.6745,0.37472222222222223,False,363.0,1.6437394957983193,129.0,-0.04496666666666667,2015.0,0.505875,800000.0,0.37472222222222223,700.0,0.6745
110,3.0,0.6745,1.199111111111111,False,218.0,0.0,150.0,0.8993333333333333,1990.0,-0.33725,910000.0,1.199111111111111,700.0,0.6745
111,3.0,0.6745,0.6745,False,146.0,-0.816201680672269,135.0,0.22483333333333333,2020.0,0.6745,840000.0,0.6745,700.0,0.6745
112,3.0,0.6745,0.6745,False,142.0,-0.861546218487395,116.0,-0.6295333333333333,2023.0,0.775675,840000.0,0.6745,700.0,0.6745
113,3.0,0.6745,1.7986666666666666,False,658.0,4.987899159663865,140.0,0.44966666666666666,1920.0,-2.698,990000.0,1.7986666666666666,700.0,0.6745
114,3.0,0.6745,0.44966666666666666,False,218.0,0.0,160.0,1.349,1990.0,-0.33725,810000.0,0.44966666666666666,700.0,0.6745
115,3.0,0.6745,0.14988888888888888,False,473.0,2.8907142857142856,80.0,-2.2483333333333335,1880.0,-4.047,770000.0,0.14988888888888888,700.0,0.6745
116,3.0,0.6745,0.29977777777777775,False,402.0,2.0858487394957983,112.0,-0.8094,1930.0,-2.36075,790000.0,0.29977777777777775,700.0,0.6745
117,4.0,-0.11278524590163932,0.9274375,False,607.0,0.3956201923076923,160.0,-0.08094,1930.0,-0.6745,1120000.0,0.9274375,699.0,-0.11278524590163932
118,3.0,0.60705,0.18736111111111112,False,123.0,-1.0769327731092437,129.0,-0.04496666666666667,2022.0,0.74195,775000.0,0.18736111111111112,695.0,0.60705
119,4.0,-0.13047704918032785,-0.29509375,False,218.0,-0.8658245192307692,164.0,0.02698,1930.0,-0.6745,830000.0,-0.29509375,695.0,-0.13047704918032785
120,3.0,0.60705,-0.5995555555555555,False,225.0,0.07935294117647058,146.0,0.7194666666666667,2000.0,0.0,670000.0,-0.5995555555555555,695.0,0.60705
121,3.0,0.5396,0.44966666666666666,False,283.0,0.7368487394957983,147.0,0.7644333333333333,2022.0,0.74195,810000.0,0.44966666666666666,690.0,0.5396
123,3.0,0.5396,2.548111111111111,False,218.0,0.0,120.0,-0.44966666666666666,1910.0,-3.03525,1090000.0,2.548111111111111,690.0,0.5396
124,3.0,0.5396,0.6745,False,299.0,0.9182268907563025,160.0,1.349,2015.0,0.505875,840000.0,0.6745,690.0,0.5396
125,3.0,0.5396,2.6230555555555557,True,410.0,2.1765378151260504,201.0,3.192633333333333,1990.0,-0.33725,1100000.0,2.6230555555555557,690.0,0.5396
126,3.0,0.5396,-0.14988888888888888,False,218.0,0.0,140.0,0.44966666666666666,1995.0,-0.168625,730000.0,-0.14988888888888888,690.0,0.5396
127,3.0,0.5396,-0.37472222222222223,False,218.0,0.0,80.0,-2.2483333333333335,1905.0,-3.203875,700000.0,-0.37472222222222223,690.0,0.5396
128,3.0,0.5396,-0.6745,False,86.0,-1.4963697478991596,96.0,-1.5288666666666666,2021.0,0.708225,660000.0,-0.6745,690.0,0.5396
129,3.0,0.5396,0.07494444444444444,False,176.0,-0.47611764705882353,118.0,-0.5396,2024.0,0.8093999999999999,760000.0,0.07494444444444444,690.0,0.5396
130,3.0,0.4047,0.0,False,162.0,-0.6348235294117647,131.0,0.04496666666666667,2021.0,0.708225,750000.0,0.0,680.0,0.4047
131,3.0,0.4047,-0.5246111111111111,False,637.0,4.7498403361344534,110.0,-0.8993333333333333,1920.0,-2.698,680000.0,-0.5246111111111111,680.0,0.4047
132,3.0,0.4047,-0.5995555555555555,False,330.0,1.2696470588235294,143.0,0.5845666666666667,2000.0,0.0,670000.0,-0.5995555555555555,680.0,0.4047
133,3.0,0.4047,-0.07494444444444444,False,616.0,4.511781512605042,148.0,0.8094,1910.0,-3.03525,740000.0,-0.07494444444444444,680.0,0.4047
134,3.0,0.4047,0.0,False,176.0,-0.47611764705882353,142.0,0.5396,2000.0,0.0,750000.0,0.0,680.0,0.4047
135,3.0,0.4047,0.6745,False,264.0,0.5214621848739496,155.0,1.1241666666666668,2000.0,0.0,840000.0,0.6745,680.0,0.4047
136,3.0,0.4047,-0.14988888888888888,False,152.0,-0.7481848739495798,127.0,-0.1349,2023.0,0.775675,730000.0,-0.14988888888888888,680.0,0.4047
137,3.0,0.4047,0.0,False,236.0,0.20405042016806724,126.0,-0.17986666666666667,2023.0,0.775675,750000.0,0.0,680.0,0.4047
138,3.0,0.4047,-0.14988888888888888,False,145.0,-0.8275378151260504,119.0,-0.49463333333333337,2017.0,0.573325,730000.0,-0.14988888888888888,680.0,0.4047
139,3.0,0.4047,-0.29977777777777775,False,218.0,0.0,183.0,2.3832333333333335,2000.0,0.0,710000.0,-0.29977777777777775,680.0,0.4047
140,3.0,0.4047,0.37472222222222223,False,187.0,-0.3514201680672269,132.0,0.08993333333333334,2018.0,0.60705,800000.0,0.37472222222222223,680.0,0.4047
141,3.0,0.4047,0.37472222222222223,False,145.0,-0.8275378151260504,132.0,0.08993333333333334,2018.0,0.60705,800000.0,0.37472222222222223,680.0,0.4047
142,3.0,0.4047,0.6745,False,145.0,-0.8275378151260504,132.0,0.08993333333333334,2010.0,0.33725,840000.0,0.6745,680.0,0.4047
143,3.0,0.4047,-0.8993333333333333,False,218.0,0.0,150.0,0.8993333333333333,1990.0,-0.33725,630000.0,-0.8993333333333333,680.0,0.4047
144,2.0,2.49565,1.180375,True,632.0,279243000000.0,120.0,2.3460869565217393,1950.0,-2.8907142857142856,740000.0,1.180375,675.0,2.49565
145,3.0,0.33725,0.22483333333333333,False,173.0,-0.510126050420168,131.0,0.04496666666666667,2024.0,0.8093999999999999,780000.0,0.22483333333333333,675.0,0.33725
146,3.0,0.33725,0.5246111111111111,False,213.0,-0.056680672268907564,163.0,1.4838999999999998,2000.0,0.0,820000.0,0.5246111111111111,675.0,0.33725
147,3.0,0.33725,1.349,False,508.0,3.2874789915966387,120.0,-0.44966666666666666,1930.0,-2.36075,930000.0,1.349,675.0,0.33725
148,3.0,0.33725,-0.37472222222222223,False,201.0,-0.1927142857142857,145.0,0.6745,2000.0,0.0,700000.0,-0.37472222222222223,675.0,0.33725
149,3.0,0.33725,-0.29977777777777775,False,195.0,-0.2607310924369748,156.0,1.1691333333333334,2000.0,0.0,710000.0,-0.29977777777777775,675.0,0.33725
150,2.0,2.49565,1.349,True,218.0,0.0,113.0,1.9355217391304347,1980.0,-1.4453571428571428,760000.0,1.349,675.0,2.49565
151,3.0,0.2698,0.37472222222222223,False,195.0,-0.2607310924369748,147.0,0.7644333333333333,2022.0,0.74195,800000.0,0.37472222222222223,670.0,0.2698
152,3.0,0.2698,-0.37472222222222223,False,111.0,-1.2129663865546219,120.0,-0.44966666666666666,2024.0,0.8093999999999999,700000.0,-0.37472222222222223,670.0,0.2698
153,3.0,0.2698,0.22483333333333333,False,173.0,-0.510126050420168,131.0,0.04496666666666667,2024.0,0.8093999999999999,780000.0,0.22483333333333333,670.0,0.2698
154,3.0,0.2698,0.8243888888888888,False,185.0,-0.3740924369747899,139.0,0.4047,2019.0,0.640775,860000.0,0.8243888888888888,670.0,0.2698
155,3.0,0.2698,0.9742777777777778,False,658.0,4.987899159663865,140.0,0.44966666666666666,1910.0,-3.03525,880000.0,0.9742777777777778,670.0,0.2698
156,3.0,0.2698,0.0,False,247.0,0.3287478991596639,135.0,0.22483333333333333,2000.0,0.0,750000.0,0.0,670.0,0.2698
157,3.0,0.20235,0.5246111111111111,False,782.0,6.393579831932773,120.0,-0.44966666666666666,1930.0,-2.36075,820000.0,0.5246111111111111,665.0,0.20235
158,3.0,0.1349,-1.349,False,218.0,0.0,110.0,-0.8993333333333333,1920.0,-2.698,570000.0,-1.349,660.0,0.1349
159,3.0,0.1349,0.22483333333333333,False,162.0,-0.6348235294117647,138.0,0.35973333333333335,2019.0,0.640775,780000.0,0.22483333333333333,660.0,0.1349
160,3.0,0.1349,0.6745,False,285.0,0.7595210084033613,185.0,2.4731666666666663,2000.0,0.0,840000.0,0.6745,660.0,0.1349
161,3.0,0.1349,1.2740555555555555,False,218.0,0.0,174.0,1.9785333333333335,2018.0,0.60705,920000.0,1.2740555555555555,660.0,0.1349
162,3.0,0.1349,-0.22483333333333333,False,211.0,-0.07935294117647058,125.0,-0.22483333333333333,2015.0,0.505875,720000.0,-0.22483333333333333,660.0,0.1349
163,3.0,0.1349,1.498888888888889,False,190.0,-0.31741176470588234,142.0,0.5396,2020.0,0.6745,950000.0,1.498888888888889,660.0,0.1349
164,4.0,-0.28528032786885243,-0.843125,False,218.0,-0.8658245192307692,170.0,0.18886,1990.0,0.33725,700000.0,-0.843125,660.0,-0.28528032786885243
165,3.0,0.1349,-0.37472222222222223,False,197.0,-0.23805882352941177,119.0,-0.49463333333333337,2017.0,0.573325,700000.0,-0.37472222222222223,660.0,0.1349
166,3.0,0.1349,1.349,False,596.0,4.285058823529411,145.0,0.6745,1910.0,-3.03525,930000.0,1.349,660.0,0.1349
167,3.0,0.1349,-0.5995555555555555,False,213.0,-0.056680672268907564,146.0,0.7194666666666667,2000.0,0.0,670000.0,-0.5995555555555555,660.0,0.1349
168,3.0,0.0,0.0,False,190.0,-0.31741176470588234,145.0,0.6745,2021.0,0.708225,750000.0,0.0,650.0,0.0
169,3.0,0.0,-0.8993333333333333,False,171.0,-0.532798319327731,143.0,0.5845666666666667,2000.0,0.0,630000.0,-0.8993333333333333,650.0,0.0
170,3.0,0.0,-0.8243888888888888,False,218.0,0.0,140.0,0.44966666666666666,1985.0,-0.505875,640000.0,-0.8243888888888888,650.0,0.0
171,3.0,0.0,-0.29977777777777775,False,207.0,-0.12469747899159664,131.0,0.04496666666666667,2000.0,0.0,710000.0,-0.29977777777777775,650.0,0.0
172,3.0,0.0,0.7494444444444445,False,174.0,-0.49878991596638655,139.0,0.4047,2021.0,0.708225,850000.0,0.7494444444444445,650.0,0.0
173,3.0,0.0,-0.29977777777777775,False,131.0,-0.9862436974789915,120.0,-0.44966666666666666,2024.0,0.8093999999999999,710000.0,-0.29977777777777775,650.0,0.0
174,3.0,0.0,-0.14988888888888888,False,149.0,-0.7821932773109244,110.0,-0.8993333333333333,2024.0,0.8093999999999999,730000.0,-0.14988888888888888,650.0,0.0
