Last Rental Date,Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Days on Market,Active Listing,Capital Value,Land Value,Dollar_Volume,Volume,VWAP_3M,VWAP_12M,Volume_all,Rolling_PV_3M_all,Rolling_V_3M_all,Rolling_PV_12M_all,Rolling_V_12M_all,VWAP_3M_all,VWAP_12M_all,Percentage_Diff,Percentage_Diff_all,Rolling_Median_1M_all,Rolling_Median_12M_all
2024-08-29,8/552 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,104.0,80.0,2020.0,550.0,7,False,645000.0,245000.0,550.0,550.0,522.4029795059031,522.4941094807474,550.0,49516429.0,82111.0,152914453.0,249637.0,603.3394274307415,612.4301410042193,-0.017441340139675774,-1.484367434720234,580.0,560.0
2024-08-29,37 FLOCKTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,2.0,673.0,121.0,1940.0,639.0,7,False,750000.0,395000.0,639.0,639.0,663.0405452638937,648.7774810858923,639.0,49924750.0,82750.0,153322774.0,250276.0,603.0425765122822,612.5472305788004,2.198452411469118,-1.551660605425842,585.0,560.0
2024-08-29,6/90 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,162.0,138.0,2019.0,660.0,31,False,780000.0,350000.0,660.0,660.0,661.0105335470574,648.7210633725235,660.0,50360350.0,83410.0,153758374.0,250936.0,603.3202416918429,612.6147692946987,1.8944151605998896,-1.5171896057218157,590.0,560.0
2024-08-30,24 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,297.0,180.0,2000.0,800.0,45,False,1270000.0,530000.0,800.0,800.0,660.9938443059831,648.7878853162421,800.0,50448650.0,83160.0,154398374.0,251736.0,603.7687327658554,612.7393996875697,1.8813481672505965,-1.4640264566450998,592.5,560.0
2024-08-30,1/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,152.0,77.0,2024.0,530.0,11,False,650000.0,250000.0,530.0,530.0,522.8016442098075,522.8363713437898,530.0,50729550.0,83690.0,154679274.0,252266.0,606.6456228956229,613.3345012235039,-0.006642065450237439,-1.0905759116009015,590.0,560.0
2024-09-01,13/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,90.0,1970.0,590.0,7,False,610000.0,220000.0,590.0,590.0,663.7219292005004,649.8660273435411,590.0,51077650.0,84280.0,153657274.0,250846.0,606.1602341976342,613.1594190259488,2.132116663121806,-1.1414951171154364,590.0,560.0
2024-09-02,1/606 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,50.0,1970.0,450.0,7,False,390000.0,180000.0,450.0,450.0,522.8297872340426,522.8727642198493,450.0,49949850.0,82440.0,153859774.0,251296.0,606.0471048884671,612.5562057995743,-0.008219396523902174,-1.0626128426224735,585.0,560.0
2024-09-03,5/57 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,550.0,7,False,550000.0,280000.0,550.0,550.0,522.2109347538058,522.4149828257824,550.0,50252350.0,82990.0,153455649.0,250661.0,605.8933770014556,612.2651136508341,-0.039058617896630836,-1.0406826238040707,580.0,560.0
2024-09-03,4/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,540.0,8,False,660000.0,330000.0,540.0,540.0,522.6181493618949,522.4424499429152,540.0,50543950.0,83530.0,153747249.0,251201.0,605.5229545728401,612.2039288122205,0.033630387231906464,-1.0912988180821683,580.0,560.0
2024-09-03,C3/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,67.0,2010.0,450.0,7,False,440000.0,175000.0,450.0,450.0,522.8646810075381,522.5329432762883,450.0,50746450.0,83980.0,153949749.0,251651.0,605.0993654974261,612.0487139780495,0.06348647210066018,-1.1354240801284654,580.0,560.0
2024-09-03,6/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,107.0,67.0,2024.0,540.0,8,False,620000.0,290000.0,540.0,540.0,522.0135243880279,522.2227407076534,540.0,51038050.0,84520.0,154241349.0,252191.0,604.268278161467,611.7589399605008,-0.040062659726768445,-1.224446642253797,580.0,560.0
2024-09-03,3/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,111.0,70.0,2024.0,540.0,8,False,660000.0,330000.0,540.0,540.0,522.2621662442721,522.3135087603181,540.0,51329650.0,85060.0,154532949.0,252731.0,603.8576668244202,611.6052872624321,-0.009829827332606948,-1.2667680609319898,580.0,560.0
2024-09-03,2/159 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,69.0,2017.0,500.0,7,False,560000.0,170000.0,500.0,500.0,522.5040274726662,522.403354625074,500.0,51579650.0,85560.0,154782949.0,253231.0,603.4522689865977,611.4522911712453,0.01927109516063286,-1.3083640866441848,575.0,560.0
2024-09-04,6/95 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,206.0,89.0,2016.0,530.0,15,False,610000.0,270000.0,530.0,530.0,523.1463536090431,522.7325537006174,530.0,51928950.0,86150.0,155001349.0,253711.0,603.2241298761971,611.1060822099605,0.07916092187033343,-1.2897846320330564,580.0,560.0
2024-09-04,5/38 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,129.0,88.0,2024.0,600.0,19,False,690000.0,220000.0,600.0,600.0,522.2234496172356,522.2984709880993,600.0,51648050.0,85620.0,154720449.0,253181.0,602.8477092099112,611.2322306510656,-0.014363697202063392,-1.3717407264704473,580.0,560.0
2024-09-05,140I SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,145.0,2000.0,540.0,7,False,600000.0,310000.0,540.0,540.0,662.6701085773705,648.4817303201236,540.0,52220550.0,86690.0,155292949.0,254251.0,602.7736506094022,610.9366523327724,2.18793800871503,-1.3361453584755332,580.0,560.0
2024-09-06,16 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,572.0,70.0,1930.0,570.0,7,False,660000.0,540000.0,570.0,570.0,661.893434753711,647.9921506212585,570.0,52129425.0,86615.0,155617849.0,254821.0,602.3826277540662,610.7859910088849,2.1452858833436026,-1.3758277659476432,580.0,560.0
2024-09-09,2/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,72.0,2024.0,530.0,21,False,630000.0,230000.0,530.0,530.0,523.2356179195439,522.7682408205242,530.0,49747225.0,82595.0,153928799.0,252581.0,601.8521618657277,610.6947582813034,0.08940426416993434,-1.4479568222366437,565.0,560.0
2024-09-10,112 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1955.0,500.0,7,False,550000.0,335000.0,500.0,500.0,519.0866936023332,522.803579166705,500.0,49799200.0,82650.0,153824774.0,252486.0,602.3031055148617,609.4235077064387,-0.710952585729462,-1.1683832509800263,557.5,560.0
2024-09-11,1/538 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,1.0,174.0,134.0,2000.0,610.0,36,False,650000.0,275000.0,610.0,610.0,663.3699684984249,649.1751342120323,610.0,50944825.0,84455.0,154684574.0,254106.0,603.1692408611127,608.7373134092845,2.1865955022479855,-0.9146921710757887,557.5,560.0
2024-09-11,12 LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,205.0,132.0,2016.0,830.0,7,False,1000000.0,335000.0,830.0,830.0,660.8703758508434,647.5921980711098,830.0,50025700.0,82800.0,153765449.0,252451.0,602.5311554748941,609.2408054307962,2.0503918699581933,-1.1013132896043638,565.0,560.0
2024-09-11,2/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,1.0,99.0,95.0,2023.0,545.0,20,False,650000.0,220000.0,545.0,545.0,519.7125681308112,522.3019581787646,545.0,50322725.0,83345.0,154062474.0,252996.0,604.1751207729469,609.0902749444447,-0.49576495117546104,-0.8069664504077124,557.5,560.0
2024-09-11,30A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,329.0,120.0,1965.0,500.0,7,False,680000.0,430000.0,500.0,500.0,520.0755010138782,522.4155411299134,500.0,50572725.0,83845.0,154312474.0,253496.0,603.7881696562481,608.9522126832045,-0.44792697226694494,-0.8480210629668712,550.0,560.0
2024-09-12,487 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,266.0,120.0,1990.0,580.0,7,False,610000.0,400000.0,580.0,580.0,662.5682624113475,648.9592581551442,580.0,50247200.0,83280.0,154636574.0,254066.0,603.2185779409152,608.740344580608,2.0970506368752457,-0.9070807757118599,550.0,560.0
2024-09-12,42A LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,387.0,147.0,2005.0,615.0,7,False,740000.0,460000.0,615.0,615.0,663.3316336732654,648.7600694036528,615.0,50625425.0,83895.0,155014799.0,254681.0,603.3525456292027,608.6472570119575,2.246063676977987,-0.8699146051767725,557.5,560.0
2024-09-13,4/544 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,475.0,4,False,390000.0,190000.0,475.0,475.0,519.8145972500195,522.3131038012631,475.0,50585825.0,83855.0,155240424.0,255156.0,603.4379283628344,608.6625975239614,-0.47835417741965913,-0.8583851188459563,557.5,560.0
2024-09-14,4/32 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,145.0,93.0,2024.0,560.0,7,False,680000.0,250000.0,560.0,560.0,518.4796344233715,522.1085852610888,560.0,50899425.0,84415.0,155554024.0,255716.0,603.2535328841452,608.4137703992851,-0.6950567257771834,-0.8481460752858003,565.0,560.0
2024-09-15,1/72 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,93.0,1905.0,550.0,12,False,750000.0,400000.0,550.0,550.0,662.5999310735298,648.5734776044288,550.0,51025525.0,84545.0,155856524.0,256266.0,602.9665936148789,608.3077476575576,2.1626622045830572,-0.8780348537802029,562.5,560.0
2024-09-16,35A OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,312.0,120.0,2000.0,580.0,13,False,640000.0,420000.0,580.0,580.0,661.0957909309499,648.0886408756775,580.0,50912850.0,84180.0,156489949.0,257391.0,604.9814593301436,608.0485220648649,2.0070017023747773,-0.5044108526579216,565.0,560.0
2024-09-16,2/509 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,5,10.0,218.0,789.0,2000.0,545.0,77,False,3020000.0,1180000.0,545.0,545.0,805.9335091354304,855.8393918868067,545.0,50576450.0,83600.0,156153549.0,256811.0,603.5309598438702,608.182607134774,-5.831220579991343,-0.7648438538580284,562.5,560.0
2024-09-16,124 FORFAR STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,3,1.0,173.0,131.0,2024.0,670.0,39,False,780000.0,230000.0,670.0,670.0,659.9692716691017,647.7373000480419,670.0,51361750.0,84850.0,156938849.0,258061.0,604.8093371347113,607.9853180569639,1.8884155073596234,-0.52237789761151,565.0,560.0
2024-09-17,66 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,508.0,100.0,1920.0,550.0,7,False,930000.0,750000.0,550.0,550.0,659.9748566387296,647.8813949807425,550.0,52378350.0,86590.0,158117324.0,259976.0,605.2516271501627,608.3230824975137,1.8666165986054657,-0.5049052774293833,560.0,560.0
2024-09-17,3/28 ALBANY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1970.0,499.0,141,False,590000.0,250000.0,499.0,499.0,521.2508637443317,522.5229880935303,499.0,52627351.0,87089.0,158366325.0,260475.0,604.900681371983,608.1996953564944,-0.24345806369975959,-0.5424228275184795,555.0,560.0
2024-09-17,2/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,142.0,70.0,2024.0,540.0,22,False,660000.0,330000.0,540.0,540.0,520.9735400460173,522.4379617283506,540.0,52075850.0,86040.0,157814824.0,259426.0,605.6637426900585,608.4655948950503,-0.280305373960314,-0.4604783291773679,550.0,560.0
2024-09-17,6/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,550.0,28,False,600000.0,190000.0,550.0,550.0,519.0848560570566,522.3007080383173,550.0,51784250.0,85500.0,157523224.0,258886.0,606.0241318422602,608.5900687476775,-0.6157089071042912,-0.42161991086994394,550.0,560.0
2024-09-17,5/128 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,163.0,150.0,2022.0,650.0,106,False,850000.0,295000.0,650.0,650.0,660.1276901680692,647.8692160747134,650.0,51481750.0,84950.0,157220724.0,258336.0,605.3241013553329,608.1463258686899,1.8921217105555568,-0.46406997679804857,550.0,560.0
2024-09-18,3/27 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,173.0,63.0,2023.0,499.0,50,False,630000.0,290000.0,499.0,499.0,520.9551495459025,522.4182175213103,499.0,51574052.0,85338.0,158615326.0,260974.0,604.2938947513463,607.9904981284193,-0.28005684456211977,-0.608003478418205,550.0,560.0
2024-09-19,36 ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,130.0,1930.0,650.0,7,False,990000.0,630000.0,650.0,650.0,658.588290580657,647.4102842341081,650.0,51996552.0,85988.0,158707201.0,261049.0,604.3503714640606,607.7821008989401,1.7265722554550753,-0.5646315397909665,550.0,560.0
2024-09-20,72A SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,345.0,107.0,2014.0,580.0,7,False,770000.0,530000.0,580.0,580.0,658.7181951457892,647.4249316928003,580.0,52332952.0,86568.0,158045476.0,260254.0,604.6954458761687,607.9594290727028,1.7443355824220037,-0.5368751664091395,550.0,560.0
2024-09-21,158A EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,4.0,1,2.0,218.0,130.0,1990.0,570.0,7,False,280000.0,255000.0,570.0,570.0,778.7348634744757,848.1914575042358,570.0,52657852.0,87138.0,157894276.0,260134.0,604.5299879863229,607.2739554435283,-8.188787262033145,-0.4518500147435583,550.0,560.0
2024-09-21,41 ALBANY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,6,2.0,541.0,352.0,2024.0,850.0,7,False,2050000.0,670000.0,850.0,850.0,521.6736036230321,522.3143760996677,850.0,53380352.0,87988.0,158616776.0,260984.0,604.3041153113452,606.9728524529665,-0.12267946393137179,-0.4396798194245698,555.0,560.0
2024-09-23,3/505 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,299.0,150.0,2013.0,750.0,7,False,870000.0,380000.0,750.0,750.0,657.6698964480058,647.6438157196657,750.0,52362702.0,85968.0,158934251.0,261239.0,606.6776378597082,607.7643686969316,1.54808561202721,-0.17880792181900837,550.0,560.0
2024-09-23,8/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,530.0,7,False,630000.0,300000.0,530.0,530.0,529.02819796553,524.5148968610661,530.0,52643602.0,86498.0,159215151.0,261769.0,609.0952680067002,608.3863856468598,0.8604714816440068,0.11651844560700254,550.0,560.0
2024-09-24,7/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,67.0,2024.0,530.0,15,False,620000.0,290000.0,530.0,530.0,530.8390214926018,524.5405465020866,530.0,52924502.0,87028.0,159193551.0,261749.0,608.6106268353026,608.2276778380939,1.2007603668613833,0.0629614552514065,550.0,560.0
2024-09-24,4/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,136.0,72.0,2024.0,529.0,35,False,640000.0,240000.0,529.0,529.0,530.8271841558857,524.4425118470865,529.0,53204343.0,87557.0,159473392.0,262278.0,608.131888587581,608.1916301494944,1.2174208163087985,-0.00982281882088468,550.0,560.0
2024-09-25,5/116 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,145.0,72.0,2023.0,570.0,51,False,620000.0,215000.0,570.0,570.0,530.8018112613204,524.4636884266741,570.0,53106743.0,87477.0,159548292.0,262348.0,607.6537912445607,608.0319050778182,1.208496026418878,-0.06218651194120337,550.0,560.0
2024-09-25,519C MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,145.0,132.0,2018.0,680.0,7,False,800000.0,325000.0,680.0,680.0,659.0439811044145,648.718531193798,680.0,53569143.0,88157.0,160010692.0,263028.0,607.0937846519656,608.1551679448671,1.5916687151845639,-0.17452507992133298,550.0,560.0
2024-09-26,2/59 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1965.0,480.0,7,False,385000.0,165000.0,480.0,480.0,531.3796715375663,524.7989079864464,480.0,53578643.0,88167.0,159668192.0,262438.0,607.6561475549304,608.340906671533,1.2539590786057648,-0.11256174113775178,550.0,560.0
2024-09-27,5/40 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1980.0,550.0,7,False,540000.0,345000.0,550.0,550.0,531.487912087912,524.488282622444,550.0,53425518.0,88042.0,159768192.0,262538.0,607.6949765785384,608.4034781548404,1.3345635541121843,-0.11645258479630845,550.0,560.0
2024-09-27,1/493 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1965.0,485.0,7,False,425000.0,260000.0,485.0,485.0,531.7474824729127,524.905588514059,485.0,53660743.0,88527.0,160003417.0,263023.0,606.8185411508144,608.5526361898087,1.303452298578535,-0.28495399343786615,550.0,560.0
2024-09-28,57 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,4,1.0,218.0,240.0,2000.0,555.0,2,False,1180000.0,1070000.0,555.0,555.0,757.5793029871977,841.8124626479142,555.0,54328768.0,89682.0,160671442.0,264178.0,606.1097422778731,608.3058648145268,-10.006166859987058,-0.3610227459048519,550.0,560.0
2024-09-28,3/46 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,86.0,1905.0,600.0,7,False,600000.0,340000.0,600.0,600.0,531.1765298413497,524.7364571408597,600.0,54020743.0,89127.0,160363417.0,263623.0,606.1511516260576,608.3248118985792,1.2272966005793096,-0.3573190226677779,550.0,560.0
2024-09-29,1/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,91.0,2022.0,600.0,7,False,700000.0,245000.0,600.0,600.0,532.2009426941206,525.1290238453313,600.0,54413143.0,89757.0,161031442.0,264778.0,605.7934479605718,608.1938768557563,1.3467011967847826,-0.39468152944818635,550.0,560.0
2024-09-30,11 REHUA LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1980.0,430.0,7,False,510000.0,210000.0,430.0,430.0,533.1953067709607,525.5175166258767,430.0,54322418.0,89662.0,160774117.0,264543.0,606.2272914647325,608.1753091268912,1.4609960471688415,-0.32030528581558243,550.0,560.0
2024-09-30,7/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,317.0,90.0,2010.0,430.0,7,False,620000.0,255000.0,430.0,430.0,532.2135244395442,525.1636352670532,430.0,54507318.0,90092.0,160959017.0,264973.0,605.8577546786821,607.7428508786851,1.342417619777891,-0.3101799054118814,550.0,560.0
2024-10-01,43C PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,222.0,110.0,2008.0,590.0,29,False,550000.0,350000.0,590.0,590.0,659.512057298328,648.9031434969016,590.0,53917418.0,89002.0,160397917.0,264183.0,605.9055105641768,607.1853842856221,1.6348994311008551,-0.2107879660099513,550.0,560.0
2024-10-02,998D COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,3.0,302.0,192.0,2008.0,850.0,7,False,970000.0,530000.0,850.0,850.0,739.3835572099046,835.6075465814298,850.0,54125818.0,88842.0,160287992.0,263468.0,605.8000719084964,607.1470041599952,-11.515452411265201,-0.22184614965897112,550.0,560.0
2024-10-02,507 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,2.0,190.0,145.0,2021.0,650.0,7,False,750000.0,210000.0,650.0,650.0,660.951295361577,649.8550515299477,650.0,54548318.0,89492.0,160710492.0,264118.0,609.236824925148,608.3774576039594,1.7074952030465118,0.14125561531702222,550.0,560.0
2024-10-03,1/97 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,153.0,66.0,2023.0,480.0,37,False,640000.0,250000.0,480.0,480.0,531.1478967147533,524.8123664082821,480.0,54155818.0,88902.0,160226292.0,263458.0,609.8642645495465,608.4002920396383,1.2071991271528966,0.24062652978030402,552.5,560.0
2024-10-03,66A SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,135.0,148.0,2000.0,630.0,7,False,670000.0,240000.0,630.0,630.0,660.7836195321885,649.8558816532595,630.0,53925418.0,88422.0,159995892.0,262978.0,609.5328967952443,608.4798915636193,1.681563280019617,0.1730550583880524,555.0,560.0
2024-10-05,5/32 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,137.0,68.0,2024.0,550.0,8,False,620000.0,260000.0,550.0,550.0,533.410711952972,524.7342044937453,550.0,54458318.0,89452.0,159090192.0,261668.0,609.163100942611,608.1663566868343,1.6535052193896098,0.16389335661491045,555.0,560.0
2024-10-07,49 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,237.0,188.0,2021.0,850.0,25,False,930000.0,325000.0,850.0,850.0,752.760136577038,841.244629887189,850.0,53220918.0,87192.0,159610192.0,262068.0,608.7993337208783,607.9848968922452,-10.518283287230828,0.13395675333321067,555.0,560.0
2024-10-11,1/418 MANCHESTER STREET ,CHRISTCHURCH,-,2.0,2,1.0,145.0,80.0,2020.0,540.0,7,False,670000.0,305000.0,540.0,540.0,533.6457179652286,525.173198493777,540.0,50789468.0,83182.0,158190292.0,259438.0,610.3876273052574,609.041134362074,1.613281008199053,0.22108407252225643,557.5,560.0
2024-10-14,231 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,506.0,162.0,1935.0,820.0,7,False,960000.0,560000.0,820.0,820.0,763.2505394085543,849.7400722021661,820.0,48489843.0,79927.0,157964067.0,258943.0,604.4653823302615,609.3671118032876,-10.178351665759095,-0.8043967877623872,555.0,560.0
2024-10-14,2 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,536.0,83.0,1950.0,515.0,18,False,630000.0,540000.0,515.0,515.0,529.2394427514149,526.0456921202906,515.0,49515568.0,81612.0,158989792.0,260628.0,607.301663440078,610.2138954992638,0.6071241869221511,-0.47724774553078875,552.5,560.0
2024-10-15,43A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,221.0,110.0,2005.0,420.0,7,False,550000.0,350000.0,420.0,420.0,658.7448798809439,649.1897167995601,420.0,49053068.0,80902.0,158743692.0,260398.0,606.7192079596138,610.0257531807787,1.4718598945913446,-0.5420337098760227,552.5,560.0
2024-10-16,254B INNES ROAD ,"ST ALBANS, CHRISTCHURCH",8052,3.0,3,1.0,152.0,127.0,2023.0,680.0,7,False,730000.0,240000.0,680.0,680.0,653.2544763536118,650.8396291240254,680.0,49515468.0,81582.0,158466092.0,259878.0,606.327012929223,609.619474803954,0.37103567784227637,-0.5400847595608376,552.5,560.0
2024-10-18,42 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,136.0,2007.0,650.0,25,False,880000.0,365000.0,650.0,650.0,653.7325394947823,650.7059939336737,650.0,49078643.0,80957.0,158289067.0,259433.0,606.9410899463116,609.7710925895998,0.4651172095115357,-0.46410902020126493,570.0,560.0
2024-10-18,5/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,550.0,71,False,670000.0,270000.0,550.0,550.0,529.0297397769517,525.996766092132,550.0,49381143.0,81507.0,158591567.0,259983.0,606.2309991724002,610.1346667540367,0.5766145117874066,-0.6398042586900331,570.0,560.0
2024-10-21,2/555 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,146.0,135.0,2020.0,650.0,7,False,840000.0,360000.0,650.0,650.0,650.8283513178376,650.7018136768176,650.0,48412342.0,79808.0,157427267.0,258133.0,605.8515587618241,610.0074504871473,0.019446332922453357,-0.6812854043019139,555.0,560.0
2024-10-22,1/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,135.0,90.0,2010.0,500.0,7,False,600000.0,240000.0,500.0,500.0,528.7876419407168,526.0196922489433,500.0,48099842.0,79558.0,157677267.0,258633.0,606.6101393344026,609.8688156880368,0.5262064771642556,-0.534324148047782,552.5,560.0
2024-10-22,2/32 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,1.0,145.0,107.0,2024.0,620.0,39,False,720000.0,250000.0,620.0,620.0,651.6605725927515,650.4393205897812,620.0,48484242.0,80178.0,158061667.0,259253.0,604.5883757761633,609.6564127547529,0.18775802204929282,-0.8312939669886346,555.0,560.0
2024-10-22,3/119 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,85.0,98.0,2021.0,640.0,12,False,660000.0,215000.0,640.0,640.0,649.1484908807231,650.2662858609846,640.0,48893842.0,80818.0,158471267.0,259893.0,604.7075506996932,609.6811493020332,-0.1718980369375062,-0.8157704413255631,562.5,560.0
2024-10-22,592 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,383.0,143.0,2005.0,650.0,14,False,720000.0,430000.0,650.0,650.0,648.993653144338,650.206395216349,650.0,49316342.0,81468.0,158893767.0,260543.0,604.9870325917493,609.7558110453148,-0.18651647860330106,-0.7820800338729469,570.0,560.0
2024-10-22,1/83 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,420.0,7,False,450000.0,175000.0,420.0,420.0,527.5047290196667,525.9339340121351,420.0,49492742.0,81888.0,159070167.0,260963.0,605.3461727303973,609.8562118345149,0.29866774245743405,-0.7395249923831881,562.5,560.0
2024-10-24,87 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,363.0,129.0,2015.0,700.0,7,False,800000.0,275000.0,700.0,700.0,649.0106593178036,650.2051795536305,700.0,49837242.0,82438.0,158234967.0,260003.0,603.7246078935134,608.4936150123017,-0.183714352544364,-0.7837398784688778,590.0,560.0
2024-10-24,79C BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,181.0,117.0,2000.0,530.0,7,False,700000.0,360000.0,530.0,530.0,651.2264532172832,650.6322944266892,530.0,50118142.0,82968.0,158515867.0,260533.0,604.5421043693442,608.589004742253,0.09132021199739247,-0.6649644244924735,580.0,560.0
