Last Rental Date,Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Days on Market,Active Listing,Capital Value,Land Value,Dollar_Volume,Volume,VWAP_3M,VWAP_12M,Volume_all,Rolling_PV_3M_all,Rolling_V_3M_all,Rolling_PV_12M_all,Rolling_V_12M_all,VWAP_3M_all,VWAP_12M_all,Percentage_Diff,Percentage_Diff_all,Rolling_Median_1M_all,Rolling_Median_12M_all
2024-07-12,55 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,759.0,137.0,1905.0,650.0,7,False,870000.0,670000.0,650.0,650.0,655.69375,641.9162551846731,650.0,37059226.0,63104.0,135168126.0,222674.0,586.6193678547411,606.8966688285951,2.146307201920485,-3.341145538497086,550.0,557.5
2024-07-12,173A GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,1.0,184.0,101.0,2024.0,580.0,8,False,700000.0,260000.0,580.0,580.0,529.0924952701282,523.1612079835163,580.0,35611101.0,60779.0,133720001.0,220349.0,585.9682220634894,606.8926654902085,1.1337398866925905,-3.4477996879098383,550.0,560.0
2024-07-12,84B SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,278.0,116.0,2015.0,800.0,141,False,700000.0,375000.0,800.0,800.0,650.7176724137931,640.584014771828,800.0,36251101.0,61579.0,134360001.0,221149.0,585.9112686947794,606.8554928772085,1.581940449384246,-3.4512704306471345,550.0,560.0
2024-07-15,7/9 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,190.0,142.0,2020.0,660.0,7,False,950000.0,340000.0,660.0,660.0,656.8910710670176,642.3037114479874,660.0,37691501.0,63939.0,135996126.0,223954.0,588.7561592313406,607.0943509453904,2.2711000044114527,-3.0206493744329643,550.0,560.0
2024-07-15,131 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,4.0,1,3.0,607.0,220.0,1950.0,580.0,49,False,840000.0,450000.0,580.0,580.0,837.6707530647986,859.6766577704783,580.0,36737501.0,62559.0,135042126.0,222574.0,587.2722172920893,607.0224902772663,-2.559788556170723,-3.2536311753714138,550.0,560.0
2024-07-15,4/128 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,162.0,149.0,2022.0,720.0,7,False,850000.0,295000.0,720.0,720.0,655.5436105476673,641.97350300706,720.0,37255901.0,63279.0,135560526.0,223294.0,587.245656100641,606.7291148112538,2.113811158411325,-3.2112285754860936,555.0,560.0
2024-07-16,36 THORNTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,2.0,645.0,110.0,1910.0,620.0,7,False,730000.0,340000.0,620.0,620.0,656.9719976336029,642.4299987024783,620.0,38284500.0,64310.0,137380526.0,225574.0,595.0714397864657,608.9961769961859,2.2635927588212215,-2.286506506231716,560.0,560.0
2024-07-16,139 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,345.0,125.0,2016.0,640.0,7,False,770000.0,380000.0,640.0,640.0,654.8733926805144,642.2806324110672,640.0,38793325.0,65265.0,137889351.0,226529.0,593.9454545454546,608.6164045172629,1.960632102851205,-2.4105413299605223,565.0,560.0
2024-07-17,2/162 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,98.0,76.0,2023.0,580.0,7,False,670000.0,300000.0,580.0,580.0,527.7169822178741,522.6133907532299,580.0,39129725.0,65845.0,137742726.0,226414.0,594.3970734697004,608.7050708739279,0.9765519894713405,-2.3505632019271987,570.0,560.0
2024-07-17,6/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,106.0,67.0,2024.0,550.0,29,False,630000.0,230000.0,550.0,550.0,529.2784330857726,522.9494729189386,550.0,39432225.0,66395.0,138045226.0,226964.0,594.2702559040171,608.3666469387936,1.2102431486368568,-2.317088076032332,570.0,560.0
2024-07-19,36 GOSSET STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,625.0,122.0,1920.0,790.0,7,False,930000.0,650000.0,790.0,790.0,654.5060775612579,642.2650622973204,790.0,38973425.0,65435.0,138190426.0,226784.0,593.9035318924617,608.2252075218978,1.9059133031699795,-2.3546665696062017,580.0,560.0
2024-07-20,3/58 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1995.0,485.0,7,False,520000.0,245000.0,485.0,485.0,529.6051311451913,523.0988693189806,485.0,39208650.0,65920.0,138425651.0,227269.0,595.6051807136853,609.3482168054184,1.2437919880578483,-2.255366588874683,580.0,560.0
2024-07-22,3/25 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,500.0,7,False,410000.0,200000.0,500.0,500.0,530.1162790697674,523.2000585261501,500.0,38968650.0,65720.0,138675651.0,227769.0,594.7914138349514,609.0828533587951,1.3219074483860456,-2.3463867756305,575.0,560.0
2024-07-23,2/138 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,2016.0,600.0,7,False,550000.0,200000.0,600.0,600.0,529.6848137535817,523.0835935382175,600.0,39328650.0,66320.0,139035651.0,228369.0,592.949634814364,608.8433939649382,1.2619818891111623,-2.6104839615767355,580.0,560.0
2024-07-23,173C GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,3,1.0,149.0,110.0,2024.0,650.0,15,False,730000.0,240000.0,650.0,650.0,658.5143231604568,643.4996509192459,650.0,39751150.0,66970.0,139458151.0,229019.0,593.013419782871,608.8201594787383,2.333283665307704,-2.5962904561834512,580.0,560.0
2024-07-23,8/611 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,190.0,142.0,1990.0,599.0,7,False,640000.0,300000.0,599.0,599.0,657.2172200337648,643.5440410152967,599.0,40109951.0,67569.0,139816952.0,229618.0,593.5665223234284,608.9370357917902,2.12466873236778,-2.524154808284202,580.0,560.0
2024-07-24,1/90 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,129.0,136.0,2019.0,750.0,7,False,770000.0,325000.0,750.0,750.0,655.9376972187569,643.2654750843052,750.0,39792351.0,67009.0,139716852.0,229228.0,593.6146901685685,608.9111132402512,1.9699832534601458,-2.5120945798286654,580.0,560.0
2024-07-25,6/90 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,130.0,1990.0,560.0,2,False,450000.0,305000.0,560.0,560.0,655.6242108354134,644.0547020848326,560.0,40105951.0,67569.0,139845552.0,229358.0,593.8359175633124,609.5104088505767,1.79635498555166,-2.571652765836029,580.0,560.0
2024-07-27,4/91 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,81.0,76.0,2021.0,530.0,7,False,710000.0,410000.0,530.0,530.0,530.8732394366198,523.544166225886,530.0,40061951.0,67529.0,138961052.0,227788.0,593.5554914235818,609.7260701610583,1.399895879571622,-2.6521055157121713,580.0,560.0
2024-07-29,3/557 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,8.0,128.0,118.0,2023.0,620.0,68,False,740000.0,275000.0,620.0,620.0,653.6982448568551,643.5666352145827,620.0,38652251.0,64879.0,139042952.0,227858.0,593.2555050422782,610.0455335662984,1.5742906931299034,-2.75225824962057,580.0,560.0
2024-07-30,2/37 PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1965.0,460.0,7,False,470000.0,325000.0,460.0,460.0,529.919793755371,525.0411552565384,460.0,38593451.0,64819.0,139254552.0,228318.0,595.759043758381,610.2175565483766,0.9291916357392559,-2.369402950609684,580.0,560.0
2024-08-01,33 SPEIGHT STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,1.0,637.0,110.0,1920.0,680.0,7,False,680000.0,410000.0,680.0,680.0,653.0502320100169,643.9900399445157,680.0,38985712.0,65728.0,140291213.0,230047.0,592.2290001229861,609.6291663578457,1.406883880732341,-2.8542214177210012,580.0,560.0
2024-08-01,4/134 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,68.0,2017.0,430.0,7,False,510000.0,200000.0,430.0,430.0,526.3289223239373,524.5706095353048,430.0,38523312.0,65048.0,139828813.0,229367.0,593.308551796713,609.9665541175083,0.335190869764905,-2.7309697897937792,580.0,560.0
2024-08-01,5/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,110.0,68.0,2024.0,519.0,8,False,620000.0,300000.0,519.0,519.0,526.4456721915285,524.7403143256478,519.0,37915912.0,63968.0,139221413.0,228287.0,595.4033693824341,609.9149081544163,0.32499082295064585,-2.379272678527176,580.0,560.0
2024-08-01,2/143 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,13.0,150.0,138.0,2022.0,650.0,7,False,800000.0,215000.0,650.0,650.0,654.9948338953864,643.9490197725578,650.0,38338412.0,64618.0,139643913.0,228937.0,592.7324912456228,609.8525671632638,1.7153243166252423,-2.8072483153223744,580.0,560.0
2024-08-02,14 ARCHER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,2,1.0,684.0,120.0,1920.0,650.0,11,False,700000.0,370000.0,650.0,650.0,653.7086297334196,644.2436233339893,650.0,39105712.0,65828.0,140713713.0,230697.0,593.1370496592016,609.8371767508379,1.4691657094638333,-2.7384567107917586,580.0,560.0
2024-08-02,88 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,607.0,114.0,1910.0,595.0,3,False,680000.0,590000.0,595.0,595.0,655.6642800887807,644.282112474669,595.0,39459737.0,66423.0,141067738.0,231292.0,594.0589414838671,609.9503374556236,1.7666434305297014,-2.605358993331601,587.5,560.0
2024-08-02,6/78 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,475.0,7,False,430000.0,220000.0,475.0,475.0,525.0935309731874,524.1633450175262,475.0,39685362.0,66898.0,141293363.0,231767.0,594.0673712418891,609.91187762655,0.17746108431715243,-2.597835353907066,580.0,560.0
2024-08-05,4/65 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,535.0,7,False,530000.0,370000.0,535.0,535.0,524.393777202682,523.9305756292051,535.0,38568187.0,65073.0,141579588.0,232302.0,593.2219498340758,609.6353794975126,0.08840896008419334,-2.6923354869865874,595.0,560.0
2024-08-05,4/22 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1990.0,570.0,7,False,590000.0,275000.0,570.0,570.0,524.4732570790085,523.9892920880428,570.0,38893087.0,65643.0,141904488.0,232872.0,592.6910853964009,609.4634914895265,0.09236161850504805,-2.751995210104201,587.5,560.0
2024-08-05,175 BARRINGTON STREET ,"SOMERFIELD, CHRISTCHURCH",8024,2.0,1,1.0,218.0,66.0,1980.0,480.0,43,False,470000.0,290000.0,480.0,480.0,525.2237195986003,524.2478556640048,480.0,39123487.0,66123.0,142134888.0,233352.0,592.4940511554926,609.3668968360302,0.1861455271685363,-2.7689140595173756,580.0,560.0
2024-08-05,4/46 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,112.0,2016.0,450.0,7,False,790000.0,280000.0,450.0,450.0,524.6045523260789,524.0394465705034,450.0,39325987.0,66573.0,142337388.0,233802.0,591.6774344781695,609.1007919366451,0.10783649194229979,-2.860504811211586,580.0,560.0
2024-08-05,38 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,479.0,140.0,1960.0,440.0,7,False,770000.0,540000.0,440.0,440.0,836.1576354679803,864.962502466943,440.0,39519587.0,67013.0,142530988.0,234242.0,590.7197662716117,608.7945697641594,-3.330186790387891,-2.9689495258720413,580.0,560.0
2024-08-06,172D EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,2.0,218.0,118.0,2000.0,590.0,7,False,740000.0,245000.0,590.0,590.0,654.3990676154089,643.9823122852937,590.0,39226787.0,66473.0,142879088.0,234832.0,589.7301568352409,608.477506168834,1.6175530183661924,-3.081025862670308,580.0,560.0
2024-08-06,227A CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,428.0,173.0,2010.0,750.0,6,False,960000.0,335000.0,750.0,750.0,657.0104162763686,643.6586312729934,750.0,39789287.0,67223.0,143441588.0,235582.0,590.1160922479804,608.4310826463173,2.0743581076460913,-3.0101996628241765,580.0,560.0
2024-08-07,202B EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,1.0,111.0,120.0,2024.0,670.0,3,False,700000.0,220000.0,670.0,670.0,659.552133824119,644.4630451446322,670.0,40238187.0,67893.0,143399687.0,235543.0,591.8999003317317,608.6301405440387,2.341342733794829,-2.748835310284213,590.0,560.0
2024-08-07,1/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,138.0,70.0,2024.0,550.0,8,False,660000.0,330000.0,550.0,550.0,523.6591005097299,523.7139507620165,550.0,39789287.0,67223.0,142950787.0,234873.0,591.8999003317317,608.8817821395522,-0.0104733227378674,-2.7890277400233274,585.0,560.0
2024-08-08,143 SAINT ALBANS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,343.0,180.0,1990.0,650.0,7,False,1400000.0,520000.0,650.0,650.0,662.9339679394176,645.3612098748023,650.0,40848187.0,68693.0,143516562.0,235368.0,594.1197037167674,609.642473095374,2.722933730092695,-2.546208649110678,590.0,560.0
2024-08-08,1/136 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,181.0,132.0,2016.0,650.0,7,False,780000.0,290000.0,650.0,650.0,662.6431561105538,645.3913822260915,650.0,41270687.0,69343.0,143939062.0,236018.0,594.6484649090883,609.753925767309,2.6730716212784364,-2.477304404266395,592.5,560.0
2024-08-08,139 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,473.0,80.0,1880.0,700.0,23,False,770000.0,550000.0,700.0,700.0,661.9924888421206,644.8474114990727,700.0,40425687.0,68043.0,143094062.0,234718.0,592.670628783527,608.8047065716239,2.658780517268548,-2.650123695487356,595.0,560.0
2024-08-10,511 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,130.0,67.0,2021.0,529.0,30,False,580000.0,315000.0,529.0,529.0,523.9722761687635,523.0601989028075,529.0,41550528.0,69872.0,143686003.0,235517.0,595.1673132111388,609.8647645518562,0.1743732877915767,-2.4099525329221896,590.0,560.0
2024-08-10,173B GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,3,1.0,149.0,110.0,2024.0,620.0,13,False,730000.0,240000.0,620.0,620.0,662.3651341385026,645.4211646103219,620.0,41934928.0,70492.0,144070403.0,236137.0,594.666361346462,610.0876072640192,2.6252578095127763,-2.5277100753963526,592.5,560.0
2024-08-12,2/23 WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,176.0,118.0,2024.0,690.0,49,False,760000.0,270000.0,690.0,690.0,661.4947811392027,645.265426914222,690.0,42119428.0,70642.0,144546503.0,236827.0,594.8891789139193,610.113633187514,2.515143931171471,-2.4953473329312676,597.0,560.0
2024-08-13,2/130 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,218.0,117.0,2010.0,500.0,7,False,600000.0,210000.0,500.0,500.0,662.1319446694094,645.5683609276398,500.0,42369428.0,71142.0,144465878.0,236752.0,596.2377622377622,610.3463836471349,2.5657366042488308,-2.311576145510412,595.0,560.0
2024-08-13,118 MALVERN STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,607.0,160.0,1930.0,699.0,7,False,1120000.0,430000.0,699.0,699.0,801.0752688172043,862.2169059011164,699.0,42858029.0,71841.0,144954479.0,237451.0,595.5613842737062,610.1991873352706,-7.091212972681394,-2.398856531665912,597.0,560.0
2024-08-13,2 KINLEYS LANE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,150.0,1990.0,700.0,7,False,910000.0,415000.0,700.0,700.0,659.5476744556728,644.8575293232935,700.0,43348029.0,72541.0,145444479.0,238151.0,596.5678233877591,610.4605960808757,2.278045066449784,-2.2757853303403173,599.0,560.0
2024-08-14,10/143 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,13.0,123.0,129.0,2022.0,695.0,7,False,775000.0,200000.0,695.0,695.0,660.4306651283171,645.2319459129136,695.0,44247554.0,74146.0,146073604.0,239236.0,595.8329907012838,610.3377574505012,2.3555435082959786,-2.37651473666098,599.0,560.0
2024-08-14,1/68 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,4.0,218.0,60.0,1975.0,420.0,7,False,450000.0,280000.0,420.0,420.0,522.9300016921428,523.3621764500524,420.0,43764529.0,73451.0,145590579.0,238541.0,596.844203146609,610.6734769297962,-0.08257661278486328,-2.2645938141467763,597.0,560.0
2024-08-14,2/4 UPLAND ROAD ,"HOON HAY, CHRISTCHURCH",8025,2.0,1,1.0,218.0,85.0,1960.0,490.0,7,False,435000.0,200000.0,490.0,490.0,523.6440238819421,523.8013087447947,490.0,43588129.0,73031.0,145414179.0,238121.0,597.5659144483809,610.7237802906559,-0.030027581112682254,-2.1544708535850514,595.0,560.0
2024-08-15,1/501 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1975.0,500.0,7,False,400000.0,285000.0,500.0,500.0,521.7250682869725,522.9309659796374,500.0,44375054.0,74296.0,145103179.0,238261.0,596.7625225905646,610.5837081375713,-0.23060361139751645,-2.263602084825471,585.0,560.0
2024-08-15,5/49 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,1960.0,470.0,43,False,500000.0,265000.0,470.0,470.0,521.4264665457144,523.0217488455236,470.0,44595954.0,74766.0,145324079.0,238731.0,597.2737967050716,609.0093594839273,-0.30501261244497513,-1.9269921875749692,580.0,560.0
2024-08-15,3/40 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,445.0,7,False,560000.0,405000.0,445.0,445.0,520.7705167173252,522.7754163989522,445.0,44793979.0,75211.0,145522104.0,239176.0,596.4737180001605,608.735685771852,-0.38351070435510726,-2.014333652239203,575.0,560.0
2024-08-15,3/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,90.0,2016.0,600.0,7,False,680000.0,240000.0,600.0,600.0,661.1639604443902,645.5652098508498,600.0,45153979.0,75811.0,145882104.0,239776.0,595.5774953131855,608.4310465933037,2.4162935603584264,-2.112573208104206,580.0,560.0
2024-08-17,54 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,249.0,141.0,2017.0,730.0,12,False,1000000.0,390000.0,730.0,730.0,660.0640211005874,645.3033107253707,730.0,45530854.0,76146.0,146112504.0,239956.0,595.6124968672092,608.4099492860003,2.287406577633166,-2.103425894630672,592.5,560.0
2024-08-17,3/84 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,550.0,7,False,600000.0,355000.0,550.0,550.0,519.8663824310192,522.4347997244365,550.0,45833354.0,76696.0,146415004.0,240506.0,597.9415071047724,608.9137341846005,-0.4916244658227221,-1.8019345703412317,590.0,560.0
2024-08-18,12 GOSSET STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,645.0,125.0,1925.0,795.0,7,False,950000.0,670000.0,795.0,795.0,661.5614477620695,646.395857241221,795.0,46465379.0,77491.0,146344529.0,240131.0,597.5977104412225,608.7790075923261,2.346176936463409,-1.8366758727973906,590.0,560.0
2024-08-19,4/107 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,430.0,20,False,500000.0,265000.0,430.0,430.0,522.2707231736512,523.1368858469812,430.0,46692404.0,78316.0,147179054.0,241406.0,597.1227691754616,609.9949953522342,-0.16557094266592207,-2.1102183255355613,590.0,560.0
2024-08-19,142A BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,217.0,142.0,2017.0,730.0,7,False,860000.0,370000.0,730.0,730.0,664.6020522227636,648.0459051951667,730.0,46188279.0,77321.0,146674929.0,240411.0,599.6229110477345,609.4362202297913,2.554779976984939,-1.610227429271693,592.5,560.0
2024-08-19,11/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,12.0,125.0,90.0,2023.0,565.0,7,False,630000.0,220000.0,565.0,565.0,521.6260414441359,522.5832028191073,565.0,46507504.0,77886.0,146994154.0,240976.0,597.3574966697275,610.1007399827795,-0.18315961359032207,-2.088711335346296,590.0,560.0
2024-08-20,607 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,437.0,133.0,1910.0,630.0,16,False,630000.0,430000.0,630.0,630.0,665.9423622224094,648.6160994252929,630.0,45976379.0,77121.0,147345554.0,241556.0,596.2051688033097,609.6743825754123,2.6712662255020363,-2.209247125523862,592.5,560.0
2024-08-20,44 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,752.0,100.0,1910.0,550.0,7,False,750000.0,670000.0,550.0,550.0,665.5973763307958,648.5049880154993,550.0,46278879.0,77671.0,147648054.0,242106.0,596.1590098676106,609.9850717845966,2.63566026956881,-2.2666229972703897,590.0,560.0
2024-08-20,57 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,247.0,135.0,2000.0,670.0,15,False,750000.0,405000.0,670.0,670.0,663.838584746466,647.9943733918927,670.0,46727779.0,78341.0,148096954.0,242776.0,595.8321509958672,609.8488017645163,2.445115575871069,-2.2983812919028153,592.5,560.0
2024-08-20,1/14 WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1970.0,480.0,7,False,500000.0,260000.0,480.0,480.0,521.2386390240096,522.746945134122,480.0,47260679.0,79371.0,148629854.0,243806.0,596.1425130876779,609.8791497825962,-0.28853465795490835,-2.2523538802425,590.0,560.0
2024-08-21,141B CHAMPION STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,189.0,83.0,2021.0,580.0,7,False,670000.0,360000.0,580.0,580.0,663.9507047991526,648.1324585803527,580.0,47385479.0,79491.0,148652654.0,243826.0,595.4401355658867,609.6234465107503,2.44058849535906,-2.3265691347738344,590.0,560.0
2024-08-21,2/116B CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,95.0,1960.0,530.0,20,False,580000.0,335000.0,530.0,530.0,518.6487231111582,522.746945134122,530.0,47666379.0,80021.0,148933554.0,244356.0,596.1112452982098,609.6669510224505,-0.7839781869815248,-2.223460809464387,585.0,560.0
2024-08-21,1/212 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,198.0,1990.0,650.0,7,False,990000.0,365000.0,650.0,650.0,662.6487606620498,647.7643568414483,650.0,48088879.0,80671.0,149356054.0,245006.0,595.6733732395246,609.4941560673772,2.2978114901503797,-2.2675825010411947,590.0,560.0
2024-08-23,10 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,4.0,2,2.0,696.0,196.0,2000.0,800.0,7,False,900000.0,540000.0,800.0,800.0,784.928943199819,857.7912642073005,800.0,48293279.0,80811.0,149851654.0,245426.0,596.1111056017652,609.6016179195611,-8.494178484647414,-2.213004677355706,575.0,560.0
2024-08-23,73B SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,194.0,170.0,2000.0,990.0,33,False,940000.0,300000.0,990.0,990.0,763.7418383885158,850.6479049405879,990.0,49273379.0,81801.0,150831754.0,246416.0,597.607739045427,610.5777464490315,-10.216455721258946,-2.1242188204589456,580.0,560.0
2024-08-24,101 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,165.0,118.0,2021.0,720.0,7,False,760000.0,325000.0,720.0,720.0,662.432678914032,647.777811727452,720.0,49556554.0,82036.0,151100154.0,246636.0,602.3566826811408,612.1021118758522,2.262329292739946,-1.5921247461220946,590.0,560.0
2024-08-24,972C COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,186.0,148.0,2006.0,700.0,7,False,710000.0,360000.0,700.0,700.0,663.5624393187961,648.2560911674623,700.0,50046554.0,82736.0,151590154.0,247336.0,604.0830123360475,612.644358487812,2.3611576288883342,-1.397441441050145,592.5,560.0
2024-08-25,6/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,96.0,90.0,2010.0,550.0,70,False,600000.0,240000.0,550.0,550.0,519.5211803902903,522.5812028244461,550.0,50099054.0,82786.0,151544554.0,247296.0,604.8945320054148,612.8915887699324,-0.5855592236416124,-1.3048077198395813,590.0,560.0
2024-08-26,172F EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,2.0,218.0,124.0,2000.0,610.0,7,False,770000.0,265000.0,610.0,610.0,664.2196655414981,648.5871069153651,610.0,49660354.0,81856.0,151495453.0,247257.0,605.1633609547508,612.8063292572464,2.410248131585649,-1.2472077943057847,595.0,560.0
2024-08-27,5/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,100.0,67.0,2024.0,540.0,8,False,630000.0,230000.0,540.0,540.0,520.9588970528428,522.3632715087282,540.0,50743979.0,83651.0,152561453.0,249037.0,607.048152470792,612.763345231532,-0.2688501532332496,-0.9326916835373745,592.5,560.0
2024-08-27,126 FORFAR STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,3,1.0,173.0,131.0,2024.0,675.0,33,False,780000.0,230000.0,675.0,675.0,662.8355468650803,648.6157290638594,675.0,50452379.0,83111.0,152269853.0,248497.0,606.4917511766704,612.5938294420996,2.192333174180698,-0.9961050817287024,595.0,560.0
2024-08-27,3/218 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1995.0,580.0,7,False,850000.0,350000.0,580.0,580.0,520.6785704732098,522.83791676807,580.0,49996754.0,82436.0,151814228.0,247822.0,606.6794614933542,612.6702906464112,-0.41300491521507965,-0.9778226959130418,592.5,560.0
2024-08-27,54 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,120.0,1990.0,580.0,7,False,620000.0,275000.0,580.0,580.0,664.0738421093328,648.68787405316,580.0,49660354.0,81856.0,151477828.0,247242.0,606.6794614933542,612.7044047286831,2.371859976360809,-0.9833360408102297,590.0,560.0
2024-08-28,3/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,71.0,2024.0,530.0,8,False,630000.0,230000.0,530.0,530.0,521.2336531010342,522.4555602930346,530.0,49567954.0,82156.0,152842353.0,249567.0,606.6153303606651,612.6055686504415,-0.23387772757459319,-0.977829552377844,580.0,560.0
